"","n4","Freq"
"1","*",3
"2","**",20
"3","**a",3
"4","**i",8
"5","**the",4
"6","**the*",4
"7","*a",21
"8","*a*",101
"9","*ab",10
"10","*ac",12
"11","*act",5
"12","*ad",23
"13","*ag",23
"14","*age",1
"15","*al",33
"16","*all",15
"17","*all*",12
"18","*als",7
"19","*am",13
"20","*ame",5
"21","*an",61
"22","*an*",23
"23","*an*o",4
"24","*anc",2
"25","*and",132
"26","*and*",83
"27","*ann",4
"28","*ans",1
"29","*ap",33
"30","*app",31
"31","*ar",21
"32","*are",33
"33","*ari",2
"34","*art",2
"35","*arti",2
"36","*artic",2
"37","*as",46
"38","*as*",32
"39","*ass",10
"40","*at",15
"41","*at*",10
"42","*atte",2
"43","*au",10
"44","*aut",10
"45","*aw",1
"46","*b",34
"47","*be",26
"48","*be*",49
"49","*been*",17
"50","*bi",8
"51","*bl",4
"52","*ble",3
"53","*bo",19
"54","*c",115
"55","*ca",36
"56","*cal",4
"57","*can*",9
"58","*ce",8
"59","*cer",5
"60","*ch",12
"61","*ci",7
"62","*cl",4
"63","*cla",1
"64","*cle",2
"65","*co",86
"66","*con",51
"67","*cons",25
"68","*cor",2
"69","*cri",1
"70","*d",87
"71","*da",15
"72","*de",36
"73","*den",4
"74","*des",2
"75","*di",30
"76","*do",10
"77","*du",1
"78","*e",72
"79","*ea",4
"80","*eac",4
"81","*ef",8
"82","*ei",4
"83","*el",7
"84","*ele",4
"85","*em",3
"86","*en",8
"87","*ent",1
"88","*enti",1
"89","*equ",7
"90","*er",5
"91","*ere",1
"92","*es",5
"93","*ess",1
"94","*esse",1
"95","*est",4
"96","*ever",4
"97","*evi",2
"98","*ex",39
"99","*ext",7
"100","*ey",3
"101","*f",75
"102","*fa",9
"103","*fe",13
"104","*fi",17
"105","*fin",5
"106","*for",30
"107","*fore",4
"108","*fr",23
"109","*ful",4
"110","*g",33
"111","*ge",6
"112","*gen",5
"113","*gi",8
"114","*go",30
"115","*gre",7
"116","*h",113
"117","*ha",42
"118","*han",7
"119","*har",1
"120","*have*",21
"121","*he",21
"122","*he*",8
"123","*her*",9
"124","*hi",28
"125","*his*",19
"126","*ho",13
"127","*hou",3
"128","*i",105
"129","*ide",1
"130","*if",6
"131","*ill",3
"132","*im",20
"133","*in",91
"134","*in*",52
"135","*ina",1
"136","*inc",3
"137","*ind",14
"138","*ine",2
"139","*inst",6
"140","*int",15
"141","*inte",7
"142","*ir",3
"143","*is",76
"144","*is*",66
"145","*it",64
"146","*it*",53
"147","*j",40
"148","*je",4
"149","*jo",1
"150","*k",4
"151","*ke",3
"152","*l",54
"153","*la",7
"154","*lan",4
"155","*lar",5
"156","*lat",8
"157","*le",12
"158","*leg",36
"159","*les",7
"160","*li",14
"161","*lit",3
"162","*lo",10
"163","*ly",4
"164","*m",96
"165","*ma",24
"166","*me",23
"167","*men",6
"168","*mer",2
"169","*meri",2
"170","*mi",13
"171","*min",3
"172","*mo",32
"173","*mon",4
"174","*mu",6
"175","*n",43
"176","*na",6
"177","*nat",4
"178","*ne",26
"179","*no",57
"180","*not",32
"181","*not*",19
"182","*nu",13
"183","*nzvkk",11
"184","*o",28
"185","*ob",22
"186","*oc",1
"187","*of",235
"188","*of*",52
"189","*of*a",24
"190","*ol",1
"191","*on",27
"192","*on*",20
"193","*on*an",1
"194","*on*o",1
"195","*on*t",11
"196","*on*th",11
"197","*one",20
"198","*op",6
"199","*or",19
"200","*or*",8
"201","*ori",1
"202","*ot",13
"203","*oth",13
"204","*ou",12
"205","*ough",7
"206","*our",3
"207","*over",5
"208","*ow",3
"209","*p",95
"210","*pa",31
"211","*par",14
"212","*part",11
"213","*pe",15
"214","*pea",6
"215","*pec",1
"216","*per",13
"217","*peri",3
"218","*pl",16
"219","*pla",12
"220","*ple",2
"221","*po",43
"222","*point",5
"223","*pos",1
"224","*pre",23
"225","*pres",11
"226","*pri",10
"227","*pu",5
"228","*qu",6
"229","*que",2
"230","*r",108
"231","*ra",11
"232","*rat",6
"233","*rati",2
"234","*re",51
"235","*rea",8
"236","*rec",3
"237","*reme",7
"238","*ren",5
"239","*res",6
"240","*ri",8
"241","*ro",4
"242","*rom",2
"243","*ru",2
"244","*s",37
"245","*sa",4
"246","*sc",1
"247","*se",17
"248","*sen",8
"249","*sh",26
"250","*si",8
"251","*side",1
"252","*sing",6
"253","*sit",3
"254","*so",27
"255","*sol",5
"256","*spec",2
"257","*st",33
"258","*sta",27
"259","*stan",1
"260","*sti",4
"261","*str",3
"262","*su",51
"263","*t",52
"264","*ta",5
"265","*te",10
"266","*ten",4
"267","*ter",2
"268","*th",199
"269","*that*",69
"270","*the",240
"271","*the*",17
"272","*the*p",37
"273","*the*s",34
"274","*ther",4
"275","*thi",33
"276","*this*",23
"277","*tho",4
"278","*thou",1
"279","*ti",8
"280","*to",146
"281","*to*",26
"282","*tre",5
"283","*tri",7
