"","n4","Freq"
"1","*",2
"2","**",14
"3","**a",1
"4","**b",1
"5","**i",1
"6","**the",8
"7","**the*",8
"8","*a",11
"9","*a*",49
"10","*ab",3
"11","*ac",7
"12","*act",2
"13","*ad",15
"14","*ag",6
"15","*al",9
"16","*all",7
"17","*all*",6
"18","*am",8
"19","*ame",3
"20","*an",43
"21","*an*",14
"22","*an*o",2
"23","*anc",1
"24","*and",100
"25","*and*",73
"26","*ans",1
"27","*ap",7
"28","*app",5
"29","*ar",4
"30","*are",7
"31","*art",9
"32","*arti",9
"33","*artic",9
"34","*as",28
"35","*as*",21
"36","*ass",5
"37","*at",5
"38","*at*",3
"39","*atte",2
"40","*au",8
"41","*aut",7
"42","*av",1
"43","*aw",2
"44","*b",18
"45","*be",9
"46","*be*",30
"47","*been*",18
"48","*bl",1
"49","*bo",8
"50","*c",92
"51","*ca",18
"52","*cal",2
"53","*can*",3
"54","*ce",2
"55","*cer",2
"56","*ch",7
"57","*ci",6
"58","*cl",9
"59","*cla",7
"60","*cle",2
"61","*co",82
"62","*con",35
"63","*cons",15
"64","*cri",2
"65","*cu",3
"66","*d",32
"67","*da",1
"68","*de",14
"69","*des",5
"70","*di",15
"71","*do",4
"72","*du",4
"73","*e",44
"74","*ea",3
"75","*eac",3
"76","*ef",4
"77","*ei",1
"78","*el",2
"79","*ele",2
"80","*em",8
"81","*emb",3
"82","*en",5
"83","*ende",1
"84","*equ",3
"85","*er",1
"86","*es",10
"87","*ess",3
"88","*esse",3
"89","*est",7
"90","*ever",4
"91","*evi",1
"92","*ex",24
"93","*ext",2
"94","*f",63
"95","*fa",4
"96","*fe",12
"97","*fi",5
"98","*fin",1
"99","*for",40
"100","*fore",15
"101","*fr",13
"102","*ful",2
"103","*g",14
"104","*ge",6
"105","*gen",5
"106","*gi",4
"107","*go",13
"108","*gre",5
"109","*gu",1
"110","*h",65
"111","*ha",40
"112","*har",1
"113","*have*",20
"114","*he",6
"115","*he*",1
"116","*hi",6
"117","*his*",2
"118","*ho",3
"119","*i",71
"120","*if",8
"121","*ill",4
"122","*im",24
"123","*in",65
"124","*in*",35
"125","*inc",8
"126","*ind",9
"127","*ine",1
"128","*inst",6
"129","*int",19
"130","*inte",10
"131","*ir",2
"132","*is",32
"133","*is*",25
"134","*it",43
"135","*it*",31
"136","*j",9
"137","*k",2
"138","*l",36
"139","*la",8
"140","*lat",4
"141","*lati",1
"142","*le",12
"143","*leg",5
"144","*les",7
"145","*li",10
"146","*lit",3
"147","*lo",5
"148","*m",62
"149","*ma",13
"150","*me",15
"151","*men",1
"152","*mer",1
"153","*mi",16
"154","*min",7
"155","*mo",12
"156","*mon",2
"157","*mu",7
"158","*n",33
"159","*na",11
"160","*nat",11
"161","*ne",16
"162","*no",42
"163","*not",21
"164","*not*",15
"165","*nu",3
"166","*o",23
"167","*ob",12
"168","*oc",2
"169","*of",137
"170","*of*",29
"171","*of*a",14
"172","*ol",1
"173","*om",2
"174","*on",20
"175","*on*",18
"176","*on*an",1
"177","*on*o",1
"178","*on*t",14
"179","*on*th",14
"180","*one",7
"181","*op",5
"182","*oper",2
"183","*or",13
"184","*or*",6
"185","*ot",9
"186","*oth",9
"187","*ou",15
"188","*ough",8
"189","*our",2
"190","*over",1
"191","*ow",4
"192","*p",69
"193","*pa",16
"194","*par",6
"195","*part",6
"196","*pe",10
"197","*pec",1
"198","*per",9
"199","*peri",2
"200","*pl",5
"201","*pla",4
"202","*ple",1
"203","*po",32
"204","*point",3
"205","*pos",3
"206","*pre",11
"207","*pres",1
"208","*pri",2
"209","*pu",12
"210","*qu",3
"211","*que",2
"212","*r",69
"213","*ra",2
"214","*rat",1
"215","*re",40
"216","*rea",2
"217","*rec",13
"218","*red",1
"219","*ren",2
"220","*res",14
"221","*rest",4
"222","*ri",6
"223","*ro",1
"224","*ru",1
"225","*s",25
"226","*sa",3
"227","*sc",1
"228","*se",21
"229","*sen",5
"230","*sh",8
"231","*si",4
"232","*side",1
"233","*so",9
"234","*spec",1
"235","*st",42
"236","*sta",35
"237","*stan",2
"238","*sti",5
"239","*str",3
"240","*su",31
"241","*t",43
"242","*ta",4
"243","*te",8
"244","*ten",2
"245","*ter",6
"246","*th",148
"247","*that*",37
"248","*the",154
"249","*the*",11
"250","*the*p",32
"251","*the*s",19
"252","*ther",7
"253","*thi",25
"254","*this*",18
"255","*tho",11
"256","*thou",4
"257","*to",111
"258","*to*",28
"259","*tra",8
"260","*tre",7
"261","*tri",3
"262","*tru",1
"263","*u",43
"264","*un",15
"265","*und",9
"266","*unde",9
"267","*up",1
"268","*ur",3
"269","*us",2
"270","*v",21
"271","*va",5
"272","*ve",5
"273","*ver",4
"274","*ves",1
"275","*vi",9
"276","*vo",2
"277","*w",84
"278","*war",3
"279","*we",11
"280","*wer",10
"281","*wh",45
"282","*who",8
"283","*wi",31
"284","*with*",11
"285","*wo",15
"286","*y",7
"287","*ye",6
"288","*ze",1
"289","a",3
"290","a*b",1
"291","a*ma",5
"292","a*s",7
"293","a*t",2
"294","ab",6
"295","abl",5
"296","abli",6
"297","abo",2
"298","abs",1
"299","acc",5
"300","ace",2
"301","ach*",3
"302","aci",4
"303","acri",1
"304","acte",2
"305","acti",5
"306","ad",7
"307","ad*",8
"308","ad*be",2
"309","ade",7
"310","adfdge",7
"311","ado",5
"312","aeclhw",4
"313","af",6
"314","afe",2
"315","affi",2
"316","ag",6
"317","aga",6
"318","age",6
"319","ai",3
"320","aid",2
"321","ail",1
"322","ain",5
"323","ain*",4
"324","aine",2
"325","aini",1
"326","ains",6
"327","ainst",6
"328","aint",4
"329","ais",1
"330","aj",1
"331","ajo",1
"332","ak",11
"333","ake",8
"334","al",4
"335","al*",9
"336","al*b",1
"337","al*t",5
"338","ali",1
"339","all",3
"340","all*",2
"341","alo",1
"342","alon",1
"343","als",1
"344","alt",1
"345","alu",2
"346","am",2
"347","amb",4
"348","ame",1
"349","amer",3
"350","amo",4
"351","amon",3
"352","amp",3
"353","ampl",3
"354","an",1
"355","an*",3
"356","an*a",5
"357","an*i",5
"358","an*o",1
"359","anc",2
"360","ance",11
"361","anci",1
"362","and",3
"363","andi",1
"364","ane",2
"365","ang",3
"366","ani",3
"367","ann",1
"368","ano",1
"369","anot",1
"370","ans",5
"371","ans*",5
"372","ant",4
"373","anta",1
"374","ante",6
"375","anti",1
"376","ap",2
"377","apa",1
"378","ape",2
"379","aper",2
"380","app",2
"381","appe",2
"382","appo",5
"383","ar",1
"384","ar*",3
"385","arac",2
"386","aract",2
"387","ard",5
"388","are",1
"389","ari",2
"390","arie",2
"391","arm",2
"392","arr",6
"393","ars",3
"394","art",1
"395","arti",5
"396","ary",5
"397","ary*",2
"398","as",5
"399","as*",3
"400","as*a",5
"401","as*b",8
"402","as*be",7
"403","as*th",4
"404","as*w",4
"405","as*we",3
"406","ase",7
"407","ase*",4
"408","asi",2
"409","aso",2
"410","ass",10
"411","ass*",4
"412","assa",7
"413","ast",2
"414","ast*",2
"415","asu",3
"416","asur",3
"417","at",4
"418","at*a",7
"419","at*b",1
"420","at*i",5
"421","at*on",1
"422","at*t",11
"423","at*th",11
"424","ate",4
"425","ate*",8
"426","ated*",9
"427","ater",3
"428","ater*",1
"429","ates",24
"430","ath",2
"431","athe",2
"432","ati",12
"433","ation",23
"434","atitu",1
"435","ative",1
"436","ative*",5
"437","ato",2
"438","att",2
"439","atu",4
"440","au",4
"441","aus",3
"442","aut",2
"443","auth",9
"444","av",5
"445","ave",24
"446","ave*",1
"447","avi",3
"448","avo",3
"449","aw*",9
"450","ax",1
"451","axi",1
"452","ay",5
"453","ay*",11
"454","ay*b",7
"455","ay*be",7
"456","b",1
"457","ba",9
"458","babl",1
"459","bar",3
"460","be*",1
"461","be*a",6
"462","be*de",1
"463","be*le",1
"464","be*m",1
"465","be*re",4
"466","be*s",2
"467","bec",1
"468","bee",19
"469","bef",3
"470","bei",2
"471","bel",1
"472","ben",1
"473","bene",1
"474","ber*",3
"475","bers",5
"476","bers*",5
"477","bert",2
"478","bes",2
"479","bet",3
"480","bi",4
"481","bil",1
"482","bit",3
"483","biti",1
"484","bj",11
"485","bject",6
"486","bl",4
"487","ble",11
"488","ble*",11
"489","bm",2
"490","bo",2
"491","bod",3
"492","bor",3
"493","bot",3
"494","both",3
"495","bprmbc",1
"496","br",7
"497","bra",3
"498","brac",1
"499","bran",1
"500","bri",1
"501","bro",2
"502","bse",1
"503","bso",1
"504","bst",4
"505","bsta",4
"506","bt",1
"507","btcgr*",8
"508","bu",13
"509","but",12
"510","bv",4
"511","bver",1
"512","bvi",3
"513","by",40
"514","by*",40
"515","by*a",2
"516","by*an",1
"517","by*o",3
"518","by*t",19
"519","by*w",2
"520","c*",14
"521","c*esni",1
"522","ca*",2
"523","cal",2
"524","cal*",2
"525","can",5
"526","cap",1
"527","car",1
"528","cas",7
"529","cat",1
"530","cau",1
"531","cca",1
"532","ccas",1
"533","cce",1
"534","cco",4
"535","ccu",1
"536","ccur",1
"537","ce*",32
"538","ce*a",2
"539","ce*be",2
"540","ce*in",4
"541","ce*o",5
"542","ce*t",6
"543","cecowz",3
"544","ced",7
"545","ced*",7
"546","cede",2
"547","cee",4
"548","cei",5
"549","cent",1
"550","cep",7
"551","cern",1
"552","cert",4
"553","ces*",8
"554","cess",5
"555","cha",8
"556","chan",4
"557","chi",1
"558","chnubu",8
"559","ci",1
"560","cia",6
"561","cie",6
"562","cien",1
"563","cil",2
"564","cin",1
"565","cio",1
"566","cip",2
"567","cir",2
"568","cis",3
"569","cit",5
"570","citi",3
"571","cl",1
"572","cle",9
"573","clea",2
"574","cles",8
"575","clu",4
"576","co",8
"577","cocgr*",1
"578","coin",5
"579","col",3
"580","coll",2
"581","com",32
"582","comm",21
"583","con",4
"584","cong",5
"585","cons",3
"586","conven",8
"587","cor",2
"588","cordin",1
"589","cou",14
"590","coun",8
"591","cour",5
"592","cover",1
"593","cr",9
"594","cre",2
"595","ct",6
"596","ct*",21
"597","ct*to*",2
"598","cted*",5
"599","cter",2
"600","cti",7
"601","ctic",5
"602","cto",3
"603","cts*",4
"604","ctu",3
"605","cu",2
"606","cul",3
"607","cum",2
"608","cur",3
"609","curi",1
"610","cus",2
"611","cust",1
"612","cut",1
"613","cy*",6
"614","d*",2
"615","d*a",4
"616","d*b",5
"617","d*be",2
"618","d*i",27
"619","d*in",13
"620","d*in*",10
"621","d*n",9
"622","d*not*",4
"623","d*o",15
"624","d*of*",10
"625","d*on",7
"626","d*s",10
"627","d*t",47
"628","d*th",28
"629","d*the*",13
"630","d*to*",19
"631","d*w",6
"632","d*wi",2
"633","dan",1
"634","dange",1
"635","dar",2
"636","dat",4
"637","dd",3
"638","dde",2
"639","ddi",1
"640","de*",13
"641","dea",2
"642","ded",11
"643","ded*",11
"644","dee",2
"645","def",11
"646","deg",1
"647","del",2
"648","dem",1
"649","den",9
"650","dent",7
"651","dent*",5
"652","dep",2
"653","depar",1
"654","der*",11
"655","der*t",5
"656","dera",1
"657","deral*",5
"658","dere",1
"659","dern",1
"660","des",5
"661","dg",5
"662","dge",3
"663","di",2
"664","dia",8
"665","dic",1
"666","dici",2
"667","dif",2
"668","din",11
"669","ding*",9
"670","dio",1
"671","dir",1
"672","dire",1
"673","dis",14
"674","dise",2
"675","dist",2
"676","dit",2
"677","diti",1
"678","div",1
"679","divi",1
"680","dl",1
"681","dm",4
"682","dmi",4
"683","dmin",2
"684","do",1
"685","do*",1
"686","dop",1
"687","dou",1
"688","dr",1
"689","ds",9
"690","dtcgr*",6
"691","du",1
"692","dual",2
"693","duc",5
"694","due",1
"695","dul",1
"696","dur",1
"697","dut",2
"698","duti",1
"699","dv",7
"700","dva",2
"701","dver",1
"702","dvi",4
"703","dy*",2
"704","e*a",10
"705","e*an",12
"706","e*and*",6
"707","e*ar",4
"708","e*b",7
"709","e*be",2
"710","e*c",46
"711","e*co",36
"712","e*con",26
"713","e*cons",3
"714","e*d",14
"715","e*e",12
"716","e*ex",2
"717","e*f",18
"718","e*for",11
"719","e*g",11
"720","e*ha",5
"721","e*i",33
"722","e*in",15
"723","e*l",17
"724","e*la",11
"725","e*le",3
"726","e*m",3
"727","e*ma",1
"728","e*n",10
"729","e*o",17
"730","e*of",22
"731","e*of*",14
"732","e*of*a",3
"733","e*or",1
"734","e*or*",1
"735","e*p",13
"736","e*pe",5
"737","e*re",5
"738","e*s",8
"739","e*sa",2
"740","e*se",2
"741","e*t",42
"742","e*th",38
"743","e*the*",16
"744","e*to*",8
"745","e*un",12
"746","e*wh",8
"747","ea",4
"748","each",3
"749","ead",4
"750","ead*",3
"751","eal",1
"752","eal*",1
"753","ean",2
"754","eani",1
"755","ear",6
"756","eas",4
"757","eat*",4
"758","eate",2
"759","eati",6
"760","ec",2
"761","ece",2
"762","eced",2
"763","eces",5
"764","eci",3
"765","eco",8
"766","ecom",5
"767","ecomm",4
"768","econ",3
"769","ect",1
"770","ecte",5
"771","ecti",1
"772","ecur",2
"773","ed",29
"774","ed*",37
"775","ed*a",13
"776","ed*b",23
"777","ed*o",9
"778","ed*s",6
"779","eder",17
"780","ee",2
"781","ee*",1
"782","eed",6
"783","eede",1
"784","eedi",3
"785","eem",6
"786","eems",3
"787","een",26
"788","een*",5
"789","eet",1
"790","ef",2
"791","ef*",1
"792","efe",4
"793","eff",5
"794","effe",4
"795","efi",8
"796","efin",7
"797","efl",1
"798","efor",5
"799","efore",5
"800","eft",1
"801","eg",1
"802","egi",6
"803","egis",5
"804","egre",1
"805","egu",14
"806","ehe",4
"807","ehen",4
"808","ei",1
"809","eig",2
"810","eign",13
"811","ein",2
"812","eing*",2
"813","eir",31
"814","eit",4
"815","eith",3
"816","eive",4
"817","el",1
"818","ela",1
"819","ele",1
"820","elf",1
"821","eli",1
"822","ell*",3
"823","elo",7
"824","ely*",5
"825","em*",11
"826","ema",5
"827","ember",6
"828","eme",6
"829","eme*",1
"830","emed",2
"831","emo",1
"832","emp",4
"833","empl",1
"834","ems*",3
"835","en",4
"836","en*",17
"837","enc",9
"838","ence",8
"839","enci",1
"840","end",14
"841","end*",5
"842","ende",4
"843","endi",3
"844","ene",1
"845","ener",5
"846","eng",1
"847","eni",2
"848","enl",1
"849","ens",4
"850","ense",4
"851","ensi",2
"852","ent",2
"853","ent*",4
"854","enta",2
"855","enti",4
"856","eo",1
"857","eop",5
"858","eou",2
"859","epa",1
"860","epart",1
"861","epr",1
"862","epre",1
"863","epres",1
"864","epu",1
"865","equa",3
"866","eque",2
"867","er",3
"868","er*",7
"869","er*o",10
"870","er*of*",10
"871","er*t",13
"872","era",1
"873","erac",3
"874","erat",15
"875","erc",12
"876","ere*",10
"877","eref",2
"878","eren",2
"879","eres",4
"880","erest",4
"881","eri",3
"882","eric",3
"883","erie",2
"884","erm",10
"885","ero",1
"886","ers",7
"887","ers*",19
"888","erta",3
"889","ery*",8
"890","es",4
"891","es*",55
"892","es*a",27
"893","es*be",1
"894","es*o",16
"895","es*of*",7
"896","ese",1
"897","ese*",8
"898","esen",2
"899","esi",2
"900","eso",2
"901","esp",4
"902","ess*",8
"903","essi",4
"904","est",2
"905","est*",5
"906","esta",6
"907","este",1
"908","esti",2
"909","estra",3
"910","et",3
"911","et*",9
"912","ete",2
"913","ethe",2
"914","ether",2
"915","ether*",1
"916","etra",1
"917","etw",2
"918","eu",2
"919","eur",2
"920","ev",19
"921","eva",2
"922","eve",20
"923","even",5
"924","event",2
"925","ever",3
"926","evi",1
"927","evide",1
"928","ew",9
"929","ew*",3
"930","ex",2
"931","exi",4
"932","ext",2
"933","ey",2
"934","ey*",16
"935","ey*a",2
"936","ey*w",3
"937","f",1
"938","f*a",2
"939","f*am",2
"940","f*an",12
"941","f*b",2
"942","f*be",1
"943","f*c",17
"944","f*con",10
"945","f*e",7
"946","f*for",4
"947","f*fr",1
"948","f*h",2
"949","f*i",7
"950","f*in",3
"951","f*ma",2
"952","f*o",3
"953","f*of",2
"954","f*p",13
"955","f*re",4
"956","f*s",5
"957","f*t",61
"958","f*th",57
"959","f*the",44
"960","fa",1
"961","fai",3
"962","fal",3
"963","fall",3
"964","far",2
"965","far*",2
"966","fav",2
"967","fec",7
"968","fect",7
"969","fed",17
"970","fede",17
"971","fel",6
"972","fen",5
"973","fens",4
"974","fer",5
"975","fere",3
"976","fet",3
"977","ff",6
"978","ffa",2
"979","ffe",6
"980","ffi",3
"981","ffic",2
"982","ffor",1
"983","fgjgjq",1
"984","fic",3
"985","fica",1
"986","fice",2
"987","fici",2
"988","ficul",1
"989","fide",3
"990","fie",2
"991","fin",2
"992","fina",1
"993","fini",5
"994","fir",2
"995","fle",1
"996","fo",78
"997","fodgjq",18
"998","fol",2
"999","foll",2
"1000","for",5
"1001","for*",31
"1002","fore*",5
"1003","fort",2
"1004","fou",4
"1005","foun",4
"1006","fr",2
"1007","fra",1
"1008","fre",1
"1009","frequ",1
"1010","fri",4
"1011","fro",9
"1012","ft",2
"1013","fte",2
"1014","ften",1
"1015","fu",7
"1016","ful",1
"1017","fun",1
"1018","fur",1
"1019","fus",1
"1020","fut",1
"1021","fuwfjq",15
"1022","fzegjq",18
"1023","g",1
"1024","g*a",10
"1025","g*and*",2
"1026","g*con",1
"1027","g*i",3
"1028","g*it*",1
"1029","g*o",4
"1030","g*the*",11
"1031","g*to*",3
"1032","ga",3
"1033","gai",8
"1034","gain",8
"1035","gan",1
"1036","gani",1
"1037","gat",3
"1038","gd",1
"1039","ge",4
"1040","ge*",7
"1041","gem",2
"1042","gen",2
"1043","genc",1
"1044","gene",5
"1045","ger",2
"1046","ges",4
"1047","gh*",10
"1048","gi",1
"1049","gin",1
"1050","give",4
"1051","gl",2
