"","n4","Freq"
"1","*",6
"2","**",22
"3","**b",2
"4","**i",7
"5","**the",8
"6","**the*",6
"7","*a",9
"8","*a*",79
"9","*ab",6
"10","*ac",16
"11","*act",10
"12","*ad",20
"13","*ag",16
"14","*age",2
"15","*al",48
"16","*all",34
"17","*all*",31
"18","*am",6
"19","*ame",1
"20","*an",52
"21","*an*",26
"22","*an*o",2
"23","*anc",1
"24","*and",95
"25","*and*",61
"26","*ans",3
"27","*ap",14
"28","*app",10
"29","*ar",12
"30","*are",10
"31","*ari",2
"32","*art",1
"33","*arti",1
"34","*artic",1
"35","*as",33
"36","*as*",25
"37","*ass",7
"38","*at",41
"39","*at*",26
"40","*atte",9
"41","*au",17
"42","*aut",16
"43","*av",3
"44","*aw",2
"45","*b",30
"46","*be",42
"47","*be*",70
"48","*been*",13
"49","*bi",1
"50","*bl",2
"51","*bo",10
"52","*c",123
"53","*ca",32
"54","*cal",1
"55","*can*",10
"56","*ce",6
"57","*cer",3
"58","*ch",8
"59","*ci",14
"60","*cl",2
"61","*cle",2
"62","*co",104
"63","*con",48
"64","*cons",17
"65","*cri",1
"66","*cu",1
"67","*d",76
"68","*da",5
"69","*de",28
"70","*den",2
"71","*der",1
"72","*des",8
"73","*di",48
"74","*do",11
"75","*du",5
"76","*e",74
"77","*ea",9
"78","*eac",6
"79","*eas",3
"80","*ec",1
"81","*ef",5
"82","*ei",4
"83","*em",14
"84","*emb",2
"85","*en",15
"86","*enc",4
"87","*equ",4
"88","*es",4
"89","*ess",2
"90","*esse",2
"91","*est",2
"92","*ever",9
"93","*evi",4
"94","*ex",38
"95","*ext",10
"96","*ey",2
"97","*f",80
"98","*fa",17
"99","*fe",19
"100","*fi",9
"101","*fin",2
"102","*for",30
"103","*fore",3
"104","*fr",25
"105","*ful",2
"106","*g",17
"107","*ge",11
"108","*gen",10
"109","*gi",4
"110","*go",36
"111","*gre",7
"112","*gu",5
"113","*h",98
"114","*ha",51
"115","*han",3
"116","*har",3
"117","*have*",22
"118","*he",11
"119","*hi",6
"120","*his*",5
"121","*ho",9
"122","*i",105
"123","*if",16
"124","*ill",3
"125","*im",22
"126","*in",87
"127","*in*",47
"128","*ina",1
"129","*inc",3
"130","*ind",13
"131","*inst",9
"132","*int",25
"133","*inte",15
"134","*ir",1
"135","*is",44
"136","*is*",40
"137","*it",95
"138","*it*",65
"139","*j",13
"140","*k",13
"141","*ke",2
"142","*l",53
"143","*la",11
"144","*lan",5
"145","*lar",8
"146","*lat",3
"147","*lati",1
"148","*le",16
"149","*leg",10
"150","*les",7
"151","*li",17
"152","*lit",3
"153","*lo",15
"154","*ly",1
"155","*m",94
"156","*ma",10
"157","*me",33
"158","*men",7
"159","*mer",5
"160","*meri",1
"161","*mi",19
"162","*min",7
"163","*mo",33
"164","*mon",1
"165","*mu",15
"166","*n",21
"167","*na",33
"168","*nat",32
"169","*ne",16
"170","*no",48
"171","*not",33
"172","*not*",18
"173","*nu",6
"174","*o",20
"175","*ob",24
"176","*oc",3
"177","*of",248
"178","*of*",43
"179","*of*a",34
"180","*om",2
"181","*on",16
"182","*on*",8
"183","*on*t",6
"184","*on*th",6
"185","*one",4
"186","*op",16
"187","*oper",7
"188","*or",41
"189","*or*",24
"190","*ori",2
"191","*ot",10
"192","*oth",10
"193","*ou",8
"194","*ough",2
"195","*our",5
"196","*over",6
"197","*ow",2
"198","*p",91
"199","*pa",30
"200","*par",20
"201","*part",18
"202","*pe",11
"203","*pea",1
"204","*pec",1
"205","*per",15
"206","*peri",1
"207","*pl",5
"208","*pla",5
"209","*po",38
"210","*point",2
"211","*pos",6
"212","*pre",20
"213","*pres",8
"214","*pri",15
"215","*pu",7
"216","*qu",1
"217","*r",93
"218","*ra",4
"219","*rat",1
"220","*re",45
"221","*rea",13
"222","*rec",5
"223","*red",1
"224","*reme",1
"225","*ren",3
"226","*res",19
"227","*rest",1
"228","*ri",7
"229","*ro",1
"230","*rom",1
"231","*ru",5
"232","*s",38
"233","*sa",2
"234","*sc",6
"235","*se",13
"236","*sen",7
"237","*sh",16
"238","*si",8
"239","*sing",4
"240","*sit",2
"241","*so",23
"242","*spec",5
"243","*st",54
"244","*sta",44
"245","*stan",2
"246","*sti",1
"247","*str",7
"248","*su",33
"249","*t",63
"250","*ta",4
"251","*te",13
"252","*ten",5
"253","*ter",2
"254","*th",197
"255","*that*",41
"256","*the",190
"257","*the*",27
"258","*the*p",43
"259","*the*s",40
"260","*ther",18
"261","*thi",41
"262","*this*",32
"263","*tho",20
"264","*thou",2
"265","*ti",11
"266","*to",189
"267","*to*",49
"268","*tra",3
"269","*tru",2
"270","*tu",1
"271","*tur",1
"272","*ty",1
"273","*u",67
"274","*un",13
"275","*und",7
"276","*unde",7
"277","*up",20
"278","*ur",1
"279","*us",10
"280","*us*",6
"281","*v",22
"282","*va",6
"283","*ve",3
"284","*ver",2
"285","*ves",1
"286","*vi",10
"287","*vo",3
"288","*w",181
"289","*war",8
"290","*we",28
"291","*wer",12
"292","*wh",77
"293","*who",10
"294","*wi",61
"295","*with*",19
"296","*wo",56
"297","*y",3
"298","*ye",2
"299","a",4
"300","a*b",1
"301","a*ma",3
"302","a*n",6
"303","a*s",10
"304","a*si",2
"305","a*t",2
"306","ab",19
"307","abl",16
"308","abli",1
"309","abs",1
"310","abu",2
"311","ac",2
"312","acc",4
"313","ace",6
"314","ach",8
"315","ach*",10
"316","aci",7
"317","act",1
"318","acti",9
"319","ad",2
"320","ad*",7
"321","ade",1
"322","adfdge",6
"323","ado",2
"324","aeclhw",13
"325","af",9
"326","afe",2
"327","affi",1
"328","ag",8
"329","aga",11
"330","age",5
"331","agen",2
"332","agis",3
"333","agre",1
"334","agu",2
"335","ai",10
"336","aid",2
"337","ail",6
"338","aim",2
"339","ain",11
"340","ain*",6
"341","aine",1
"342","aini",1
"343","ains",14
"344","ainst",10
"345","aint",5
"346","aj",4
"347","ajo",3
"348","ak",12
"349","ake",8
"350","al",11
"351","al*",38
"352","al*t",4
"353","ala",2
"354","alar",2
"355","ali",2
"356","alit",2
"357","all",3
"358","all*",4
"359","alo",3
"360","alon",2
"361","als",10
"362","alt",3
"363","am",8
"364","amb",2
"365","ame",3
"366","ame*",2
"367","amer",1
"368","amo",4
"369","amon",1
"370","amp",3
"371","ampl",2
"372","an",3
"373","an*",5
"374","an*a",10
"375","an*i",11
"376","an*o",5
"377","anc",7
"378","ance",20
"379","anci",1
"380","and",6
"381","and*",7
"382","andi",1
"383","ang",3
"384","ani",2
"385","ann",2
"386","ans",6
"387","ans*",6
"388","ant",8
"389","anta",2
"390","anti",6
"391","apa",6
"392","appe",5
"393","ar",1
"394","ar*",8
"395","arc",2
"396","ard",13
"397","are",5
"398","ari",3
"399","arie",2
"400","arm",11
"401","aro",2
"402","arr",4
"403","ars",5
"404","art",2
"405","arti",11
"406","ary",19
"407","ary*",14
"408","as",9
"409","as*",1
"410","as*a",7
"411","as*b",5
"412","as*be",5
"413","as*th",5
"414","as*w",3
"415","ase",4
"416","ase*",2
"417","asi",6
"418","aso",8
"419","ass",4
"420","ass*",2
"421","assa",3
"422","ast",6
"423","ast*",6
"424","asu",6
"425","asur",6
"426","at",2
"427","at*",1
"428","at*a",14
"429","at*b",5
"430","at*i",5
"431","at*on",2
"432","at*t",19
"433","at*th",17
"434","ate",8
"435","ate*",15
"436","ated*",7
"437","ater",3
"438","ater*",3
"439","ates",23
"440","ath",4
"441","ati",15
"442","ation",33
"443","atitu",1
"444","ative",1
"445","ative*",3
"446","ato",3
"447","att",17
"448","atte",2
"449","atu",16
"450","au",3
"451","aus",10
"452","auth",16
"453","av",3
"454","ave",26
"455","ave*",2
"456","avi",1
"457","avo",4
"458","aw*",2
"459","ay",3
"460","ay*",11
"461","ay*b",6
"462","ay*be",6
"463","b",1
"464","ba",8
"465","babl",3
"466","bar",4
"467","be",4
"468","be*a",12
"469","be*de",4
"470","be*le",1
"471","be*m",5
"472","be*ma",3
"473","be*re",3
"474","be*s",4
"475","be*sa",2
"476","bea",1
"477","bec",7
"478","becowz",3
"479","bee",16
"480","bef",3
"481","bei",3
"482","bel",2
"483","ben",3
"484","bene",3
"485","ber*",8
"486","bers",8
"487","bers*",8
"488","bert",2
"489","bes",2
"490","best",2
"491","bet",8
"492","bi",10
"493","bia",2
"494","bil",4
"495","bin",1
"496","bit",4
"497","biti",2
"498","bj",11
"499","bject",11
"500","bl",3
"501","ble",26
"502","ble*",24
"503","bli",2
"504","bm",1
"505","bo",5
"506","bod",8
"507","bor",6
"508","bou",1
"509","bprmbc",4
"510","br",7
"511","brea",2
"512","bri",4
"513","bro",1
"514","bs",1
"515","bse",6
"516","bso",1
"517","bst",5
"518","bsta",3
"519","bt",2
"520","btcgr*",7
"521","bu",14
"522","bul",1
"523","but",9
"524","bv",1
"525","bvi",1
"526","by",31
"527","by*",31
"528","by*a",4
"529","by*an",1
"530","by*t",17
"531","by*w",3
"532","c",1
"533","c*",8
"534","c*esni",3
"535","ca*",1
"536","cal",12
"537","cal*",11
"538","can",13
"539","cann",3
"540","cap",6
"541","car",6
"542","cas",3
"543","cat",1
"544","cau",9
"545","caut",1
"546","cc",1
"547","cca",1
"548","ccas",1
"549","cce",3
"550","ccess",2
"551","cco",3
"552","ccu",3
"553","ccur",2
"554","ce*",74
"555","ce*a",7
"556","ce*be",2
"557","ce*f",2
"558","ce*in",2
"559","ce*o",23
"560","ce*t",11
"561","cecowz",1
"562","ced",4
"563","ced*",4
"564","cee",5
"565","cei",4
"566","cent",5
"567","cep",1
"568","cer",1
"569","cern",4
"570","cert",4
"571","ces",7
"572","ces*",13
"573","cess",10
"574","ch*a",6
"575","cha",4
"576","chan",1
"577","che",8
"578","chem",3
"579","ches",2
"580","chi",4
"581","chnubu",22
"582","cho",1
"583","ci",2
"584","cia",6
"585","cie",10
"586","cien",5
"587","cil",4
"588","cin",1
"589","cio",6
"590","cip",11
"591","cir",4
"592","cis",7
"593","cit",11
"594","citi",9
"595","cl",1
"596","cle",2
"597","clea",2
"598","co",8
"599","cocgr*",1
"600","col",2
"601","coll",2
"602","com",43
"603","comm",22
"604","con",5
"605","cong",1
"606","cons",3
"607","conven",3
"608","cor",1
"609","cordin",1
"610","cou",32
"611","coun",8
"612","cour",8
"613","cover",1
"614","cr",7
"615","cre",3
"616","cro",3
"617","ct",9
"618","ct*",30
"619","ct*to*",3
"620","cte",1
"621","cted*",10
"622","cti",3
"623","ctic",2
"624","ctive*",9
"625","cto",3
"626","cts*",6
"627","ctu",5
"628","cu",2
"629","cul",4
"630","cum",4
"631","curi",1
"632","cus",1
"633","cut",14
"634","cuti",7
"635","cy*",18
"636","d",1
"637","d*",7
"638","d*a",14
"639","d*b",3
"640","d*be",1
"641","d*i",34
"642","d*in",23
"643","d*in*",15
"644","d*n",14
"645","d*not*",11
"646","d*o",21
"647","d*of*",18
"648","d*on",2
"649","d*s",6
"650","d*t",71
"651","d*th",39
"652","d*the*",19
"653","d*to*",29
"654","d*w",22
"655","d*wi",12
"656","da",3
"657","dan",5
"658","dange",3
"659","dat",3
"660","dd",4
"661","dde",1
"662","ddi",1
"663","de",1
"664","de*",9
"665","dea",2
"666","dec",6
"667","ded",12
"668","ded*",12
"669","def",5
"670","deg",4
"671","del",9
"672","dem",2
"673","den",12
"674","dent",5
"675","dent*",4
"676","dep",1
"677","der",2
"678","der*",11
"679","der*t",7
"680","dera",2
"681","deral*",8
"682","dere",1
"683","deri",2
"684","det",2
"685","dg",8
"686","dge",7
"687","di",3
"688","dia",12
"689","dic",1
"690","did",1
"691","dif",12
"692","din",6
"693","ding*",5
"694","dio",2
"695","dir",3
"696","dire",3
"697","dis",29
"698","dist",7
"699","dit",3
"700","diti",2
"701","div",9
"702","divi",8
"703","dl",3
"704","dm",11
"705","dmi",11
"706","dmin",10
"707","do",5
"708","do*",4
"709","dome",1
"710","don",2
"711","dop",1
"712","dou",3
"713","dr",5
"714","dra",2
"715","dre",3
"716","dres",3
"717","ds",14
"718","dtcgr*",2
"719","dual",7
"720","duc",8
"721","dul",1
"722","dut",5
"723","dv",4
"724","dva",2
"725","dver",1
"726","dvi",1
"727","dy*",10
"728","e",1
"729","e*",3
"730","e*a",14
"731","e*an",23
"732","e*and*",11
"733","e*ar",4
"734","e*b",6
"735","e*be",3
"736","e*c",72
"737","e*co",56
"738","e*con",34
"739","e*cons",5
"740","e*d",36
"741","e*de",1
"742","e*e",35
"743","e*ex",17
"744","e*f",14
"745","e*for",4
"746","e*g",23
"747","e*ha",6
"748","e*i",49
"749","e*in",16
"750","e*l",36
"751","e*la",14
"752","e*le",9
"753","e*m",16
"754","e*ma",2
"755","e*n",20
"756","e*o",33
"757","e*of",59
"758","e*of*",35
"759","e*of*a",5
"760","e*or",7
"761","e*or*",7
"762","e*p",19
"763","e*pe",17
"764","e*re",12
"765","e*s",22
"766","e*sa",12
"767","e*se",2
"768","e*t",55
"769","e*th",57
"770","e*the*",29
"771","e*to*",19
"772","e*un",16
"773","e*wh",19
"774","e*who",2
"775","ea",6
"776","eac",5
"777","each",10
"778","ead",13
"779","ead*",5
"780","eag",2
"781","eal",2
"782","eal*",1
"783","ean",7
"784","ear",7
"785","eat",5
"786","eat*",4
"787","eate",5
"788","ec",2
"789","eca",5
"790","eces",7
"791","eci",4
"792","eco",5
"793","ecom",4
"794","ecomm",1
"795","ect",3
"796","ecte",9
"797","ecti",9
"798","ecur",1
"799","ed",41
"800","ed*",36
"801","ed*a",24
"802","ed*b",14
"803","ed*o",11
"804","ed*s",2
"805","eder",19
"806","edi",7
"807","ee",5
"808","ee*",5
"809","ee*c",1
"810","eed",7
"811","eede",1
"812","eedi",3
"813","eel",4
"814","eem",5
"815","eems",2
"816","een",25
"817","een*",4
"818","eep",1
"819","ef",2
"820","ef*",1
"821","efe",3
"822","eff",5
"823","effe",4
"824","efi",4
"825","efl",2
"826","efor",4
"827","efore",4
"828","eft",1
"829","eg",5
"830","ega",4
"831","egi",9
"832","egis",9
"833","egre",3
"834","egu",7
"835","ehe",2
"836","ehen",2
"837","eig",3
"838","eign",8
"839","ein",3
"840","eing*",3
"841","eir",20
"842","eit",4
"843","eith",4
"844","eive",4
"845","ejudic",1
"846","el",2
"847","ela",1
"848","elf",5
"849","eli",11
"850","eliber",2
"851","ell",1
"852","elo",1
"853","ely*",11
"854","em",6
"855","em*",20
"856","ema",3
"857","ember",13
"858","eme",8
"859","eme*",5
"860","emed",2
"861","emo",1
"862","emp",22
"863","empl",8
"864","ems",2
"865","ems*",4
"866","en",7
"867","en*",25
"868","ena",3
"869","enc",40
"870","ence",30
"871","enci",6
"872","end",19
"873","end*",6
"874","ende",8
"875","endi",1
"876","ene",5
"877","ener",10
"878","eng",5
"879","eni",5
"880","enl",1
"881","ens",9
"882","ense",6
"883","ensi",5
"884","ent",5
"885","ent*",9
"886","enta",4
"887","enti",3
"888","eop",10
"889","ep",3
"890","epe",3
"891","epen",2
"892","epo",2
"893","epr",3
"894","epre",2
"895","epres",2
"896","epu",1
"897","equ",1
"898","equa",5
"899","eque",4
"900","er",9
"901","er*",10
"902","er*o",8
"903","er*of*",8
"904","er*t",17
"905","era",3
"906","erac",9
"907","erat",15
"908","erc",8
"909","ere*",15
"910","eref",2
"911","eren",7
"912","eres",11
"913","erest",11
"914","eri",3
"915","eric",1
"916","erie",4
"917","erm",3
"918","ero",3
"919","erou",2
"920","erre",1
"921","ers",12
"922","ers*",16
"923","ert",5
"924","erta",6
"925","erti",1
"926","ery*",9
"927","es",17
"928","es*",73
"929","es*a",14
"930","es*be",3
"931","es*o",30
"932","es*of*",28
"933","ese",2
"934","ese*",4
"935","esen",6
"936","esi",8
"937","eside",1
"938","eso",9
"939","esp",5
"940","ess",6
"941","ess*",21
"942","esse",2
"943","essi",10
"944","est",8
"945","est*",10
"946","esta",1
"947","este",7
"948","esti",5
"949","estra",1
"950","esu",4
"951","et",3
"952","et*",6
"953","ete",5
"954","ethe",3
"955","ether",3
"956","ether*",3
"957","etho",1
"958","etra",1
"959","etw",5
"960","eu",5
"961","eur",1
"962","ev",32
"963","eva",5
"964","eve",28
"965","even",8
"966","event",2
"967","ever",6
"968","evi",1
"969","evide",2
"970","ew",4
"971","ex",1
"972","exi",1
"973","ext",1
"974","ey*",24
"975","ey*a",4
"976","ey*w",9
"977","eye",2
"978","f",1
"979","f*",1
"980","f*a",5
"981","f*am",1
"982","f*an",9
"983","f*b",2
"984","f*be",1
"985","f*c",10
"986","f*con",1
"987","f*e",11
"988","f*for",3
"989","f*fr",1
"990","f*h",2
"991","f*i",20
"992","f*in",9
"993","f*ma",1
"994","f*me",5
"995","f*o",7
"996","f*of",2
"997","f*p",12
"998","f*re",3
"999","f*s",16
"1000","f*t",145
"1001","f*th",145
"1002","f*the",111
"1003","fa",3
"1004","fac",10
"1005","fact",9
"1006","facti",4
"1007","fai",4
"1008","fal",7
"1009","fall",7
"1010","far",3
"1011","far*",3
"1012","fav",2
"1013","fec",10
"1014","fect",10
"1015","fed",19
"1016","fede",19
"1017","fee",3
"1018","fel",1
"1019","fen",2
"1020","fens",2
"1021","fer",9
"1022","fere",5
"1023","fet",2
"1024","ff",21
"1025","ffa",3
"1026","ffe",4
"1027","ffi",7
"1028","ffor",2
"1029","ffr",2
"1030","fgjgjq",5
"1031","fi",1
"1032","fic",3
"1033","fice",1
"1034","fici",4
"1035","ficul",4
"1036","fie",4
"1037","fin",3
"1038","fina",1
"1039","find",1
"1040","fir",8
"1041","fl",13
"1042","fla",3
"1043","flu",8
"1044","fo",60
"1045","fodgjq",22
"1046","for",5
"1047","for*",22
"1048","fore*",3
"1049","fort",1
"1050","fou",7
"1051","foun",7
"1052","fr",4
"1053","fra",6
"1054","fre",3
"1055","frequ",2
"1056","fro",23
"1057","ft",6
"1058","fte",6
"1059","ften",6
"1060","fu",12
"1061","ful",4
"1062","fur",3
"1063","fus",3
"1064","fuwfjq",34
"1065","fy",1
"1066","fzegjq",30
"1067","g",3
"1068","g*a",5
"1069","g*and*",1
"1070","g*con",1
"1071","g*i",8
"1072","g*it*",1
"1073","g*o",2
"1074","g*the*",9
"1075","g*to*",6
"1076","ga",1
"1077","gai",10
"1078","gain",10
"1079","gan",2
"1080","gani",1
"1081","gar",2
"1082","gat",3
"1083","ge",9
"1084","ge*",13
"1085","gea",1
"1086","gen",3
"1087","genc",3
"1088","gene",10
"1089","ger",6
"1090","ges",7
"1091","get",3
"1092","gg",4
"1093","ggre",1
"1094","gh*",9
"1095","gi",6
"1096","gin",6
"1097","gist",3
"1098","give",4
"1099","gl",8
"1100","gle",5
"1101","gle*",3
"1102","gn*",7
"1103","gni",1
"1104","gnt",1
"1105","go",2
"1106","goo",2
"1107","gov",34
"1108","gove",34
"1109","gover",34
"1110","gr",20
"1111","gra",4
"1112","gran",2
"1113","gre",1
"1114","grea",7
"1115","great",7
"1116","gres",3
"1117","gress",3
"1118","gro",1
"1119","gs",6
"1120","gth",2
"1121","gu",3
"1122","gua",5
"1123","gul",7
"1124","h",6
"1125","h*a",7
"1126","h*an",4
"1127","h*e",3
"1128","h*i",15
"1129","h*o",5
"1130","h*of*",3
"1131","h*t",32
"1132","h*the",16
"1133","h*the*",22
"1134","ha",2
"1135","hab",1
"1136","had",7
"1137","hal",5
"1138","hall",2
"1139","hall*",2
"1140","han",1
"1141","han*",14
"1142","han*a",2
"1143","hand",4
"1144","hap",8
"1145","happ",8
"1146","happe",7
"1147","har",2
"1148","has",17
"1149","has*",17
"1150","hat",48
"1151","hate",2
"1152","hav",24
"1153","hb",3
"1154","hdxshw",2
"1155","he",1
"1156","he*a",21
"1157","he*an",1
"1158","he*ar",3
"1159","he*b",4
"1160","he*de",7
"1161","he*f",17
"1162","he*for",3
"1163","he*i",17
"1164","he*in",13
"1165","he*m",28
"1166","he*ma",8
"1167","he*n",24
"1168","he*o",21
"1169","he*or",4
"1170","he*re",13
"1171","he*se",4
"1172","he*t",5
"1173","he*th",1
"1174","he*wh",3
"1175","he*who",2
"1176","hea",7
"1177","hear",3
"1178","hei",20
"1179","hel",1
"1180","hem",20
"1181","hems",5
"1182","hen",9
"1183","her",3
"1184","here",2
"1185","here*",3
"1186","hers*",2
"1187","hes",1
"1188","hese",4
"1189","het",3
"1190","hey",24
"1191","hib",1
"1192","hic",55
"1193","hie",4
"1194","hing*",3
"1195","hir",1
"1196","his",42
"1197","hist",1
"1198","hm",3
"1199","hme",3
"1200","hment*",3
"1201","ho*",12
"1202","ho*a",2
"1203","hol",5
"1204","hole",3
"1205","holl",1
"1206","hor",16
"1207","hos",19
"1208","hose",19
"1209","hough",2
"1210","hould*",10
"1211","hr",6
"1212","hro",6
"1213","ht*t",4
"1214","ht*to*",2
"1215","hten",1
"1216","hts*",1
"1217","hu",11
"1218","hum",9
"1219","i*",4
"1220","i*a",1
"1221","i*am",1
"1222","ial",8
"1223","ial*",7
"1224","ian",6
"1225","iar",3
"1226","iary*",1
"1227","iat",17
"1228","iate",13
"1229","ib",1
"1230","ibe",5
"1231","ibl",6
"1232","ibut",4
"1233","ic",2
"1234","ica",1
"1235","ice",11
"1236","ices",1
"1237","ich",55
"1238","ici",1
"1239","icie",4
"1240","icl",1
"1241","ict",4
"1242","icu",14
"1243","icul",1
"1244","id",10
"1245","ide",5
"1246","ider",6
"1247","idera",2
"1248","idu",8
"1249","ie",13
"1250","ief",4
"1251","iel",2
"1252","ien",10
"1253","ient",5
"1254","ient*",5
"1255","ies",32
"1256","iet",8
"1257","iew*",1
"1258","if",1
"1259","if*",16
"1260","if*the",10
"1261","ife",2
"1262","iffe",4
"1263","iffic",4
"1264","ifi",4
"1265","ifice",1
"1266","ig",5
"1267","iga",2
"1268","igh",21
"1269","ight",13
"1270","ight*",5
"1271","igi",2
"1272","ign",4
"1273","igu",1
"1274","ik",5
"1275","ike",5
"1276","il",10
"1277","il*",12
"1278","ila",2
"1279","ile",1
"1280","ili",11
"1281","ilit",4
"1282","iliti",1
"1283","ill",4
"1284","ill*",27
"1285","ils",2
"1286","im",3
"1287","ime",2
"1288","imi",2
"1289","imit",2
"1290","imme",9
"1291","imp",13
"1292","in",1
"1293","in*",5
"1294","in*a",15
"1295","in*an",3
"1296","in*e",5
"1297","in*f",4
"1298","in*i",3
"1299","in*o",5
"1300","in*t",33
"1301","in*th",31
"1302","ina",13
"1303","inc",3
"1304","inci",11
"1305","ind",3
"1306","ind*",12
"1307","inde",2
"1308","indi",7
"1309","ine",6
"1310","inf",17
"1311","infe",5
"1312","ing",59
"1313","ing*",27
"1314","inion",1
"1315","ins",15
"1316","int",3
"1317","inte",6
"1318","intr",5
"1319","inu",3
"1320","inve",2
"1321","io",19
"1322","iod",1
"1323","iol",5
"1324","iole",3
"1325","ion",28
"1326","ion*",31
"1327","ion*t",24
"1328","ion*th",13
"1329","ions",43
"1330","ior",4
"1331","iou",12
"1332","ipa",1
"1333","ipl",10
"1334","iple",10
"1335","iqktxd",2
"1336","ir",4
"1337","ir*",20
"1338","ir*a",1
"1339","ir*o",1
"1340","irc",4
"1341","ire",3
"1342","irec",3
"1343","iri",6
"1344","irit",6
"1345","irs",8
"1346","irt",1
"1347","is",3
"1348","is*a",6
"1349","is*an",1
"1350","is*o",4
"1351","is*s",5
"1352","is*to*",3
"1353","isa",1
"1354","isc",3
"1355","ise",10
"1356","ise*",8
"1357","ish",7
"1358","isi",4
"1359","isl",10
"1360","iso",3
"1361","isp",6
"1362","iss",7
"1363","ist",1
"1364","ist*",1
"1365","ista",5
"1366","iste",5
"1367","isti",3
"1368","istin",3
"1369","istr",12
"1370","it",7
"1371","it*a",2
"1372","it*i",14
"1373","it*of*",4
"1374","ita",8
