"","n4","Freq"
"1","*",10
"2","**",22
"3","**a",7
"4","**b",1
"5","**i",2
"6","**the",3
"7","**the*",3
"8","*a",17
"9","*a*",84
"10","*ab",20
"11","*ac",9
"12","*act",4
"13","*ad",18
"14","*ag",12
"15","*age",3
"16","*al",36
"17","*all",23
"18","*all*",18
"19","*am",6
"20","*an",59
"21","*an*",33
"22","*an*o",1
"23","*and",120
"24","*and*",77
"25","*ann",2
"26","*ans",5
"27","*ap",13
"28","*app",9
"29","*ar",21
"30","*are",28
"31","*ari",2
"32","*art",13
"33","*arti",13
"34","*artic",13
"35","*as",42
"36","*as*",34
"37","*ass",6
"38","*at",17
"39","*at*",11
"40","*atte",4
"41","*au",23
"42","*aut",23
"43","*b",22
"44","*be",32
"45","*be*",67
"46","*been*",13
"47","*bi",1
"48","*bo",9
"49","*c",113
"50","*ca",39
"51","*cal",2
"52","*can*",5
"53","*ce",6
"54","*cer",4
"55","*ch",2
"56","*ci",6
"57","*cl",20
"58","*cla",14
"59","*cle",6
"60","*co",89
"61","*con",57
"62","*cons",17
"63","*d",70
"64","*da",8
"65","*de",20
"66","*des",4
"67","*di",36
"68","*do",8
"69","*du",12
"70","*e",87
"71","*ea",6
"72","*eac",4
"73","*eas",1
"74","*ef",7
"75","*ei",4
"76","*el",2
"77","*em",2
"78","*en",26
"79","*enc",7
"80","*ende",1
"81","*ent",9
"82","*enti",7
"83","*equ",8
"84","*er",2
"85","*ere",1
"86","*es",6
"87","*ess",2
"88","*esse",2
"89","*est",4
"90","*et",1
"91","*ever",7
"92","*evi",7
"93","*ex",56
"94","*ext",13
"95","*f",75
"96","*fa",14
"97","*fe",10
"98","*fi",17
"99","*fin",6
"100","*for",24
"101","*fore",1
"102","*fr",24
"103","*ful",6
"104","*g",23
"105","*ge",14
"106","*gen",9
"107","*gi",4
"108","*go",30
"109","*gre",6
"110","*h",60
"111","*ha",32
"112","*han",1
"113","*have*",21
"114","*he",8
"115","*he*",1
"116","*hi",4
"117","*his*",3
"118","*ho",6
"119","*i",127
"120","*if",10
"121","*ill",4
"122","*im",38
"123","*in",126
"124","*in*",72
"125","*ina",2
"126","*inc",8
"127","*ind",15
"128","*ine",2
"129","*inst",6
"130","*int",27
"131","*inte",14
"132","*ir",2
"133","*is",48
"134","*is*",46
"135","*it",81
"136","*it*",61
"137","*j",12
"138","*je",2
"139","*k",11
"140","*l",42
"141","*la",14
"142","*lan",1
"143","*lar",1
"144","*lat",8
"145","*le",9
"146","*leg",9
"147","*les",2
"148","*li",14
"149","*lit",1
"150","*lo",6
"151","*m",93
"152","*ma",17
"153","*me",23
"154","*men",7
"155","*mer",5
"156","*meri",1
"157","*mi",24
"158","*min",5
"159","*mo",25
"160","*mon",4
"161","*mu",16
"162","*n",33
"163","*na",30
"164","*nat",29
"165","*ne",18
"166","*no",55
"167","*not",37
"168","*not*",20
"169","*nu",2
"170","*o",18
"171","*ob",16
"172","*oc",2
"173","*of",205
"174","*of*",46
"175","*of*a",16
"176","*on",23
"177","*on*",21
"178","*on*t",7
"179","*on*th",7
"180","*one",8
"181","*op",9
"182","*oper",2
"183","*or",28
"184","*or*",16
"185","*ori",2
"186","*ot",18
"187","*oth",18
"188","*ou",19
"189","*ough",10
"190","*our",7
"191","*over",7
"192","*ow",8
"193","*p",106
"194","*pa",24
"195","*par",17
"196","*part",16
"197","*pe",9
"198","*pea",1
"199","*per",10
"200","*peri",1
"201","*pl",11
"202","*pla",8
"203","*ple",3
"204","*po",67
"205","*point",4
"206","*pos",13
"207","*pre",19
"208","*pres",4
"209","*pri",8
"210","*pu",13
"211","*qu",9
"212","*que",4
"213","*r",109
"214","*ra",6
"215","*rat",2
"216","*rati",1
"217","*re",60
"218","*rea",14
"219","*rec",2
"220","*red",2
"221","*ren",2
"222","*res",23
"223","*rest",7
"224","*ri",7
"225","*ro",4
"226","*rom",3
"227","*ru",6
"228","*s",40
"229","*sa",2
"230","*sc",7
"231","*se",15
"232","*sen",7
"233","*sh",21
"234","*si",10
"235","*side",6
"236","*sit",1
"237","*so",22
"238","*sol",1
"239","*spec",2
"240","*st",56
"241","*sta",50
"242","*sti",1
"243","*str",5
"244","*su",47
"245","*t",54
"246","*ta",23
"247","*te",6
"248","*ten",3
"249","*ter",2
"250","*th",191
"251","*that*",78
"252","*the",199
"253","*the*",22
"254","*the*p",42
"255","*the*s",50
"256","*ther",22
"257","*thi",43
"258","*this*",33
"259","*tho",21
"260","*thou",4
"261","*ti",11
"262","*to",183
"263","*to*",51
"264","*tra",2
"265","*tri",3
