"","n4","Freq"
"1","a",5
"2","ab",19
"3","abl",8
"4","abli",3
"5","abo",2
"6","abs",1
"7","abu",1
"8","ac",1
"9","acc",2
"10","ace",5
"11","ach",1
"12","acha",2
"13","aci",2
"14","aco",5
"15","act",4
"16","acte",1
"17","acti",2
"18","ad",11
"19","adbe",1
"20","ade",1
"21","ader",1
"22","adm",5
"23","ado",1
"24","af",4
"25","afe",2
"26","aft",2
"27","ag",11
"28","aga",2
"29","age",5
"30","agis",3
"31","agre",5
"32","agu",1
"33","ai",6
"34","aid",1
"35","ail",2
"36","ain",2
"37","aine",7
"38","aini",1
"39","ains",3
"40","ainst",2
"41","aint",1
"42","ais",1
"43","ak",7
"44","ake",1
"45","al",3
"46","ala",3
"47","alb",1
"48","ale",3
"49","alf",1
"50","ali",3
"51","alit",3
"52","all",6
"53","alle",1
"54","alo",2
"55","als",9
"56","alt",4
"57","am",17
"58","ama",1
"59","ame",4
"60","ament",1
"61","amer",3
"62","ami",4
"63","amo",6
"64","amon",4
"65","amp",1
"66","an",2
"67","ana",7
"68","anc",3
"69","ance",3
"70","anci",2
"71","and",29
"72","ande",4
"73","andi",5
"74","ane",1
"75","ang",6
"76","ani",6
"77","ann",1
"78","ano",4
"79","anot",2
"80","ans",7
"81","ant",3
"82","ante",3
"83","anu",3
"84","ap",8
"85","apa",2
"86","ape",4
"87","app",4
"88","appo",7
"89","ar",1
"90","ara",3
"91","arac",1
"92","aract",1
"93","arc",2
"94","ard",4
"95","are",19
"96","area",2
"97","arei",1
"98","ares",3
"99","aret",5
"100","arg",2
"101","ari",1
"102","arm",2
"103","arn",2
"104","aro",4
"105","arr",4
"106","ars",3
"107","arti",4
"108","as",6
"109","asa",3
"110","asb",4
"111","asbe",4
"112","ase",1
"113","asi",5
"114","asing",3
"115","asit",1
"116","asl",2
"117","aso",6
"118","ass",6
"119","asse",3
"120","assu",2
"121","ast",8
"122","asth",7
"123","asu",2
"124","asur",1
"125","asw",3
"126","aswe",2
"127","at",5
"128","ata",9
"129","atan",3
"130","ate",3
"131","ated",5
"132","ater",1
"133","ath",13
"134","athe",10
"135","ati",14
"136","atin",4
"137","ation",13
"138","ationa",2
"139","atit",2
"140","ative",1
"141","ato",2
"142","att",5
"143","atte",1
"144","atth",19
"145","atu",6
"146","au",1
"147","aus",1
"148","ause",1
"149","aut",6
"150","auth",6
"151","av",1
"152","aven",1
"153","aver",2
"154","avo",1
"155","aw",4
"156","ax",2
"157","axi",2
"158","ayb",3
"159","aye",1
"160","b",2
"161","ba",1
"162","babl",1
"163","bbosvb",2
"164","be",4
"165","bea",4
"166","beas",2
"167","bec",4
"168","becom",1
"169","bed",1
"170","bede",1
"171","bee",9
"172","bef",6
"173","bei",2
"174","bein",2
"175","bel",2
"176","bem",1
"177","bema",1
"178","ber",1
"179","bera",4
"180","bere",3
"181","bero",2
"182","bers",4
"183","bert",2
"184","bes",6
"185","bi",4
"186","bil",1
"187","bin",1
"188","bj",8
"189","bjecti",3
"190","bl",1
"191","ble",14
"192","blec",1
"193","blet",5
"194","bm",1
"195","bmgjbr",2
"196","bo",6
"197","bod",2
"198","bor",1
"199","bot",2
"200","both",2
"201","bou",1
"202","br",5
"203","bra",2
"204","bri",1
"205","bro",1
"206","bse",2
"207","bso",1
"208","bsol",1
"209","bst",3
"210","bt",2
"211","bta",2
"212","bu",10
"213","but",10
"214","bv",1
"215","bvi",1
"216","by",35
"217","bya",5
"218","byan",1
"219","byo",1
"220","byt",19
"221","byth",16
"222","byw",1
"223","c",2
"224","ca",13
"225","cac",1
"226","cal",5
"227","can",4
"228","cand",1
"229","candi",1
"230","cann",3
"231","cap",3
"232","capa",2
"233","car",6
"234","cas",6
"235","case",6
"236","cat",6
"237","cau",2
"238","caut",1
"239","cc",1
"240","cca",1
"241","cce",2
"242","ccess",2
"243","cco",1
"244","ccu",1
"245","ccur",1
"246","ce",2
"247","cea",4
"248","ceand",2
"249","cebe",1
"250","ced",2
"251","cede",1
"252","cee",5
"253","cef",1
"254","cei",2
"255","cele",2
"256","ceo",2
"257","cep",3
"258","cer",4
"259","cert",4
"260","ces",2
"261","cess",4
"262","cessa",1
"263","cessi",3
"264","cet",4
"265","ch",1
"266","cha",4
"267","char",4
"268","chas",3
"269","che",2
"270","cho",4
"271","cht",6
"272","ci",4
"273","cia",11
"274","cie",2
"275","cien",3
"276","cil",1
"277","cio",1
"278","cip",4
"279","cis",4
"280","cise",4
"281","cit",9
"282","citi",8
"283","cla",3
"284","clar",3
"285","cle",2
"286","cles",2
"287","clu",1
"288","co",15
"289","com",5
"290","con",21
"291","conc",1
"292","cons",14
"293","consi",3
"294","const",10
"295","cont",3
"296","conven",1
"297","cor",2
"298","cordin",1
"299","cou",13
"300","coun",7
"301","cour",2
"302","cover",1
"303","cr",6
"304","cre",2
"305","cret",1
"306","cri",2
"307","crit",1
"308","cted",3
"309","cter",1
"310","cti",1
"311","ctic",1
"312","ctive",2
"313","cto",1
"314","cts",5
"315","ctto",2
"316","ctu",5
"317","cu",4
"318","cur",4
"319","curi",1
"320","cus",1
"321","cut",14
"322","cuti",14
"323","cy",5
"324","d",3
"325","da",8
"326","dac",1
"327","dame",2
"328","dan",7
"329","dange",6
"330","dar",2
"331","das",2
"332","dat",6
"333","db",4
"334","dbe",3
"335","dc",6
"336","dco",5
"337","dd",10
"338","ddi",8
"339","de",1
"340","dea",1
"341","deb",1
"342","dec",3
"343","ded",6
"344","def",4
"345","defe",1
"346","defi",1
"347","deg",1
"348","degre",1
"349","del",7
"350","deli",6
"351","dem",1
"352","den",10
"353","dent",3
"354","dep",14
"355","depar",13
"356","depart",13
"357","dera",1
"358","dere",1
"359","dert",1
"360","derthe",1
"361","des",4
