"","n4","Freq"
"1","ab",19
"2","abl",9
"3","abli",2
"4","abo",4
"5","ac",3
"6","acc",7
"7","ace",4
"8","ach",3
"9","achm",1
"10","aci",1
"11","acri",1
"12","act",4
"13","acte",1
"14","acti",5
"15","ad",9
"16","ade",1
"17","ader",2
"18","adm",2
"19","ado",1
"20","af",6
"21","afe",1
"22","ag",9
"23","aga",4
"24","age",3
"25","agre",1
"26","ah",1
"27","ai",2
"28","aid",2
"29","ail",2
"30","ain",2
"31","aine",1
"32","ains",3
"33","ainst",3
"34","aint",5
"35","aj",2
"36","ajo",2
"37","ak",6
"38","ake",3
"39","al",3
"40","ala",5
"41","alan",2
"42","alar",3
"43","ald",3
"44","alf",2
"45","ali",4
"46","alin",1
"47","alit",1
"48","all",3
"49","alle",1
"50","alo",3
"51","alon",3
"52","als",3
"53","alt",4
"54","alu",2
"55","am",15
"56","ama",2
"57","amb",1
"58","ame",5
"59","amer",6
"60","ami",2
"61","amo",3
"62","amon",2
"63","amp",1
"64","ampl",1
"65","an",2
"66","ana",3
"67","anc",4
"68","ance",3
"69","anci",3
"70","and",43
"71","ande",5
"72","andi",4
"73","ane",4
"74","ang",5
"75","ange",1
"76","ani",10
"77","ann",2
"78","ano",2
"79","ans",2
"80","ant",3
"81","anta",2
"82","anti",3
"83","anu",2
"84","ap",3
"85","app",1
"86","apre",1
"87","ara",1
"88","arac",1
"89","aract",1
"90","ard",2
"91","are",16
"92","area",1
"93","arei",1
"94","aren",1
"95","aret",5
"96","arg",3
"97","ari",2
"98","arie",1
"99","arl",2
"100","arm",4
"101","aro",1
"102","arr",2
"103","ars",1
"104","art",1
"105","arti",6
"106","arto",1
"107","ary",1
"108","as",4
"109","asa",1
"110","asb",2
"111","asbe",2
"112","ase",4
"113","asi",3
"114","asing",1
"115","asl",2
"116","aso",3
"117","ass",1
"118","assi",5
"119","ast",10
"120","asth",6
"121","asu",1
"122","asur",1
"123","asw",5
"124","aswe",1
"125","at",1
"126","ata",3
"127","atb",1
"128","ate",5
"129","ated",5
"130","aten",1
"131","ater",3
"132","ath",1
"133","ati",10
"134","atin",1
"135","ation",13
"136","ationa",2
"137","atis",1
"138","atit",4
"139","ato",4
"140","ats",1
"141","atso",1
"142","att",9
"143","atte",1
"144","atth",15
"145","atu",3
"146","au",1
"147","aus",7
"148","ause",7
"149","av",2
"150","ave",1
"151","aven",2
"152","aves",1
"153","avi",2
"154","avo",2
"155","aw",1
"156","axqwtm",1
"157","ayb",4
"158","aye",1
"159","b",1
"160","be",10
"161","bea",4
"162","bear",1
"163","bec",6
"164","becom",2
"165","bed",3
"166","bee",4
"167","bef",6
"168","bei",2
"169","bein",2
"170","bel",3
"171","bele",2
"172","bem",5
"173","bema",2
"174","ben",6
"175","bene",5
"176","ber",2
"177","bera",1
"178","bere",4
"179","bero",1
"180","bers",1
"181","bert",8
"182","bes",3
"183","bet",9
"184","beun",1
"185","bi",2
"186","bil",1
"187","bit",1
"188","biti",1
"189","bj",3
"190","bl",3
"191","ble",14
"192","blec",1
"193","blet",4
"194","blo",2
"195","bm",1
"196","bmgjbr",3
"197","bo",5
"198","bor",5
"199","bot",1
"200","both",1
"201","br",4
"202","brea",1
"203","bri",2
"204","bro",1
"205","bse",1
"206","bst",2
"207","bsta",2
"208","bt",2
"209","bu",8
"210","but",8
"211","buti",4
"212","bv",1
"213","bvi",1
"214","by",16
"215","bya",2
"216","byt",7
"217","byth",7
"218","ca",7
"219","cal",3
"220","can",7
"221","canc",2
"222","cand",3
"223","candi",1
"224","cann",5
"225","casi",2
"226","cat",3
"227","cau",8
"228","caut",1
"229","cc",1
"230","cca",2
"231","ccas",2
"232","cce",1
"233","ccess",1
"234","cco",7
"235","ccu",1
"236","ccur",1
"237","ce",1
"238","cea",4
"239","ceand",3
"240","ced",1
"241","cede",1
"242","cef",1
"243","cei",1
"244","cent",1
"245","ceo",9
"246","cer",1
"247","cern",2
"248","cert",1
"249","ces",1
"250","cess",1
"251","cessa",1
"252","cet",5
"253","cg",1
"254","cgo",1
"255","ch",1
"256","cha",8
"257","chan",1
"258","char",2
"259","che",1
"260","chi",1
"261","chis",3
"262","chm",1
"263","cho",5
"264","cht",9
"265","ci",6
"266","cie",1
"267","cien",2
"268","cil",3
"269","cio",1
"270","cip",3
"271","cir",2
"272","circ",2
"273","cis",2
"274","cise",1
"275","cit",9
"276","citi",7
"277","cl",1
"278","cla",1
"279","cle",1
"280","co",29
"281","com",8
"282","con",26
"283","conc",2
"284","cons",7
"285","consi",3
"286","const",3
"287","cont",11
"288","conven",1
"289","cor",3
"290","cordin",2
"291","cou",11
"292","coun",5
"293","cour",3
"294","cover",2
"295","cr",5
"296","cra",1
"297","cre",2
"298","cta",4
"299","cte",1
"300","cted",4
"301","cter",1
"302","cti",5
"303","ctic",4
"304","ctive",2
"305","cto",6
"306","ctor",1
"307","cts",10
"308","ctu",3
"309","cu",4
"310","cul",4
"311","cum",2
"312","cur",3
"313","cure",2
"314","curi",1
"315","cus",1
"316","cut",1
"317","cy",3
"318","d",2
"319","da",5
"320","dac",1
"321","dan",4
"322","dange",3
"323","dar",1
"324","das",2
"325","dat",4
"326","db",1
"327","dbe",6
"328","dc",6
"329","dco",6
"330","dd",4
"331","dde",1
"332","ddi",1
"333","dea",3
"334","deb",2
"335","dec",5
"336","deci",3
"337","ded",7
"338","dee",1
"339","def",2
"340","defe",1
"341","deg",3
"342","degre",3
"343","del",5
"344","deli",1
"345","den",5
"346","dent",1
"347","der",3
"348","dera",1
"349","deral",1
"350","dere",2
"351","deri",4
"352","dern",1
"353","dert",1
"354","derthe",1
"355","des",7
"356","desi",1
"357","dest",3
"358","df",13
"359","dfor",4
"360","dfr",5
"361","dg",1
"362","dge",1
"363","dh",4
"364","dha",1
"365","dhe",1
"366","di",5
"367","dia",4
"368","dic",1
"369","did",2
"370","dif",14
"371","din",2
"372","dina",1
"373","ding",2
"374","dint",4
"375","dis",17
"376","disco",2
"377","dist",8
"378","distr",4
"379","dit",2
"380","diti",1
"381","div",3
"382","divi",2
"383","dl",3
"384","dle",1
"385","dm",4
"386","dmi",2
"387","dmin",1
"388","dn",9
"389","dne",1
"390","dno",8
"391","dnot",5
"392","do",10
"393","dof",7
"394","don",4
"395","dop",2
"396","dothe",1
"397","dou",3
"398","dp",11
"399","dr",7
"400","dre",5
"401","ds",13
"402","dse",2
"403","dsi",1
"404","dst",1
"405","dsta",1
"406","dstate",1
"407","dsti",1
"408","dt",33
"409","dth",24
"410","dtha",6
"411","dthe",13
"412","dther",1
"413","dto",9
"414","dtof",1
"415","du",2
"416","duc",3
"417","due",2
"418","dur",1
"419","dv",7
"420","dva",1
"421","dver",2
"422","dvi",2
"423","dw",7
"424","dwe",1
"425","dwi",2
"426","dy",2
"427","ea",12
"428","eac",5
"429","each",3
"430","ead",3
"431","eade",2
"432","eal",2
"433","ealo",1
"434","ean",15
"435","eand",4
"436","ear",2
"437","eart",2
"438","eas",7
"439","eat",3
"440","eate",3
"441","eb",5
"442","ebe",4
"443","ebee",5
"444","ec",6
"445","eca",6
"446","ece",2
"447","eced",1
"448","eces",2
"449","ech",2
"450","echi",1
"451","echo",1
"452","eci",1
"453","ecl",1
"454","eco",14
"455","ecom",5
"456","econs",1
"457","ect",6
"458","ecte",3
"459","ecti",6
"460","ecul",1
"461","ed",9
"462","eda",13
"463","edan",6
"464","edb",10
"465","ede",2
"466","eder",2
"467","edi",7
"468","edin",4
"469","edo",7
"470","eds",1
"471","edst",1
"472","edu",1
"473","ee",2
"474","eec",1
"475","eed",2
"476","eem",1
"477","een",12
"478","eene",1
"479","eens",2
"480","eent",4
"481","eer",1
"482","ees",2
"483","eet",2
"484","ef",4
"485","efa",8
"486","efe",1
"487","eff",4
"488","effe",4
"489","efor",4
"490","efore",2
"491","eform",4
"492","eft",1
"493","eg",2
"494","ega",4
"495","ege",2
"496","ego",1
"497","egre",3
"498","eh",6
"499","eha",1
"500","ehe",4
"501","ehi",1
"502","ei",4
"503","eif",1
"504","eig",2
"505","eim",4
"506","ein",12
"507","einst",2
"508","eint",7
"509","einthe",2
"510","eir",20
"511","eirs",2
"512","eis",4
"513","eist",1
"514","eit",6
"515","eiti",1
"516","ej",1
"517","el",3
"518","ela",4
"519","elat",2
"520","ele",3
"521","eles",4
"522","elf",5
"523","eli",6
"524","ell",8
"525","elo",2
"526","eltkv",2
"527","ely",4
"528","em",1
"529","ema",1
"530","ember",1
"531","eme",4
"532","emed",1
"533","emi",7
"534","emin",4
"535","emo",2
"536","emp",4
"537","empl",1
"538","en",7
"539","ena",1
"540","enat",1
"541","enc",11
"542","ence",10
"543","end",8
"544","ende",4
"545","ender",4
"546","endin",1
"547","ene",3
"548","enf",1
"549","ength",1
"550","eni",2
"551","enl",1
"552","enm",1
"553","eno",5
"554","ens",8
"555","ense",5
"556","ensi",2
"557","ensu",2
"558","ent",5
"559","enta",4
"560","enthe",4
"561","enti",2
"562","entin",1
"563","ento",5
"564","entr",2
"565","enu",3
"566","eo",12
"567","eob",3
"568","eof",13
"569","eofa",3
"570","eon",6
"571","eop",2
"572","eoper",1
"573","eor",5
"574","eot",3
"575","eothe",3
"576","eother",3
"577","eou",3
"578","ep",5
"579","epa",3
"580","epar",1
"581","epart",1
"582","epo",5
"583","epr",8
"584","epre",1
"585","epres",1
"586","epu",3
"587","equ",4
"588","equa",5
"589","er",4
"590","era",1
"591","erac",2
"592","eran",4
"593","erat",8
"594","erc",5
"595","ere",1
"596","erea",4
"597","eren",2
"598","eres",3
"599","erf",5
"600","eri",2
"601","eric",6
"602","erie",3
"603","erin",1
"604","erit",1
"605","erm",4
"606","ero",3
"607","erof",1
"608","erou",4
"609","erre",2
"610","ers",6
"611","erso",2
"612","erst",3
"613","ert",6
"614","erta",1
"615","erti",3
"616","erto",1
"617","eru",1
"618","ery",7
"619","es",8
"620","esa",8
"621","esar",2
"622","ese",2
"623","esent",4
"624","esh",6
"625","esi",5
"626","eside",1
"627","esin",2
"628","esit",1
"629","eso",7
"630","esof",8
"631","esp",1
"632","essa",2
"633","esse",3
"634","essi",2
"635","est",5
"636","esta",3
"637","estate",3
"638","este",4
"639","esti",2
"640","esto",6
"641","esu",2
"642","et",8
"643","eta",2
"644","eth",31
"645","ethe",15
"646","ether",3
"647","etho",2
"648","eti",3
"649","etit",1
"650","eto",8
"651","etra",1
"652","ett",1
"653","etu",2
"654","etw",4
"655","etwe",3
"656","etwo",1
"657","eu",2
"658","eun",9
"659","euni",7
"660","ev",23
"661","eva",4
"662","eve",17
"663","even",1
"664","event",1
"665","ever",7
"666","evide",1
"667","ew",9
"668","ewe",3
"669","ewh",8
"670","ewho",1
"671","ewo",5
"672","ex",17
"673","exi",1
"674","ey",19
"675","eya",3
"676","eyo",1
"677","eyw",3
"678","fa",7
"679","fac",14
"680","fact",11
"681","facti",10
"682","fai",3
"683","fal",5
"684","fall",5
"685","fame",3
"686","fan",3
"687","fas",1
"688","fat",1
"689","fav",2
"690","fc",5
"691","fci",2
"692","fcon",1
"693","fd",2
"694","fdi",2
"695","fe",1
"696","fea",1
"697","fec",6
"698","fect",6
"699","fed",2
"700","fede",2
"701","fel",2
"702","fen",1
"703","fens",1
"704","fere",10
"705","feren",9
"706","fet",1
"707","few",1
"708","ff",1
"709","ffa",5
"710","ffe",3
"711","ffer",11
"712","ffi",5
"713","fg",4
"714","fh",1
"715","fi",3
"716","fic",1
"717","fice",1
"718","fici",1
"719","ficul",4
"720","fide",1
"721","fin",4
"722","find",4
"723","fir",5
"724","firs",3
"725","fit",5
"726","fits",3
"727","fl",4
"728","fla",1
"729","flu",2
"730","fm",6
"731","fma",4
"732","fman",4
"733","fmen",1
"734","fn",3
"735","fna",1
"736","fno",2
"737","fo",42
"738","fol",1
"739","foll",1
"740","fon",1
"741","for",25
"742","fore",1
"743","forit",1
"744","form",6
"745","fort",11
"746","fou",9
"747","foun",4
"748","fp",11
"749","fpo",1
"750","fr",11
"751","fra",1
"752","fri",5
"753","fro",11
"754","fs",5
"755","fse",1
"756","fso",3
"757","ft",6
"758","fte",2
"759","fth",41
"760","fthe",2
"761","fthep",2
"762","fther",3
"763","fthes",4
"764","ftho",2
"765","fu",5
"766","ful",3
"767","fur",1
"768","fus",1
"769","g",2
"770","gai",4
"771","gain",4
"772","gan",1
"773","gand",1
"774","gar",3
"775","gard",3
"776","gat",2
"777","gate",1
"778","ge",1
"779","gem",3
"780","geme",2
"781","gen",4
"782","genc",1
"783","gene",3
"784","geo",2
"785","ger",6
"786","ges",3
"787","gf",1
"788","gg",4
"789","ggre",1
"790","gi",1
"791","gin",1
"792","gis",1
"793","gist",1
"794","git",2
"795","gl",6
"796","gle",3
"797","go",10
"798","goo",4
"799","gov",11
"800","gove",11
"801","gover",11
"802","gr",10
"803","grea",5
"804","gree",3
"805","gt",12
"806","gthe",6
"807","gto",5
"808","gu",5
"809","gua",2
"810","h",2
"811","ha",1
"812","had",4
"813","hal",2
"814","hall",1
"815","hand",3
"816","hant",3
"817","hap",6
"818","happ",5
"819","hara",1
"820","has",7
"821","hati",6
"822","hatt",9
"823","hav",16
"824","have",15
"825","hb",3
"826","he",4
"827","hea",16
"828","heac",1
"829","head",2
"830","hean",2
"831","hear",6
"832","heas",1
"833","heat",1
"834","heb",1
"835","hec",7
"836","hecon",4
"837","hed",1
