"","n4","Freq"
"1","a",3
"2","ab",14
"3","abl",1
"4","abli",3
"5","abo",2
"6","abs",2
"7","ac",1
"8","acc",1
"9","ace",8
"10","ach",2
"11","acha",1
"12","achm",2
"13","aci",3
"14","aco",4
"15","acri",4
"16","acte",1
"17","ad",7
"18","ade",3
"19","adm",1
"20","ado",2
"21","af",4
"22","afe",2
"23","ag",8
"24","aga",5
"25","agre",1
"26","agu",1
"27","ai",4
"28","ail",1
"29","aim",1
"30","ain",2
"31","aine",2
"32","aini",2
"33","ains",6
"34","ainst",5
"35","aint",1
"36","ais",1
"37","ak",1
"38","ake",1
"39","al",10
"40","ala",3
"41","alan",1
"42","alb",1
"43","ald",1
"44","ale",3
"45","alf",1
"46","ali",6
"47","alin",4
"48","alit",1
"49","all",7
"50","alle",1
"51","alo",5
"52","alon",1
"53","als",10
"54","alt",9
"55","alu",1
"56","am",9
"57","ame",4
"58","ament",1
"59","amer",5
"60","ami",1
"61","amo",1
"62","amon",1
"63","amp",3
"64","ampl",2
"65","ana",2
"66","anc",4
"67","ance",11
"68","anci",1
"69","and",32
"70","ande",2
"71","andi",5
"72","ane",1
"73","ang",5
"74","ani",2
"75","ano",8
"76","anot",1
"77","ans",2
"78","ant",2
"79","anta",3
"80","anti",2
"81","ap",3
"82","ape",2
"83","app",3
"84","appo",4
"85","ara",4
"86","arac",3
"87","aract",1
"88","ard",3
"89","are",11
"90","arei",1
"91","aren",1
"92","aret",6
"93","ari",4
"94","arie",1
"95","arl",3
"96","arm",2
"97","arn",1
"98","aro",1
"99","arr",1
"100","ars",3
"101","arti",6
"102","ary",3
"103","as",7
"104","asa",3
"105","asb",4
"106","asbe",3
"107","ase",2
"108","asi",3
"109","asit",2
"110","ass",4
"111","assa",1
"112","asse",1
"113","ast",12
"114","asth",9
"115","asu",1
"116","asur",1
"117","asw",2
"118","aswe",1
"119","at",3
"120","ata",5
"121","atan",1
"122","atb",1
"123","ate",2
"124","ated",4
"125","ater",1
"126","ath",2
"127","ati",4
"128","atin",2
"129","ation",7
"130","ationa",3
"131","ato",2
"132","ator",1
"133","ats",3
"134","att",5
"135","atte",1
"136","atth",14
"137","atu",4
"138","au",5
"139","aus",2
"140","ause",1
"141","aut",6
"142","auth",6
"143","av",2
"144","ave",2
"145","aver",2
"146","aves",2
"147","avi",3
"148","avo",1
"149","aw",1
"150","awo",1
"151","ax",2
"152","axe",1
"153","axqwtm",4
"154","ayb",3
"155","aye",2
"156","ba",2
"157","babl",5
"158","bar",1
"159","bbosvb",9
"160","be",7
"161","bea",8
"162","bear",4
"163","bec",4
"164","bed",5
"165","bede",1
"166","bee",8
"167","bef",3
"168","bei",3
"169","bein",3
"170","bel",4
"171","bele",4
"172","bem",3
"173","bema",1
"174","ber",4
"175","bera",1
"176","bere",6
"177","bero",1
"178","bers",6
"179","bert",3
"180","bes",4
"181","besa",2
"182","bet",4
"183","bey",1
"184","bi",5
"185","bil",2
"186","bin",1
"187","bit",1
"188","bj",7
"189","bjecti",1
"190","bl",2
"191","ble",7
"192","blec",1
"193","blet",3
"194","blo",1
"195","bmgjbr",1
"196","bo",6
"197","bod",1
"198","bor",3
"199","bot",2
"200","both",2
"201","br",2
"202","bra",2
"203","bran",2
"204","bse",2
"205","bso",2
"206","bsol",2
"207","bst",2
"208","bsta",2
"209","bt",2
"210","bta",1
"211","bu",4
"212","but",4
"213","buti",2
"214","by",9
"215","byt",6
"216","byth",6
"217","byw",1
"218","c",1
"219","ca",6
"220","cal",7
"221","can",5
"222","canc",2
"223","cann",3
"224","cap",2
"225","capa",2
"226","cas",7
"227","case",6
"228","cau",1
"229","cco",1
"230","ce",1
"231","cea",2
"232","ceand",2
"233","cebe",2
"234","ced",4
"235","cee",2
"236","cei",2
"237","ceo",14
"238","cep",1
"239","cer",2
"240","cern",2
"241","cert",2
"242","cess",3
"243","cessa",3
"244","cet",3
"245","cg",1
"246","cgo",1
"247","ch",1
"248","cha",6
"249","char",1
"250","che",4
"251","ches",1
"252","chis",2
"253","chm",3
"254","cho",3
"255","chose",1
"256","cht",2
"257","ci",2
"258","cia",5
"259","cie",3
"260","cien",2
"261","cil",1
"262","cio",1
"263","cip",6
"264","cir",1
"265","circ",1
"266","cis",3
"267","cise",2
"268","cit",3
"269","citi",1
"270","cl",6
"271","cla",3
"272","clas",2
"273","cle",2
"274","cles",1
"275","clu",2
"276","co",19
"277","col",6
"278","coll",6
"279","com",5
"280","con",17
"281","conc",3
"282","cons",12
"283","consi",8
"284","const",4
"285","cont",3
"286","conven",3
"287","cor",4
"288","cordin",1
"289","cou",5
"290","coun",3
"291","cour",2
"292","cr",6
"293","cro",2
"294","cta",1
"295","cted",5
"296","cter",1
"297","ctive",2
"298","cto",3
"299","ctor",3
"300","ctri",2
"301","cts",3
"302","ctthe",2
"303","ctto",3
"304","ctu",1
"305","cu",1
"306","cul",1
"307","cur",4
"308","curi",4
"309","cus",1
"310","cut",1
"311","cuti",1
"312","cy",6
"313","d",2
"314","da",7
"315","dac",1
"316","dan",5
"317","dange",5
"318","dar",1
"319","das",2
"320","dat",5
"321","db",1
"322","dbe",7
"323","dc",5
"324","dco",3
"325","dd",5
"326","dde",2
"327","ddi",1
"328","de",1
"329","dea",4
"330","deb",2
"331","dec",1
"332","deci",1
"333","ded",5
"334","dee",1
"335","def",5
"336","defe",1
"337","defi",2
"338","deg",6
"339","degre",4
"340","del",1
"341","deleg",1
"342","den",8
"343","dent",3
"344","dep",6
"345","depar",4
"346","depart",4
"347","depe",3
"348","der",1
"349","dera",1
"350","deral",15
"351","dere",1
"352","deri",2
"353","dern",1
"354","dert",6
"355","derthe",6
"356","des",4
"357","det",2
"358","df",8
"359","dfor",4
"360","dfr",2
"361","dg",1
"362","dh",3
"363","dha",3
"364","di",3
"365","dia",3
"366","dici",3
"367","dif",3
"368","din",1
"369","dina",3
"370","ding",3
"371","dint",8
"372","dir",1
"373","dire",1
"374","dis",13
"375","disco",1
"376","dist",3
"377","distr",1
"378","dit",2
"379","diti",1
"380","div",3
"381","divi",3
"382","dj",1
"383","dl",1
"384","dm",1
"385","dmi",1
"386","dmin",1
"387","dn",7
"388","dno",7
"389","dnot",6
"390","do",6
"391","doc",2
"392","doe",1
"393","dof",4
"394","dom",1
"395","don",1
"396","dop",1
"397","dp",7
"398","dr",2
"399","dra",1
"400","dre",1
"401","ds",8
