"","n4","Freq"
"1","a",1
"2","ab",18
"3","abl",10
"4","abli",2
"5","abo",2
"6","abs",1
"7","ac",1
"8","acc",4
"9","ach",1
"10","acha",1
"11","aci",4
"12","aco",7
"13","act",1
"14","acti",1
"15","ad",9
"16","ade",5
"17","ader",1
"18","af",9
"19","afe",5
"20","ag",20
"21","aga",9
"22","age",7
"23","agu",1
"24","ah",2
"25","ai",3
"26","aid",2
"27","ail",1
"28","aim",1
"29","ain",4
"30","aine",5
"31","ains",8
"32","ainst",8
"33","aint",2
"34","ais",1
"35","ak",5
"36","ake",3
"37","al",13
"38","ala",4
"39","alan",1
"40","alar",1
"41","alb",1
"42","ald",3
"43","ale",2
"44","alf",1
"45","ali",2
"46","all",14
"47","alle",3
"48","alo",4
"49","alon",2
"50","als",3
"51","alt",7
"52","alu",2
"53","am",13
"54","ama",1
"55","ame",1
"56","amer",4
"57","ami",5
"58","amo",6
"59","amon",4
"60","amp",1
"61","an",1
"62","ana",6
"63","anc",3
"64","ance",4
"65","and",31
"66","ande",4
"67","andi",6
"68","ane",2
"69","ang",5
"70","ani",5
"71","ann",1
"72","ano",2
"73","anot",1
"74","ans",3
"75","ant",6
"76","anta",2
"77","anti",1
"78","anu",6
"79","ap",9
"80","apa",1
"81","ape",3
"82","apower",3
"83","app",3
"84","appo",1
"85","ara",3
"86","arc",1
"87","ard",1
"88","are",21
"89","area",3
"90","arei",2
"91","aren",3
"92","ares",1
"93","aret",2
"94","arg",6
"95","ari",7
"96","arie",2
"97","arl",4
"98","arm",3
"99","aro",1
"100","ars",6
"101","art",4
"102","arti",11
"103","artic",5
"104","arto",5
"105","ary",2
"106","as",5
"107","asa",5
"108","asb",5
"109","asbe",4
"110","ase",5
"111","asi",4
"112","asing",1
"113","asit",3
"114","asl",2
"115","aso",3
"116","ass",6
"117","asse",1
"118","assi",1
"119","ast",6
"120","asth",3
"121","asu",2
"122","asur",2
"123","asw",2
"124","aswe",1
"125","at",5
"126","ata",4
"127","atb",1
"128","ate",3
"129","ated",4
"130","ater",2
"131","ath",4
"132","athe",2
"133","atho",1
"134","ati",17
"135","atin",1
"136","ation",26
"137","ationa",1
"138","atit",1
"139","ato",3
"140","aton",2
"141","ator",1
"142","ats",4
"143","atso",2
"144","att",9
"145","atte",6
"146","atth",13
"147","atu",1
"148","au",3
"149","aus",3
"150","ause",3
"151","aut",6
"152","auth",5
"153","av",4
"154","ave",3
"155","aven",4
"156","aver",2
"157","avi",3
"158","avo",1
"159","aw",3
"160","ax",6
"161","axe",2
"162","axi",2
"163","ay",1
"164","ayb",2
"165","aye",1
"166","ays",1
"167","b",2
"168","ba",4
"169","bar",2
"170","be",6
"171","bea",10
"172","bear",2
"173","beas",1
"174","bec",1
"175","becom",1
"176","bed",6
"177","bede",2
"178","bee",7
"179","bei",5
"180","bein",5
"181","bel",2
"182","bele",1
"183","bem",1
"184","bema",1
"185","ben",4
"186","bene",3
"187","ber",2
"188","bere",3
"189","bers",1
"190","bert",6
"191","bes",5
"192","besa",1
"193","beso",1
"194","bet",7
"195","bey",1
"196","bi",2
"197","bin",1
"198","bit",1
"199","bj",14
"200","bjecti",7
"201","bl",4
"202","ble",14
"203","blec",1
"204","blet",3
"205","bmgjbr",4
"206","bo",7
"207","bod",2
"208","bor",4
"209","bot",2
"210","both",2
"211","bou",1
"212","br",2
"213","bri",1
"214","brit",1
"215","bro",1
"216","bt",3
"217","bu",11
"218","but",10
"219","buti",1
"220","by",21
"221","bya",5
"222","byt",13
"223","byth",13
"224","byw",1
"225","c",1
"226","ca",17
"227","cal",8
"228","can",7
"229","cann",4
"230","cap",4
"231","capa",2
"232","car",1
"233","cas",4
"234","case",3
"235","casi",1
"236","cat",10
"237","cau",3
"238","caut",1
"239","cco",1
"240","ccu",4
"241","ccur",1
"242","ce",1
"243","cea",2
"244","cebe",1
"245","ced",2
"246","cee",1
"247","cei",1
"248","cent",2
"249","ceo",3
"250","cep",1
"251","cer",2
"252","cert",2
"253","cess",6
"254","cessa",4
"255","cessi",2
"256","cet",4
"257","cglvcy",1
"258","ch",2
"259","cha",7
"260","chan",1
"261","char",4
"262","chas",4
"263","chi",1
"264","chis",1
"265","cht",3
"266","ci",2
"267","cia",2
"268","cie",1
"269","cien",2
"270","cio",3
"271","cip",3
"272","cis",4
"273","cise",4
"274","cit",3
"275","cl",2
"276","cla",2
"277","clas",1
"278","cle",9
"279","clea",2
"280","cles",4
"281","clu",2
"282","co",25
"283","col",4
"284","coll",1
"285","com",10
"286","con",20
"287","conc",1
"288","cong",4
"289","cons",10
"290","consi",3
"291","const",14
"292","cont",3
"293","conven",2
"294","cop",1
"295","cor",2
"296","cou",6
"297","coun",1
"298","cour",3
"299","cr",7
"300","cre",4
"301","cret",1
"302","cro",1
"303","cta",3
"304","cted",3
"305","cti",4
"306","ctive",1
"307","cto",3
"308","ctor",1
"309","cts",2
"310","ctto",1
"311","ctu",6
"312","cu",2
"313","cul",3
"314","cum",3
"315","cur",2
"316","curi",2
"317","cut",2
"318","cuti",2
"319","cy",2
"320","d",3
"321","da",9
"322","dan",4
"323","dange",5
"324","dar",4
"325","das",3
"326","dat",3
"327","db",5
"328","dbe",6
"329","dc",5
"330","dco",2
"331","dd",6
"332","dde",2
"333","ddi",3
"334","de",1
"335","dea",4
"336","deb",1
"337","dec",2
"338","ded",10
"339","dee",2
"340","def",15
"341","defe",7
"342","defi",5
"343","dem",3
"344","den",7
"345","dent",2
"346","dep",3
"347","depar",2
"348","depart",2
"349","dequa",1
"350","deral",3
"351","deri",1
"352","dert",1
"353","derthe",1
"354","des",6
"355","desi",1
"356","dest",2
"357","det",1
"358","df",10
"359","dfor",4
