"","n4","Freq"
"1","ab",20
"2","abl",5
"3","abli",4
"4","abo",1
"5","abs",2
"6","abu",1
"7","ac",2
"8","acc",1
"9","ace",2
"10","ach",2
"11","acha",1
"12","aci",2
"13","aco",5
"14","acri",1
"15","act",1
"16","acte",3
"17","acti",3
"18","ad",11
"19","ade",1
"20","ader",1
"21","adm",3
"22","ado",1
"23","af",4
"24","afe",2
"25","ag",17
"26","aga",9
"27","age",5
"28","agis",1
"29","agu",3
"30","ah",1
"31","ai",3
"32","aid",1
"33","ail",1
"34","aim",3
"35","ain",1
"36","aini",2
"37","ains",10
"38","ainst",9
"39","aint",2
"40","aj",6
"41","ajo",5
"42","ak",4
"43","ake",2
"44","al",3
"45","ala",6
"46","alan",2
"47","ald",2
"48","ale",4
"49","alf",3
"50","ali",11
"51","alin",4
"52","alit",4
"53","all",8
"54","alo",2
"55","alon",1
"56","als",1
"57","alt",5
"58","am",21
"59","ama",4
"60","amb",2
"61","ame",4
"62","amer",1
"63","ami",2
"64","amo",9
"65","amon",7
"66","amp",1
"67","an",1
"68","ana",5
"69","anc",4
"70","ance",1
"71","anci",1
"72","and",17
"73","ande",2
"74","andi",4
"75","ane",4
"76","ang",6
"77","ange",1
"78","ani",4
"79","ano",1
"80","ans",7
"81","ant",5
"82","anta",3
"83","ante",2
"84","anti",2
"85","anu",2
"86","ap",9
"87","apa",1
"88","app",2
"89","apre",1
"90","ara",7
"91","arac",2
"92","aract",2
"93","arc",1
"94","ard",3
"95","are",21
"96","area",1
"97","arei",1
"98","aren",3
"99","ares",4
"100","aret",1
"101","arg",1
"102","ari",4
"103","arl",1
"104","arm",2
"105","arn",1
"106","ars",3
"107","art",2
"108","arti",14
"109","artic",2
"110","ary",3
"111","as",7
"112","asa",4
"113","asb",7
"114","asbe",6
"115","ase",2
"116","asi",5
"117","asing",1
"118","asit",1
"119","asl",1
"120","aso",2
"121","ass",3
"122","asse",2
"123","ast",9
"124","astate",3
"125","asth",5
"126","asu",6
"127","asw",6
"128","aswe",3
"129","ata",11
"130","atb",1
"131","ate",3
"132","ated",5
"133","aten",2
"134","ater",1
"135","ati",9
"136","atin",3
"137","ation",11
"138","ationa",1
"139","atis",2
"140","atit",4
"141","atitu",1
"142","ato",3
"143","aton",1
"144","ator",2
"145","ats",2
"146","att",1
"147","atth",9
"148","atu",7
"149","au",5
"150","aus",1
"151","ause",1
"152","aut",10
"153","auth",10
"154","av",2
"155","ave",1
"156","aven",1
"157","aver",3
"158","aves",1
"159","avi",1
"160","avo",2
"161","aw",1
"162","awo",1
"163","ay",1
"164","ayb",10
"165","aye",1
"166","b",2
"167","babl",2
"168","bbosvb",1
"169","be",8
"170","bea",4
"171","bear",1
"172","beas",1
"173","bec",6
"174","becom",2
"175","bed",2
"176","bede",1
"177","bee",7
"178","bef",6
"179","bei",5
"180","bein",3
"181","bel",3
"182","bele",2
"183","bem",2
"184","ben",3
"185","bene",2
"186","ber",3
"187","bera",1
"188","bere",3
"189","bers",2
"190","bes",7
"191","besa",1
"192","bet",9
"193","bey",1
"194","bi",6
"195","bil",1
"196","bin",1
"197","bit",4
"198","biti",2
"199","bj",4
"200","bl",3
"201","ble",7
"202","blec",1
"203","blet",3
"204","blo",2
"205","bmgjbr",4
"206","bo",3
"207","bor",1
"208","bot",1
"209","both",1
"210","bou",2
"211","br",4
"212","bra",1
"213","bran",1
"214","brea",3
"215","bso",2
"216","bsol",2
"217","bst",2
"218","bt",3
"219","bu",7
"220","but",7
"221","bv",1
"222","by",28
"223","bya",4
"224","byt",18
"225","byth",17
"226","ca",18
"227","cal",11
"228","can",12
"229","canc",1
"230","cang",1
"231","cann",3
"232","cap",3
"233","capa",1
"234","cas",10
"235","case",8
"236","casi",1
"237","cat",8
"238","cau",2
"239","caut",1
"240","cca",1
"241","ccas",1
"242","cce",1
"243","ccess",1
"244","cco",1
"245","cea",3
"246","ceand",1
"247","cebe",1
"248","ced",4
"249","cei",3
"250","cent",1
"251","ceo",8
"252","cep",3
"253","cer",1
"254","cern",1
"255","cert",1
"256","ces",1
"257","cess",5
"258","cessa",3
"259","cessi",3
"260","cet",3
"261","ch",4
"262","cha",7
"263","chan",4
"264","char",3
"265","chas",1
"266","che",1
"267","chi",2
"268","chis",1
"269","cho",6
"270","cht",4
"271","cia",2
"272","cie",4
"273","cien",4
"274","cil",1
"275","cip",8
"276","cis",2
"277","cise",1
"278","cit",2
"279","citi",1
"280","cl",2
"281","cla",6
"282","clar",4
"283","cle",5
"284","cles",2
"285","co",16
"286","col",1
"287","coll",1
"288","com",7
"289","con",21
"290","conc",2
"291","cons",14
"292","consi",4
"293","const",19
"294","cont",4
"295","conven",3
"296","cor",2
"297","cou",8
"298","coun",1
"299","cour",2
"300","cover",2
"301","cr",6
"302","cra",1
"303","crati",1
"304","cre",4
"305","cret",1
"306","cri",2
"307","crit",2
"308","cta",4
"309","cted",3
"310","cter",2
"311","cti",4
"312","ctic",1
"313","ctit",1
"314","ctive",1
"315","cto",5
"316","ctor",1
"317","ctri",2
"318","cts",3
"319","ctthe",1
"320","ctu",2
"321","cu",3
"322","cul",1
"323","cum",1
"324","cur",4
"325","cure",3
"326","cus",1
"327","cy",2
"328","da",6
"329","dac",1
"330","dan",2
"331","dange",2
"332","dar",2
"333","das",6
"334","dat",2
"335","dbe",9
"336","dc",3
"337","dco",3
"338","dd",4
"339","dde",1
"340","dea",4
"341","deb",2
"342","dec",4
"343","ded",8
"344","def",5
"345","defe",2
"346","del",3
"347","deli",3
"348","dem",2
"349","demo",1
"350","den",5
"351","dent",3
"352","dep",1
"353","depe",1
"354","deral",9
"355","dere",3
"356","deri",1
"357","dern",1
"358","dert",4
"359","derthe",2
"360","des",2
"361","desi",1
"362","dest",1
"363","det",1
"364","df",3
"365","dfor",2
"366","dg",3
"367","dge",1
"368","dh",4
"369","dha",4
"370","di",5
"371","dic",1
"372","dif",3
"373","din",2
"374","dina",1
"375","ding",3
"376","dint",5
"377","dis",7
"378","disco",2
"379","dist",1
"380","distr",1
"381","dit",8
"382","diti",1
"383","dl",1
"384","dm",1
"385","dmi",3
"386","dn",3
"387","dno",3
"388","dnot",2
"389","do",5
"390","doc",2
"391","dof",2
"392","dom",1
"393","don",6
"394","dono",2
"395","dop",1
"396","dou",2
"397","dp",1
"398","dr",4
"399","dre",3
"400","dress",1
"401","ds",8
"402","dse",3
"403","dsi",1
"404","dsta",3
"405","dstate",3
"406","dt",32
"407","dth",20
"408","dtha",9
"409","dthe",11
"410","dther",1
"411","dto",11
"412","du",3
"413","duc",5
"414","due",3
"415","dur",1
"416","dv",4
"417","dva",2
"418","dw",11
"419","dwe",1
"420","dwi",6
"421","dwith",5
"422","dy",3
"423","e",1
"424","ea",4
"425","eac",6
"426","each",5
"427","ead",1
"428","eade",1
"429","eal",4
"430","ealo",1
"431","ean",8
"432","eand",4
"433","eap",1
"434","ear",4
"435","eart",3
"436","eartic",3
"437","eas",4
"438","eate",1
"439","eati",1
"440","eau",6
"441","eb",5
"442","ebee",4
"443","ec",8
"444","eca",7
"445","ece",1
"446","eces",6
"447","ech",1
"448","echi",1
"449","eci",2
"450","ecl",4
"451","eco",31
"452","ecom",7
"453","econ",9
"454","econs",5
"455","ect",3
"456","ecte",3
"457","ecti",7
"458","ecu",1
"459","ed",9
"460","eda",17
"461","edan",8
"462","edb",18
"463","ede",3
"464","eder",14
"465","edi",2
"466","edin",5
"467","edo",8
"468","eds",4
"469","edst",3
"470","edu",3
"471","ee",4
"472","eed",4
"473","eede",1
"474","eef",1
"475","eems",3
"476","een",13
"477","eena",2
"478","eene",1
"479","eens",1
"480","eent",6
"481","eenti",1
"482","eep",1
"483","ees",5
"484","eess",1
"485","eest",3
"486","eesta",3
"487","ef",3
"488","efa",1
"489","eff",2
"490","effe",2
"491","efor",7
"492","efore",6
"493","eform",4
"494","eft",1
"495","eg",4
"496","ege",3
"497","egi",4
"498","egis",3
"499","ego",4
"500","egre",1
"501","egu",3
"502","eh",5
"503","eha",2
"504","ehi",2
"505","ei",8
"506","eif",1
"507","eig",1
"508","eim",2
"509","ein",8
"510","eing",1
"511","eint",4
"512","einthe",3
"513","eir",3
"514","eis",6
"515","eist",1
"516","eit",6
"517","eith",2
"518","eive",1
"519","ej",1
"520","el",3
"521","ela",4
"522","elat",3
"523","ele",2
"524","eleg",2
"525","eles",3
"526","elf",3
"527","eli",1
"528","ell",5
"529","ella",1
"530","elo",4
"531","eltkv",1
"532","ely",3
"533","em",2
"534","ema",1
"535","eman",1
"536","emb",1
"537","ember",2
"538","eme",2
"539","emed",3
"540","emi",5
"541","emin",2
"542","emo",2
"543","emp",1
"544","en",6
"545","ena",6
"546","enat",3
"547","enc",10
"548","ence",10
"549","enci",1
"550","end",7
"551","enda",1
"552","ende",3
"553","ender",3
"554","endin",1
"555","ene",4
"556","ength",2
"557","eni",8
"558","eno",6
"559","ens",3
"560","ensi",2
"561","ensu",1
"562","ent",5
"563","enta",3
"564","enter",3
"565","enthe",3
"566","ento",7
"567","entr",2
"568","enu",2
"569","eo",8
"570","eob",1
"571","eof",10
"572","eofa",4
"573","eon",5
"574","eor",7
"575","eot",9
"576","eothe",9
"577","eother",9
"578","eou",2
"579","eover",1
"580","ep",8
"581","epa",8
"582","epar",8
"583","epart",1
"584","epen",1
"585","epo",4
"586","epower",1
"587","epr",13
"588","epre",4
"589","epres",4
"590","epu",9
"591","equ",5
"592","equa",7
"593","er",1
"594","erac",1
"595","eran",1
"596","erat",11
"597","erc",6
"598","ere",1
"599","erea",1
"600","erei",1
"601","ereign",2
"602","eren",1
"603","eres",1
"604","erf",1
"605","eri",1
"606","eric",1
"607","erie",4
"608","erin",3
"609","erit",2
"610","erm",4
"611","ero",2
"612","erre",3
"613","ers",4
"614","erso",4
"615","erst",4
"616","ert",5
"617","erta",2
"618","erthe",3
"619","erti",3
"620","erto",2
"621","eru",2
"622","ery",6
"623","es",9
"624","esa",3
"625","esar",1
"626","esed",1
"627","esent",3
"628","esh",1
"629","esi",7
"630","eside",6
"631","esin",1
"632","esit",2
"633","eso",8
"634","esof",8
"635","esp",5
"636","ess",1
"637","esse",2
"638","essi",1
"639","est",14
"640","esta",7
"641","estate",20
"642","este",1
"643","esti",1
"644","esto",3
"645","estra",1
"646","esu",6
"647","et",9
"648","ete",5
"649","eter",1
"650","eth",25
"651","ethe",7
"652","ether",3
"653","etho",1
"654","eti",1
"655","eto",12
"656","etof",1
"657","etra",1
"658","ett",2
"659","etu",1
"660","etw",5
"661","etwe",4
"662","etwo",1
"663","eu",1
"664","eun",7
"665","euni",5
"666","eus",1
"667","ev",16
"668","eva",4
"669","eve",10
"670","even",6
"671","event",4
"672","ever",4
"673","ew",7
"674","ewe",1
"675","ewh",2
"676","ewo",3
"677","ex",19
"678","exi",4
"679","ey",10
"680","eya",2
"681","eyo",1
"682","eyw",1
"683","fa",3
"684","fac",3
"685","fact",3
"686","facti",2
"687","fal",2
"688","fan",4
"689","far",2
"690","fas",2
"691","fav",3
"692","fc",5
"693","fci",3
"694","fcon",1
"695","fd",1
"696","fdi",1
"697","fe",2
"698","fea",1
"699","fec",4
"700","fect",4
