"","n4","Freq"
"1","ab",21
"2","abl",11
"3","abli",1
"4","abo",3
"5","ac",2
"6","acc",1
"7","ace",7
"8","ach",2
"9","aci",1
"10","aco",5
"11","acri",3
"12","act",6
"13","acte",2
"14","acti",5
"15","ad",10
"16","ade",4
"17","ader",1
"18","adm",3
"19","ado",1
"20","af",7
"21","afe",1
"22","ag",18
"23","aga",6
"24","age",5
"25","agre",5
"26","ah",1
"27","ai",1
"28","ail",2
"29","ain",2
"30","ains",5
"31","ainst",5
"32","aint",4
"33","ais",1
"34","aj",11
"35","ajo",10
"36","ak",5
"37","ake",3
"38","al",5
"39","ala",6
"40","alan",4
"41","alar",1
"42","alb",1
"43","ald",3
"44","alf",1
"45","ali",4
"46","alit",2
"47","all",4
"48","alle",3
"49","alo",1
"50","als",5
"51","alt",2
"52","am",13
"53","ama",8
"54","ame",2
"55","amer",1
"56","ami",1
"57","amo",1
"58","amon",1
"59","amp",1
"60","ampl",1
"61","ana",8
"62","anc",1
"63","ance",3
"64","and",39
"65","ande",7
"66","andi",9
"67","ane",2
"68","ang",2
"69","ani",5
"70","ano",4
"71","anot",1
"72","ans",7
"73","ant",4
"74","anta",4
"75","anti",1
"76","anu",5
"77","ap",6
"78","apa",1
"79","ape",2
"80","app",1
"81","appo",1
"82","apre",1
"83","ara",1
"84","arac",2
"85","aract",2
"86","ard",3
"87","are",23
"88","area",1
"89","aren",1
"90","ares",1
"91","aret",2
"92","arg",9
"93","arie",5
"94","arl",2
"95","arr",2
"96","ars",2
"97","art",2
"98","arti",13
"99","arto",2
"100","ary",2
"101","as",7
"102","asa",1
"103","asb",1
"104","ase",3
"105","asi",2
"106","aso",4
"107","ass",7
"108","asse",4
"109","assi",7
"110","ast",3
"111","asth",2
"112","ata",7
"113","atan",2
"114","atb",1
"115","ate",4
"116","ated",3
"117","aten",1
"118","ater",14
"119","ath",3
"120","atho",2
"121","ati",4
"122","atin",1
"123","ation",11
"124","ationa",3
"125","atis",1
"126","atit",2
"127","ato",3
"128","ator",1
"129","ats",2
"130","atso",1
"131","att",8
"132","atth",9
"133","atu",3
"134","aus",4
"135","ause",4
"136","av",1
"137","ave",1
"138","avi",1
"139","avo",2
"140","ax",1
"141","axe",1
"142","ay",2
"143","ayb",9
"144","ays",2
"145","b",1
"146","ba",2
"147","babl",4
"148","be",6
"149","bea",3
"150","bec",5
"151","becom",1
"152","bed",3
"153","bede",1
"154","bee",5
"155","bef",3
"156","bei",6
"157","bein",6
"158","bel",2
"159","bele",1
"160","bem",6
"161","bema",1
"162","ben",1
"163","ber",7
"164","bera",3
"165","bere",7
"166","bero",8
"167","bes",5
"168","beso",1
"169","bet",7
"170","beun",2
"171","bi",5
"172","bia",1
"173","bil",1
"174","bin",3
"175","bj",4
"176","ble",14
"177","blet",7
"178","bmgjbr",2
"179","bno",1
"180","bo",6
"181","bod",3
"182","bor",1
"183","bot",4
"184","both",4
"185","br",3
"186","bri",1
"187","bro",2
"188","bse",1
"189","bst",2
"190","bsta",1
"191","bt",5
"192","bta",1
"193","bu",8
"194","bul",1
"195","but",6
"196","buti",1
"197","bv",1
"198","bvi",1
"199","by",30
"200","bya",4
"201","byo",2
"202","byt",8
"203","byth",7
"204","byw",5
"205","ca",9
"206","cac",3
"207","cal",7
"208","can",6
"209","cand",1
"210","candi",1
"211","cann",1
"212","car",3
"213","cas",4
"214","case",4
"215","cat",3
"216","cau",4
"217","cce",1
"218","ccess",1
"219","cco",1
"220","ce",1
"221","cea",5
"222","ceand",3
"223","cebe",2
"224","ced",3
"225","cee",1
"226","cei",9
"227","cent",1
"228","ceo",6
"229","cep",2
"230","cer",4
"231","cern",4
"232","cert",7
"233","ces",1
"234","cess",3
"235","cessa",2
"236","cessi",1
"237","cet",4
"238","cg",6
"239","cglvcy",1
"240","cgo",6
"241","ch",4
"242","cha",4
"243","chan",1
"244","char",3
"245","chas",1
"246","che",8
"247","chec",2
"248","chi",1
"249","cho",6
"250","chose",2
"251","cht",8
"252","ci",3
"253","cia",2
"254","cie",2
"255","cil",1
"256","cio",2
"257","cip",3
"258","cir",2
"259","circ",2
"260","cis",1
"261","cise",1
"262","cit",11
"263","citi",9
"264","cl",8
"265","cla",4
"266","clas",4
"267","cle",4
"268","clea",2
"269","cles",2
"270","clu",2
"271","co",25
"272","coin",1
"273","com",16
"274","con",21
"275","conc",9
"276","cons",9
"277","consi",8
"278","const",3
"279","cont",4
"280","conven",1
"281","cor",2
"282","cou",4
"283","coun",3
"284","cour",1
"285","cover",1
"286","cr",8
"287","cra",6
"288","crati",1
"289","cre",5
"290","cret",1
"291","cta",4
"292","cted",3
"293","cter",2
"294","cti",1
"295","ctic",1
"296","ctit",1
"297","ctive",1
"298","cto",2
"299","ctor",1
"300","cts",6
"301","ctthe",1
"302","ctto",1
"303","ctu",5
"304","cu",1
"305","cum",2
"306","cur",8
"307","cure",5
"308","curi",3
"309","cut",2
"310","cy",8
"311","da",7
"312","dac",1
"313","dan",4
"314","dange",2
"315","dar",1
"316","das",1
"317","dat",3
"318","db",4
"319","dbe",3
"320","dc",8
"321","dco",5
"322","dd",2
"323","ddi",1
"324","dea",3
"325","deb",4
"326","dec",2
"327","deci",2
"328","ded",10
"329","dee",1
"330","def",1
"331","defe",1
"332","deg",3
"333","degre",2
"334","del",1
"335","deleg",1
"336","dem",6
"337","demo",6
"338","den",6
"339","dent",2
"340","dequa",1
"341","der",1
"342","deral",2
"343","dere",1
"344","deri",1
"345","dern",1
"346","dert",4
"347","derthe",4
"348","des",6
"349","desi",2
"350","dest",1
"351","det",4
"352","df",4
"353","dfor",1
"354","dfr",1
"355","dg",5
"356","dge",3
"357","dh",1
"358","dha",1
"359","di",1
"360","dia",2
"361","dici",1
"362","did",1
"363","dif",11
"364","dina",2
"365","dint",9
"366","dir",2
"367","dire",2
"368","dis",9
"369","disco",1
"370","dist",3
"371","distr",1
"372","dit",4
"373","diti",2
"374","div",5
"375","divi",5
"376","dj",2
"377","dl",7
"378","dle",3
"379","dm",2
"380","dmi",3
"381","dmin",2
"382","dn",3
"383","dno",1
"384","dnot",1
"385","do",7
"386","doe",4
"387","dof",2
"388","dom",3
"389","don",1
"390","dop",2
"391","dp",7
"392","dr",3
"393","dre",3
"394","ds",2
"395","dst",1
"396","dsta",2
"397","dstate",2
"398","dt",52
"399","dth",33
"400","dtha",10
"401","dthe",21
"402","dther",2
"403","dto",18
"404","dual",3
"405","duc",3
"406","dul",1
"407","dv",9
"408","dva",4
"409","dvi",4
"410","dw",5
"411","dwe",1
"412","dwi",2
"413","dwith",2
"414","dy",3
"415","ea",5
"416","eac",5
"417","each",2
"418","ead",4
"419","eade",2
"420","eal",1
"421","ean",13
"422","eand",6
"423","eap",1
"424","eapp",1
"425","ear",1
"426","eas",2
"427","eat",4
"428","eate",13
"429","eati",1
"430","eb",13
"431","ebe",4
"432","ebee",1
"433","ec",3
"434","eca",4
"435","eces",3
"436","ech",1
"437","echo",1
"438","ecl",1
"439","eco",15
"440","ecom",3
"441","econ",7
"442","econs",4
"443","ect",2
"444","ecte",4
"445","ecti",2
"446","ecu",2
"447","ed",11
"448","eda",7
"449","edan",6
"450","edb",11
"451","eder",2
"452","edi",7
"453","edin",6
"454","edo",5
"455","eds",2
"456","edst",2
"457","edu",2
"458","ee",2
"459","eed",3
"460","eef",4
"461","eele",1
"462","eem",1
"463","eems",1
"464","een",7
"465","eena",2
"466","eenc",1
"467","eens",1
"468","eent",2
"469","eenti",1
"470","eer",1
"471","ees",1
"472","eest",1
"473","ef",2
"474","efa",2
"475","efe",1
"476","eff",8
"477","effe",5
"478","effic",3
"479","efi",5
"480","efin",1
"481","efor",1
"482","eform",6
"483","eg",1
"484","ega",4
"485","ege",1
"486","egi",6
"487","egis",5
"488","ego",4
"489","egre",8
"490","egu",3
"491","eh",4
"492","eha",1
"493","ehan",1
"494","ehe",4
"495","ehen",3
"496","ehi",1
"497","ei",6
"498","eim",2
"499","ein",10
"500","eing",6
"501","eint",6
"502","einthe",1
"503","eir",15
"504","eire",2
"505","eis",8
"506","eist",1
"507","eit",9
"508","eith",3
"509","eiti",2
"510","ej",3
"511","el",2
"512","ela",7
"513","elat",4
"514","ele",3
"515","eleg",1
"516","elf",1
"517","eli",2
"518","ell",2
"519","elo",1
"520","eltkv",3
"521","ely",1
"522","em",1
"523","ema",1
"524","eman",3
"525","eme",2
"526","emed",1
"527","emi",2
"528","emin",1
"529","emo",5
"530","emp",3
"531","en",1
"532","ena",7
"533","enat",3
"534","enc",15
"535","ence",14
"536","end",5
"537","enda",1
"538","ende",2
"539","ender",6
"540","enf",1
"541","ength",1
"542","eni",2
"543","enl",5
"544","eno",3
"545","ens",1
"546","ense",1
"547","ensi",2
"548","ent",2
"549","enthe",3
"550","enti",1
"551","entin",4
"552","ento",5
"553","entr",1
"554","enu",5
"555","eo",2
"556","eof",8
"557","eon",3
"558","eop",1
"559","eor",1
"560","eot",5
"561","eothe",5
"562","eother",5
"563","eou",2
"564","eover",1
"565","ep",8
"566","epa",8
"567","epar",5
"568","epart",2
"569","epe",2
"570","epl",1
"571","epo",1
"572","epr",5
"573","epre",1
"574","epres",8
"575","epu",21
"576","equ",7
"577","equa",5
"578","er",5
"579","erac",1
"580","eran",2
"581","erat",6
"582","erc",4
"583","ere",2
"584","erea",2
"585","erei",4
"586","eren",1
"587","eres",3
"588","erf",4
"589","eri",7
"590","erin",6
"591","erit",1
"592","erm",6
"593","ero",5
"594","erof",9
"595","erou",1
"596","erre",2
"597","ers",7
"598","erst",1
"599","ert",10
"600","erta",6
"601","erthe",10
"602","erto",3
"603","eru",1
"604","ery",2
"605","es",8
"606","esa",7
"607","esar",4
"608","esbe",1
"609","esent",9
"610","esh",2
"611","esi",7
"612","eside",3
"613","esin",1
"614","esit",4
"615","eso",13
"616","esof",10
"617","esp",4
"618","ess",1
"619","esse",3
"620","essi",3
"621","est",7
"622","esta",4
"623","estate",2
"624","este",2
"625","esti",2
"626","esto",4
"627","esu",2
"628","et",9
"629","ete",2
"630","eter",2
"631","eth",28
"632","ethe",16
"633","ether",5
"634","eti",4
"635","eto",10
"636","etra",1
"637","ett",2
"638","etu",1
"639","etw",7
"640","etwe",2
"641","etwo",3
"642","eu",4
"643","eun",7
"644","euni",5
"645","ev",12
"646","eva",5
"647","eve",7
"648","even",2
"649","event",2
"650","ever",4
"651","evide",1
"652","ew",8
"653","ewe",5
"654","ewh",3
"655","ewo",1
"656","ex",13
"657","exi",3
"658","ey",9
"659","eya",2
"660","eyo",1
"661","eyw",1
"662","fa",12
"663","fac",17
"664","fact",16
"665","facti",12
"666","fal",1
"667","fall",1
"668","fan",4
"669","fas",1
"670","fav",2
"671","fc",9
"672","fci",7
"673","fcon",1
"674","fd",4
"675","fde",2
"676","fdi",2
"677","fea",1
"678","fec",7
"679","fect",7
"680","fed",2
"681","fede",2
"682","fee",1
"683","fel",2
"684","fer",4
"685","fere",10
"686","feren",9
"687","few",3
"688","ff",1
"689","ffa",5
"690","ffe",1
"691","ffer",9
"692","ffi",6
"693","ffr",2
"694","fg",3
"695","fi",2
"696","fica",3
"697","ficul",2
"698","fin",2
"699","find",3
"700","fir",4
"701","firs",4
"702","fit",5
"703","fl",1
"704","fla",3
"705","fle",3
"706","flu",1
"707","fm",3
"708","fma",1
"709","fman",1
"710","fmen",1
"711","fn",2
"712","fne",1
"713","fno",1
"714","fo",24
"715","fol",1
"716","foll",1
"717","for",9
"718","fore",1
"719","form",3
"720","fort",2
"721","fou",4
"722","foun",4
"723","fp",11
"724","fpo",2
"725","fr",6
"726","fra",2
"727","fre",2
"728","free",1
"729","frequ",1
"730","fro",6
"731","fs",6
"732","fse",1
"733","fso",1
"734","ft",2
"735","fta",1
"736","fte",2
"737","fter",1
"738","fth",26
"739","fthep",5
"740","fthes",5
"741","fu",5
"742","ful",2
"743","fun",1
"744","fus",2
"745","g",2
"746","gai",6
"747","gain",6
"748","gar",2
"749","gard",2
"750","gat",2
"751","gate",1
"752","gc",1
"753","gen",3
"754","gene",3
"755","geo",1
"756","ger",2
"757","ges",4
"758","gg",1
"759","ggre",1
"760","gin",1
"761","ging",1
"762","gis",1
"763","git",4
"764","give",2
"765","gl",3
"766","gle",2
"767","go",6
"768","goo",6
"769","gov",10
"770","gove",10
"771","gover",10
"772","gr",25
"773","gra",1
"774","gre",5
"775","grea",18
"776","gree",2
"777","gro",1
"778","gs",2
"779","gt",9
"780","gth",1
"781","gthe",6
"782","gto",2
"783","gu",2
"784","gua",3
"785","gul",3
"786","ha",1
"787","hal",3
"788","hall",3
"789","han",2
"790","hand",4
"791","hap",3
"792","happ",2
"793","hara",2
"794","has",2
"795","hate",1
"796","hati",4
"797","hatt",4
"798","hav",8
"799","have",6
"800","hc",1
"801","hd",1
"802","hde",1
"803","he",3
"804","hea",4
"805","heac",1
"806","head",2
"807","heb",1
"808","hec",12
"809","hecon",4
"810","hecons",1
"811","hed",1
"812","hedan",1
"813","hede",2
"814","hedi",3
"815","hee",10
"816","heen",1
"817","hef",11
"818","hefe",3
"819","hefi",2
"820","hefor",6
"821","heg",11
"822","hei",24
"823","hein",7
"824","heint",1
"825","hel",10
"826","hele",1
"827","hem",25
"828","hema",4
"829","heme",5
"830","hemo",9
"831","hems",3
"832","hen",3
"833","hene",2
"834","hent",1
"835","heo",9
"836","heop",2
"837","hepart",1
"838","hepe",4
"839","her",3
