"","n4","Freq"
"1","a",1
"2","ab",18
"3","abl",5
"4","abli",10
"5","abo",1
"6","abu",2
"7","ac",1
"8","acc",1
"9","ace",11
"10","ach",1
"11","achm",1
"12","aci",2
"13","aco",2
"14","act",1
"15","acte",1
"16","acti",2
"17","ad",17
"18","ade",1
"19","adm",2
"20","ado",1
"21","af",8
"22","afe",4
"23","affi",2
"24","ag",8
"25","aga",6
"26","age",1
"27","ah",2
"28","ai",7
"29","aid",1
"30","ain",8
"31","aini",5
"32","ains",8
"33","ainst",6
"34","aint",10
"35","ais",2
"36","aj",2
"37","ak",3
"38","ake",3
"39","al",1
"40","ala",3
"41","alan",1
"42","alb",2
"43","ald",1
"44","ale",4
"45","ali",5
"46","alin",2
"47","all",4
"48","alle",3
"49","alo",4
"50","alon",2
"51","alt",2
"52","alu",3
"53","am",28
"54","ama",2
"55","amb",5
"56","ame",10
"57","ament",2
"58","amer",11
"59","ami",1
"60","amo",5
"61","amon",3
"62","amp",7
"63","ampl",6
"64","an",4
"65","ana",8
"66","anc",3
"67","ance",6
"68","and",26
"69","ande",3
"70","andi",4
"71","ane",8
"72","ang",10
"73","ani",4
"74","ann",1
"75","ano",6
"76","anot",2
"77","ans",8
"78","ant",4
"79","anta",3
"80","anti",4
"81","anu",1
"82","ap",12
"83","apa",3
"84","ape",2
"85","apower",2
"86","app",2
"87","ara",1
"88","arac",1
"89","aract",1
"90","arc",3
"91","ard",2
"92","are",9
"93","area",1
"94","arei",1
"95","ares",3
"96","aret",1
"97","arg",3
"98","ari",6
"99","arl",4
"100","arm",10
"101","arn",2
"102","arr",1
"103","ars",9
"104","art",2
"105","arti",4
"106","arto",3
"107","ary",1
"108","as",3
"109","asb",2
"110","asbe",2
"111","ase",2
"112","asi",5
"113","asing",2
"114","asit",2
"115","asl",1
"116","ass",5
"117","assa",1
"118","asse",1
"119","assi",1
"120","assu",1
"121","ast",10
"122","asth",7
"123","asu",1
"124","asur",1
"125","asw",2
"126","aswe",2
"127","at",5
"128","ata",2
"129","atb",4
"130","ate",2
"131","ated",6
"132","ater",2
"133","ath",4
"134","athe",4
"135","ati",10
"136","atin",3
"137","ation",11
"138","ationa",1
"139","atis",1
"140","atit",2
"141","ative",2
"142","ato",2
"143","aton",1
"144","att",7
"145","atte",1
"146","atth",13
"147","atu",3
"148","au",4
"149","aus",3
"150","ause",1
"151","aut",2
"152","auth",2
"153","av",1
"154","ave",1
"155","aven",1
"156","aves",1
"157","avo",2
"158","aw",3
"159","ax",1
"160","axe",1
"161","axqwtm",2
"162","ayb",11
"163","ays",1
"164","b",4
"165","ba",3
"166","bar",1
"167","be",10
"168","bea",5
"169","bear",1
"170","bec",4
"171","becom",1
"172","bed",3
"173","bede",1
"174","bee",8
"175","bef",4
"176","bei",7
"177","bein",6
"178","bel",2
"179","bele",1
"180","bem",3
"181","bema",2
"182","ben",3
"183","bene",3
"184","ber",2
"185","bere",2
"186","bero",1
"187","bers",1
"188","bert",6
"189","bes",4
"190","besa",1
"191","beso",1
"192","bet",4
"193","beun",3
"194","bi",11
"195","bin",1
"196","bit",9
"197","biti",6
"198","bj",9
"199","bl",3
"200","ble",11
"201","blec",1
"202","blet",3
"203","bmgjbr",3
"204","bo",7
"205","bod",1
"206","bor",2
"207","bot",2
"208","both",2
"209","bou",3
"210","br",9
"211","bra",1
"212","bran",1
"213","bri",8
"214","brit",8
"215","bse",1
"216","bt",2
"217","bu",7
"218","but",7
"219","buti",3
"220","bv",1
"221","bvi",1
"222","by",13
"223","byo",1
"224","byt",6
"225","byth",6
"226","c",1
"227","ca",13
"228","cac",1
"229","cal",4
"230","can",6
"231","canc",1
"232","cand",3
"233","candi",1
"234","cang",1
"235","cann",6
"236","cap",1
"237","car",1
"238","cas",2
"239","case",2
"240","casi",1
"241","cat",1
"242","cau",6
"243","caut",4
"244","cca",1
"245","ccas",1
"246","cco",1
"247","ce",3
"248","cea",3
"249","cebe",2
"250","ced",5
"251","cede",1
"252","cee",3
"253","cei",2
"254","cent",1
"255","ceo",9
"256","cep",2
"257","cer",2
"258","cert",2
"259","cess",13
"260","cessa",12
"261","cessi",1
"262","cet",5
"263","cg",1
"264","cglvcy",2
"265","cgo",1
"266","ch",7
"267","cha",8
"268","char",3
"269","che",5
"270","ches",1
"271","chis",1
"272","cho",2
"273","chose",1
"274","cht",1
"275","ci",2
"276","cia",2
"277","cie",1
"278","cil",1
"279","cio",2
"280","cip",3
"281","cir",1
"282","circ",1
"283","cis",1
"284","cl",2
"285","cla",5
"286","clar",2
"287","clas",2
"288","cle",1
"289","clea",1
"290","clu",3
"291","co",22
"292","col",2
"293","com",4
"294","con",17
"295","conc",1
"296","cong",1
"297","cons",8
"298","consi",3
"299","const",12
"300","cont",5
"301","conven",2
"302","cop",1
"303","cor",4
"304","cordin",1
"305","cou",10
"306","coun",3
"307","cour",2
"308","cr",7
"309","cre",5
"310","cret",5
"311","crit",1
"312","cted",2
"313","cter",1
"314","cti",2
"315","ctic",2
"316","ctit",1
"317","cto",4
"318","ctor",2
"319","cts",4
"320","ctu",6
"321","cum",1
"322","cur",5
"323","cure",1
"324","curi",4
"325","cus",2
"326","cy",3
"327","d",4
"328","da",10
"329","dac",1
"330","dame",1
"331","dan",7
"332","dange",10
"333","dar",3
"334","das",2
"335","dat",1
"336","db",3
"337","dbe",4
"338","dc",5
"339","dco",2
"340","dd",4
"341","dde",2
"342","ddi",2
"343","de",1
"344","deb",1
"345","dec",5
"346","deci",2
"347","ded",5
"348","dee",2
"349","def",3
"350","defe",2
"351","defi",1
"352","deg",1
"353","degre",1
"354","den",7
"355","dent",5
"356","der",2
"357","deral",3
"358","dere",4
"359","deri",2
