"","n4","Freq"
"1","a",7
"2","ab",32
"3","abl",16
"4","abli",3
"5","abo",2
"6","abs",2
"7","abu",1
"8","ac",3
"9","acc",4
"10","ace",6
"11","ach",2
"12","acha",3
"13","achm",2
"14","aci",4
"15","aco",6
"16","act",5
"17","acte",1
"18","acti",2
"19","ad",18
"20","adbe",1
"21","ade",1
"22","ader",1
"23","adm",8
"24","ado",4
"25","af",11
"26","afe",3
"27","affi",1
"28","aft",2
"29","ag",24
"30","aga",12
"31","age",6
"32","agis",1
"33","agre",8
"34","agu",2
"35","ai",6
"36","aid",1
"37","ail",2
"38","aim",1
"39","ain",2
"40","aine",7
"41","aini",1
"42","ains",12
"43","ainst",11
"44","aint",1
"45","ais",2
"46","ak",7
"47","ake",1
"48","al",3
"49","ala",6
"50","alar",3
"51","alb",1
"52","ald",1
"53","ale",4
"54","alf",1
"55","ali",9
"56","alit",9
"57","all",6
"58","alle",2
"59","alo",3
"60","alon",2
"61","als",10
"62","alt",6
"63","am",24
"64","ama",4
"65","ame",6
"66","ament",2
"67","amer",3
"68","ami",4
"69","amo",8
"70","amon",5
"71","amp",3
"72","ampl",2
"73","an",2
"74","ana",9
"75","anc",7
"76","ance",5
"77","anci",2
"78","and",50
"79","ande",5
"80","andi",8
"81","ane",2
"82","ang",13
"83","ange",1
"84","ani",10
"85","ann",2
"86","ano",14
"87","anot",10
"88","ans",7
"89","ant",5
"90","ante",3
"91","anti",1
"92","anu",4
"93","ap",12
"94","apa",3
"95","ape",6
"96","apower",2
"97","app",5
"98","appo",7
"99","ar",1
"100","ara",4
"101","arac",1
"102","aract",1
"103","arc",4
"104","ard",4
"105","are",28
"106","area",3
"107","arei",2
"108","ares",1
"109","aret",6
"110","arg",6
"111","ari",3
"112","arie",1
"113","arl",2
"114","arm",3
"115","arn",2
"116","aro",2
"117","arr",5
"118","ars",3
"119","arti",6
"120","arto",3
"121","as",14
"122","asa",5
"123","asb",4
"124","asbe",4
"125","ase",3
"126","asi",7
"127","asing",3
"128","asit",2
"129","asl",5
"130","aso",8
"131","ass",10
"132","asse",3
"133","assi",1
"134","assu",3
"135","ast",14
"136","astate",2
"137","asth",9
"138","asu",1
"139","asw",3
"140","aswe",2
"141","at",9
"142","ata",12
"143","atan",2
"144","ate",3
"145","ated",5
"146","ater",1
"147","ath",14
"148","athe",9
"149","atho",1
"150","ati",16
"151","atin",5
"152","ation",20
"153","ationa",4
"154","atis",2
"155","atit",3
"156","ative",1
"157","ato",4
"158","ator",1
"159","ats",1
"160","att",3
"161","atte",3
"162","atth",25
"163","atu",5
"164","au",2
"165","aus",4
"166","ause",4
"167","aut",7
"168","auth",7
"169","av",3
"170","ave",2
"171","aven",1
"172","aver",2
"173","avi",1
"174","avo",4
"175","aw",4
"176","ax",5
"177","axe",1
"178","axi",3
"179","ay",2
"180","ayb",4
"181","aye",1
"182","b",4
"183","ba",1
"184","babl",1
"185","bbosvb",2
"186","be",8
"187","bea",10
"188","beas",2
"189","bec",8
"190","becom",1
"191","bed",3
"192","bede",3
"193","bee",9
"194","bef",6
"195","bei",3
"196","bein",2
"197","bel",3
"198","bele",1
"199","bem",2
"200","bema",2
"201","ber",1
"202","bera",7
"203","bere",3
"204","bero",3
"205","bers",2
"206","bert",4
"207","bes",9
"208","bet",3
"209","beun",1
"210","bi",11
"211","bia",1
"212","bil",5
"213","bill",4
"214","bin",1
"215","bit",2
"216","bj",16
"217","bjecti",9
"218","bl",1
"219","ble",22
"220","blec",1
"221","blet",6
"222","bm",1
"223","bmgjbr",2
"224","bno",1
"225","bo",10
"226","bod",2
"227","bor",2
"228","bot",4
"229","both",4
"230","bou",2
"231","br",9
"232","bra",5
"233","bran",1
"234","bri",1
"235","bro",2
"236","bse",2
"237","bso",2
"238","bsol",2
"239","bst",4
"240","bt",2
"241","bta",2
"242","bu",20
"243","but",18
"244","bv",1
"245","bvi",1
"246","by",36
"247","bya",5
"248","byan",1
"249","byo",1
"250","byt",19
"251","byth",16
"252","byw",1
"253","c",2
"254","ca",17
"255","cac",1
"256","cal",7
"257","can",8
"258","cand",1
"259","candi",1
"260","cang",1
"261","cann",4
"262","cap",5
"263","capa",3
"264","car",5
"265","cas",5
"266","case",5
"267","casi",1
"268","cat",6
"269","cau",6
"270","caut",2
"271","cc",1
"272","cca",2
"273","ccas",1
"274","cce",2
"275","ccess",2
"276","cco",3
"277","ccu",1
"278","ccur",1
"279","ce",2
"280","cea",6
"281","ceand",2
"282","cebe",1
"283","ced",2
"284","cede",1
"285","cee",6
"286","cef",2
"287","cei",4
"288","cele",2
"289","ceo",3
"290","cep",2
"291","cer",5
"292","cern",2
"293","cert",4
"294","ces",3
"295","cess",7
"296","cessa",2
"297","cessi",4
"298","cet",4
"299","cglvcy",1
"300","ch",2
"301","cha",6
"302","chan",3
"303","char",4
"304","chas",3
"305","che",3
"306","chis",2
"307","cho",5
"308","cht",7
"309","ci",4
"310","cia",10
"311","cie",2
"312","cien",5
"313","cil",3
"314","cio",3
"315","cip",3
"316","cir",1
"317","circ",1
"318","cis",3
"319","cise",3
"320","cit",10
"321","citi",8
"322","cl",4
"323","cla",4
"324","clar",2
"325","clas",1
"326","cle",3
"327","clea",1
"328","cles",2
"329","clu",2
"330","co",24
"331","com",6
"332","con",34
"333","conc",6
"334","cong",2
"335","cons",17
"336","consi",5
"337","const",14
"338","cont",6
"339","conven",4
"340","cor",6
"341","cordin",3
"342","cou",13
"343","coun",8
"344","cover",3
"345","cr",8
"346","cra",1
"347","cre",3
"348","cret",1
"349","cri",2
"350","crit",1
"351","cta",2
"352","cted",3
"353","cter",1
"354","cti",5
"355","ctic",1
"356","ctit",1
"357","ctive",2
"358","cto",3
"359","ctor",2
"360","cts",5
"361","ctto",1
"362","ctu",5
"363","cu",5
"364","cul",1
"365","cur",6
"366","curi",2
"367","cus",1
"368","cut",10
"369","cuti",10
"370","cy",7
"371","d",3
"372","da",14
"373","dac",2
"374","dame",3
"375","dan",11
"376","dange",10
"377","dar",2
"378","das",3
"379","dat",6
"380","db",5
"381","dbe",13
"382","dc",12
"383","dco",11
"384","dd",8
"385","dde",1
"386","ddi",5
"387","de",1
"388","dea",3
"389","deb",2
"390","dec",4
"391","deci",1
"392","ded",7
"393","def",7
"394","defe",2
"395","defi",3
"396","deg",1
"397","degre",1
"398","del",9
"399","deli",7
"400","dem",2
"401","den",17
"402","dent",7
"403","dep",12
"404","depar",10
"405","depart",10
"406","depe",1
"407","dera",1
"408","deral",2
"409","dere",1
"410","dert",1
"411","derthe",1
"412","des",4
"413","dest",3
"414","det",2
"415","df",9
"416","dfor",6
"417","dfr",1
"418","dg",3
"419","dge",3
"420","dh",6
"421","dha",3
"422","dhe",2
"423","di",4
"424","dia",1
"425","dic",2
"426","dici",6
"427","did",1
"428","dif",8
"429","din",5
"430","dina",3
"431","ding",3
"432","dint",7
"433","dio",1
"434","dir",3
"435","dire",2
"436","dis",13
"437","disco",5
"438","dist",2
"439","dit",6
"440","diti",2
"441","div",6
"442","divi",6
"443","dj",3
"444","dl",6
"445","dle",2
"446","dm",2
"447","dmi",8
"448","dmin",3
"449","dn",10
"450","dne",3
"451","dno",6
"452","dnot",5
"453","do",11
"454","doe",2
"455","dof",5
"456","dom",2
"457","don",5
"458","dop",1
"459","dothe",2
"460","dou",2
"461","dp",8
"462","dr",12
"463","dra",5
"464","dre",7
"465","dress",1
"466","ds",20
"467","dsa",2
"468","dse",1
"469","dst",3
"470","dsti",1
"471","dt",56
"472","dth",36
"473","dtha",12
"474","dthe",24
"475","dto",18
"476","dtof",3
"477","du",1
"478","dual",6
"479","duc",1
"480","due",1
"481","dul",1
"482","dv",7
"483","dver",2
"484","dvi",3
"485","dw",16
"486","dwe",2
"487","dwi",8
"488","dwith",8
"489","dy",12
"490","e",3
"491","ea",9
"492","eac",3
"493","each",4
"494","ead",4
"495","eade",1
"496","eal",13
"497","eall",2
"498","ealo",5
"499","ean",25
"500","eand",5
"501","eap",6
"502","eapp",6
"503","ear",4
"504","eart",2
"505","eartic",2
"506","eas",2
"507","eat",3
"508","eate",2
"509","eati",1
"510","eau",5
"511","eb",10
"512","ebee",3
"513","ec",7
"514","eca",11
"515","ece",4
"516","eced",1
"517","eces",7
"518","ech",3
"519","echo",1
"520","eci",1
"521","ecl",3
"522","eco",25
"523","ecom",3
"524","econ",7
"525","econs",2
"526","ecte",3
"527","ecti",5
"528","ecul",1
"529","ed",12
"530","eda",16
"531","edan",7
"532","edb",21
"533","ede",1
"534","eder",6
"535","edi",10
"536","edin",7
"537","eding",2
"538","edo",3
"539","eds",1
"540","edu",3
"541","ee",3
"542","eed",13
"543","eede",3
"544","eedin",3
"545","eef",2
"546","eem",1
"547","eems",1
"548","een",13
"549","eena",1
"550","eenc",1
"551","eene",3
"552","eens",3
"553","eep",1
"554","eer",2
"555","ees",2
"556","eest",1
"557","eesta",1
"558","eet",1
"559","ef",5
"560","efa",3
"561","eff",6
"562","effe",3
"563","effic",1
"564","efi",4
"565","efin",5
"566","efor",6
"567","efore",2
"568","eform",7
"569","eg",2
"570","ega",1
"571","ege",1
"572","egi",8
"573","egis",7
"574","ego",8
"575","egre",4
"576","egu",7
"577","eh",15
"578","eha",10
"579","ehan",4
"580","ehe",3
"581","ehen",1
"582","ehi",2
"583","ehou",2
"584","ei",10
"585","eif",2
"586","eim",4
"587","ein",17
"588","eing",2
"589","einst",2
"590","eint",5
"591","einthe",4
"592","eir",21
"593","eire",3
"594","eirs",1
"595","eis",11
"596","eist",3
"597","eit",5
"598","eith",4
"599","eiti",2
"600","eive",1
"601","ej",8
"602","el",7
"603","ela",10
"604","elat",6
"605","ele",3
"606","eleg",8
"607","eles",3
"608","elf",3
"609","eli",1
"610","ell",9
"611","ella",2
"612","elo",3
"613","eltkv",2
"614","ely",5
"615","em",1
"616","ema",3
"617","eman",5
"618","emb",1
"619","ember",3
"620","eme",2
"621","emed",7
"622","emi",4
"623","emin",2
"624","emo",1
"625","emp",3
"626","empl",2
"627","en",2
"628","ena",7
"629","enc",12
"630","ence",11
"631","end",9
"632","enda",2
"633","ende",3
"634","ender",1
"635","endin",1
"636","enew",3
"637","enf",1
"638","eni",4
"639","enm",2
"640","eno",10
"641","ens",8
"642","ense",4
"643","ensi",4
"644","ensu",1
"645","ent",4
"646","enta",1
"647","enthe",2
"648","enti",4
"649","entin",3
"650","ento",11
"651","entr",1
"652","enu",6
"653","eo",7
"654","eob",5
"655","eof",9
"656","eofa",4
"657","eon",2
"658","eop",2
"659","eor",5
"660","eot",3
"661","eothe",3
"662","eother",3
"663","ep",13
"664","epa",22
"665","epar",4
"666","epe",2
"667","epen",1
"668","epl",6
"669","epo",14
"670","epower",9
"671","epr",19
"672","epre",8
"673","epres",10
"674","epu",4
"675","equ",6
"676","equa",8
"677","er",8
"678","era",6
"679","eral",2
"680","eran",7
"681","erat",13
"682","erc",6
"683","ere",5
"684","erea",4
"685","erei",2
"686","eres",4
"687","erf",5
"688","eri",7
"689","eric",3
"690","erie",2
"691","erin",9
"692","erit",4
"693","erm",5
"694","ern",2
"695","ero",20
"696","erof",10
"697","erou",6
"698","erre",2
"699","ers",9
"700","erso",3
"701","erst",4
"702","ert",3
"703","erta",4
"704","erthe",4
"705","erti",1
"706","erto",7
"707","eru",1
"708","ery",6
"709","es",8
"710","esa",4
"711","esar",1
