"","n4","Freq"
"1","a",3
"2","ab",17
"3","abl",5
"4","abli",6
"5","abo",3
"6","abs",1
"7","ac",3
"8","acc",5
"9","ace",2
"10","aci",4
"11","aco",5
"12","acri",2
"13","act",1
"14","acte",2
"15","acti",5
"16","ad",15
"17","adbe",2
"18","ade",9
"19","adm",5
"20","ado",6
"21","af",8
"22","afe",2
"23","affi",2
"24","aft",1
"25","ag",13
"26","aga",6
"27","age",5
"28","agre",1
"29","ah",1
"30","ai",4
"31","aid",2
"32","ail",1
"33","aim",1
"34","ain",4
"35","aine",3
"36","aini",1
"37","ains",6
"38","ainst",6
"39","aint",5
"40","ais",1
"41","aj",1
"42","ajo",1
"43","ak",11
"44","ake",5
"45","al",2
"46","ala",12
"47","alan",3
"48","alar",1
"49","alb",1
"50","ald",1
"51","ale",3
"52","alf",1
"53","ali",3
"54","alit",1
"55","all",6
"56","alle",1
"57","alo",4
"58","alon",1
"59","als",4
"60","alt",6
"61","alu",2
"62","am",19
"63","ama",5
"64","amb",4
"65","ame",2
"66","amer",3
"67","ami",1
"68","amo",5
"69","amon",3
"70","amp",3
"71","ampl",3
"72","an",1
"73","ana",4
"74","anc",2
"75","ance",11
"76","anci",1
"77","and",60
"78","ande",5
"79","andi",9
"80","ane",7
"81","ang",3
"82","ani",8
"83","ann",1
"84","ano",4
"85","anot",1
"86","ans",6
"87","ant",6
"88","anta",1
"89","ante",6
"90","anti",1
"91","ap",13
"92","apa",3
"93","ape",3
"94","apower",2
"95","app",6
"96","appo",5
"97","ar",1
"98","ara",1
"99","arac",2
"100","aract",2
"101","ard",4
"102","are",9
"103","aren",1
"104","ares",1
"105","aret",3
"106","arg",3
"107","ari",4
"108","arie",2
"109","arl",4
"110","arm",2
"111","arn",1
"112","aro",1
"113","arr",6
"114","ars",3
"115","art",3
"116","arti",15
"117","artic",2
"118","ary",1
"119","as",6
"120","asa",5
"121","asb",8
"122","asbe",7
"123","asi",8
"124","asing",1
"125","aso",3
"126","ass",20
"127","assa",9
"128","asse",3
"129","assi",2
"130","assu",5
"131","ast",12
"132","astate",2
"133","asth",4
"134","asu",5
"135","asur",3
"136","asw",4
"137","aswe",3
"138","at",10
"139","ata",7
"140","atan",2
"141","atb",1
"142","ate",2
"143","ated",10
"144","aten",1
"145","ater",4
"146","ath",3
"147","athe",2
"148","ati",12
"149","atin",3
"150","ation",23
"151","ationa",3
"152","atit",4
"153","atitu",1
"154","ative",1
"155","ato",4
"156","aton",1
"157","ator",3
"158","ats",3
"159","att",3
"160","atte",2
"161","atth",11
"162","atu",4
"163","au",10
"164","aus",3
"165","ause",3
"166","aut",10
"167","auth",10
"168","av",7
"169","ave",4
"170","aver",3
"171","aves",2
"172","avi",4
"173","avo",3
"174","aw",2
"175","awo",8
"176","ax",1
"177","axi",1
"178","axqwtm",1
"179","ayb",7
"180","aye",1
"181","ays",1
"182","b",4
"183","ba",9
"184","babl",1
"185","bar",3
"186","be",3
"187","bea",6
"188","beas",3
"189","bec",4
"190","becom",1
"191","bed",2
"192","bede",1
"193","bee",10
"194","bef",7
"195","bei",6
"196","bein",6
"197","bel",3
"198","bele",1
"199","bem",1
"200","ben",5
"201","bene",3
"202","ber",2
"203","bere",4
"204","bero",2
"205","bers",5
"206","bert",3
"207","bes",4
"208","bet",5
"209","bi",4
"210","bil",1
"211","bit",3
"212","biti",1
"213","bj",11
"214","bjecti",1
"215","bl",5
"216","ble",11
"217","blec",1
"218","blet",1
"219","blo",1
"220","bm",2
"221","bmgjbr",1
"222","bo",9
"223","bod",3
"224","bor",3
"225","bot",3
"226","both",3
"227","br",7
"228","bra",3
"229","brac",1
"230","bran",1
"231","bri",1
"232","bro",2
"233","bsc",1
"234","bse",1
"235","bso",1
"236","bsol",1
"237","bst",4
"238","bsta",4
"239","bt",1
"240","bu",12
"241","but",12
"242","buti",2
"243","bv",4
"244","bvi",3
"245","by",38
"246","bya",2
"247","byan",1
"248","byo",3
"249","byt",17
"250","byth",16
"251","byw",2
"252","c",2
"253","ca",8
"254","cac",1
"255","cal",3
"256","can",5
"257","canc",1
"258","cand",1
"259","cap",1
"260","capa",1
"261","cas",7
"262","case",7
"263","casi",1
"264","cat",1
"265","cau",1
"266","cca",1
"267","ccas",1
"268","cce",1
"269","cco",4
"270","ccu",1
"271","ccur",1
"272","ce",2
"273","cea",3
"274","ceand",1
"275","cebe",2
"276","ced",7
"277","cede",2
"278","cee",6
"279","cei",11
"280","cent",1
"281","ceo",5
"282","cep",7
"283","cer",2
"284","cern",1
"285","cert",4
"286","cess",5
"287","cessa",3
"288","cessi",2
"289","cet",6
"290","cglvcy",1
"291","ch",4
"292","cha",8
"293","chan",4
"294","char",4
"295","chi",2
"296","cho",1
"297","cht",12
"298","ci",3
"299","cia",6
"300","cie",6
"301","cien",1
"302","cil",2
"303","cio",1
"304","cip",2
"305","cir",2
"306","circ",2
"307","cis",3
"308","cise",2
"309","cit",5
"310","citi",3
"311","cl",7
"312","cla",7
"313","clas",4
"314","cle",12
"315","clea",2
"316","cles",9
"317","clu",4
"318","co",60
"319","coin",5
"320","col",3
"321","coll",2
"322","com",25
"323","con",39
"324","conc",6
"325","cong",6
"326","cons",18
"327","consi",6
"328","const",11
"329","cont",8
"330","conven",8
"331","cor",2
"332","cordin",1
"333","cou",14
"334","coun",8
"335","cour",5
"336","cover",1
"337","cr",9
"338","cre",2
"339","cret",1
"340","cta",4
"341","cted",5
"342","cter",2
"343","cti",7
"344","ctic",5
"345","ctit",2
"346","cto",6
"347","ctor",3
"348","cts",4
"349","ctthe",3
"350","ctto",2
"351","ctu",3
"352","cu",3
"353","cul",2
"354","cum",2
"355","cur",5
"356","cure",2
"357","curi",1
"358","cus",2
"359","cut",1
"360","cy",6
"361","d",3
"362","da",3
"363","dac",1
"364","dan",5
"365","dange",1
"366","dar",2
"367","das",4
"368","dat",4
"369","db",5
"370","dbe",8
"371","dc",12
"372","dco",8
"373","dd",6
"374","dde",5
"375","ddi",1
"376","de",2
"377","dea",3
"378","deb",3
"379","ded",11
"380","dee",2
"381","def",13
"382","defe",4
"383","defi",7
"384","deg",1
"385","degre",1
"386","del",2
"387","dem",1
"388","den",9
"389","dent",7
"390","dep",2
"391","depar",1
"392","depart",1
"393","dera",1
"394","deral",6
"395","dere",1
"396","deri",1
"397","dern",3
"398","dert",5
"399","derthe",3
"400","des",12
"401","desi",1
"402","dest",2
"403","det",1
"404","df",13
"405","dfor",7
"406","dfr",2
"407","dg",7
"408","dge",3
"409","dh",10
"410","dha",7
"411","dhe",2
"412","dho",1
"413","di",6
"414","dia",8
"415","dic",1
"416","dici",2
"417","dif",4
"418","din",5
"419","dina",1
"420","ding",8
"421","dint",9
"422","dio",1
"423","dir",2
"424","dire",1
"425","dis",17
"426","disco",2
"427","dist",3
"428","dit",6
"429","diti",2
"430","div",1
"431","divi",1
"432","dj",1
"433","dl",2
"434","dle",1
"435","dm",1
"436","dmi",5
"437","dmin",2
"438","dn",9
"439","dno",8
"440","dnot",4
"441","do",16
"442","doe",1
"443","dof",12
"444","dom",1
"445","don",8
"446","dono",1
"447","dop",1
"448","dou",3
"449","dp",12
"450","dr",8
"451","dre",7
"452","ds",19
"453","dsa",1
"454","dse",2
"455","dst",10
"456","dsta",7
"457","dstate",7
"458","dsti",2
"459","dt",50
"460","dth",30
"461","dtha",9
"462","dthe",21
"463","dther",1
"464","dto",20
"465","du",4
"466","dual",2
"467","duc",5
"468","due",1
"469","dul",1
"470","dur",1
"471","dut",2
"472","duti",1
"473","dv",11
"474","dva",3
"475","dver",2
"476","dvi",5
"477","dw",6
"478","dwi",2
"479","dwith",2
"480","dy",2
"481","ea",9
"482","eac",4
"483","each",3
"484","ead",5
"485","eal",1
"486","ean",12
"487","eand",6
"488","eap",2
"489","eapp",1
"490","ear",2
"491","eart",9
"492","eartic",8
"493","eas",5
"494","eat",2
"495","eate",2
"496","eati",6
"497","eau",4
"498","eb",4
"499","ebe",2
"500","ebee",9
"501","ec",5
"502","eca",4
"503","ece",2
"504","eced",2
"505","eces",5
"506","ech",1
"507","eci",5
"508","ecl",2
"509","eco",36
"510","ecom",11
"511","econ",6
"512","econs",3
"513","ect",1
"514","ecte",5
"515","ecti",1
"516","ecu",1
"517","ecul",1
"518","ed",10
"519","eda",14
"520","edan",6
"521","edb",22
"522","eder",18
"523","edi",14
"524","edin",9
"525","eding",3
"526","edo",10
"527","eds",6
"528","edst",5
"529","edu",5
"530","ee",1
"531","eed",6
"532","eede",1
"533","eedin",3
"534","eef",1
"535","eele",2
"536","eem",5
"537","eems",3
"538","een",23
"539","eena",1
"540","eenc",1
"541","eene",1
"542","eens",3
"543","eent",4
"544","eento",1
"545","ees",3
"546","eess",1
"547","eest",1
"548","eesta",1
"549","eet",1
"550","ef",6
"551","efe",1
"552","eff",4
"553","effe",3
"554","efi",1
"555","efin",7
"556","efor",12
"557","efore",9
"558","eform",7
"559","eft",1
"560","eg",4
"561","ega",1
"562","ege",5
"563","egi",6
"564","egis",5
"565","ego",3
"566","egre",1
"567","egu",15
"568","eh",11
"569","eha",5
"570","ehe",5
"571","ehen",4
"572","ehi",5
"573","ei",6
"574","eig",3
"575","eign",1
"576","eim",8
"577","ein",15
"578","eing",2
"579","einst",2
"580","eint",5
"581","einthe",2
"582","eir",31
"583","eire",2
"584","eirs",3
"585","eis",3
"586","eist",1
"587","eit",8
"588","eith",3
"589","eiti",4
"590","eive",4
"591","ej",3
"592","el",4
"593","ela",12
"594","elat",3
"595","eleg",1
"596","eles",3
"597","elf",1
"598","eli",2
"599","ell",3
"600","ella",3
"601","elo",7
"602","eltkv",1
"603","ely",5
"604","em",3
"605","ema",1
"606","eman",6
"607","emb",5
"608","ember",6
"609","eme",4
"610","emed",3
"611","emi",7
"612","emo",2
"613","emp",4
"614","empl",1
"615","en",7
"616","ena",4
"617","enat",3
"618","enc",10
"619","ence",8
"620","enci",1
"621","end",16
"622","enda",6
"623","ende",5
"624","ender",2
"625","endin",3
"626","ene",2
"627","enew",1
"628","enf",4
"629","eni",10
"630","enl",1
"631","enm",2
"632","eno",11
"633","ens",5
"634","ense",4
"635","ensi",2
"636","ensu",2
"637","ent",3
"638","enta",4
"639","enter",1
"640","enthe",3
"641","enti",3
"642","entin",4
"643","ento",9
"644","entr",1
"645","enu",1
"646","eo",10
"647","eob",3
"648","eof",16
"649","eofa",5
"650","eol",1
"651","eon",4
"652","eop",1
"653","eoper",1
"654","eor",1
"655","eou",2
"656","ep",7
"657","epa",7
"658","epar",2
"659","epart",1
"660","epl",4
"661","epo",11
"662","epower",11
"663","epr",16
"664","epre",2
"665","epres",1
"666","epu",6
"667","equ",4
