"","n4","Freq"
"1","ab",21
"2","abl",4
"3","abli",9
"4","abo",3
"5","abs",4
"6","ac",6
"7","acc",3
"8","ace",3
"9","acha",1
"10","aci",1
"11","aco",8
"12","acri",3
"13","act",12
"14","acte",4
"15","acti",1
"16","ad",15
"17","adbe",3
"18","ade",12
"19","adm",2
"20","ado",1
"21","af",9
"22","afe",2
"23","affi",1
"24","aft",1
"25","ag",13
"26","aga",5
"27","age",2
"28","agis",1
"29","agre",4
"30","ai",4
"31","aid",3
"32","aim",2
"33","ain",1
"34","aine",2
"35","aini",1
"36","ains",3
"37","ainst",3
"38","aint",4
"39","aj",6
"40","ajo",5
"41","ak",7
"42","ake",4
"43","al",9
"44","ala",17
"45","alan",10
"46","ale",2
"47","alf",1
"48","ali",6
"49","alin",4
"50","alit",1
"51","all",11
"52","alle",4
"53","alo",6
"54","alon",3
"55","als",7
"56","alt",18
"57","alu",1
"58","am",20
"59","ama",5
"60","ame",6
"61","ament",3
"62","amer",4
"63","ami",1
"64","amo",3
"65","amon",2
"66","amp",3
"67","ampl",2
"68","an",1
"69","ana",15
"70","anc",2
"71","ance",8
"72","and",51
"73","ande",2
"74","andi",9
"75","ane",4
"76","ang",4
"77","ani",7
"78","ann",3
"79","ano",4
"80","ans",8
"81","ant",2
"82","ante",1
"83","anti",1
"84","anu",1
"85","ap",21
"86","apa",2
"87","ape",2
"88","apower",1
"89","app",8
"90","appo",8
"91","ara",4
"92","arac",4
"93","aract",4
"94","arc",2
"95","are",20
"96","area",3
"97","ares",4
"98","aret",4
"99","arg",2
"100","ari",4
"101","arie",1
"102","arl",4
"103","arm",2
"104","arn",1
"105","arr",2
"106","ars",2
"107","art",2
"108","arti",22
"109","artic",2
"110","arto",4
"111","ary",6
"112","as",7
"113","asa",5
"114","asb",6
"115","asbe",6
"116","ase",1
"117","asi",7
"118","asing",1
"119","asit",3
"120","aso",3
"121","ass",6
"122","asse",2
"123","assu",1
"124","ast",18
"125","asth",9
"126","asu",4
"127","asur",4
"128","asw",4
"129","aswe",1
"130","at",7
"131","ata",7
"132","atan",5
"133","atb",2
"134","ate",3
"135","ated",8
"136","ath",6
"137","athe",3
"138","ati",14
"139","atin",5
"140","ation",20
"141","ationa",4
"142","atit",3
"143","atitu",1
"144","ative",1
"145","ato",7
"146","aton",1
"147","ator",3
"148","ats",3
"149","atso",1
"150","att",1
"151","atte",1
"152","atth",27
"153","atu",8
"154","au",12
"155","aus",1
"156","aut",17
"157","auth",17
"158","av",3
"159","ave",3
"160","aver",3
"161","aves",6
"162","ax",3
"163","axi",1
"164","axqwtm",3
"165","ay",1
"166","ayb",5
"167","b",2
"168","ba",1
"169","babl",1
"170","bbosvb",4
"171","be",3
"172","bea",8
"173","bear",1
"174","bec",7
"175","becom",2
"176","bed",6
"177","bede",4
"178","bee",11
"179","bei",4
"180","bein",3
"181","bel",5
"182","bele",2
"183","bem",3
"184","bema",3
"185","ber",1
"186","bera",1
"187","bere",2
"188","bero",2
"189","bers",2
"190","bert",2
"191","bes",8
"192","besa",4
"193","bet",4
"194","beun",1
"195","bey",1
"196","bi",1
"197","bin",1
"198","bj",14
"199","bjecti",2
"200","bl",1
"201","ble",10
"202","blec",1
"203","blet",2
"204","bm",1
"205","bmgjbr",3
"206","bo",8
"207","bod",2
"208","bor",2
"209","bot",1
"210","both",1
"211","bou",2
"212","br",3
"213","bra",2
"214","brac",1
"215","bran",1
"216","bse",1
"217","bso",3
"218","bsol",3
"219","bst",2
"220","bsta",2
"221","bu",10
"222","but",8
"223","buti",1
"224","by",44
"225","bya",6
"226","byan",1
"227","byt",24
"228","byth",23
"229","byw",3
"230","c",1
"231","ca",8
"232","cal",5
"233","can",2
"234","cann",2
"235","cap",1
"236","car",2
"237","cas",8
"238","case",8
"239","cat",3
"240","cau",1
"241","caut",1
"242","cco",3
"243","cea",1
"244","ced",8
"245","cee",3
"246","cei",1
"247","ceo",6
"248","cer",2
"249","cert",2
"250","ces",1
"251","cess",5
"252","cessa",4
"253","cessi",1
"254","cet",5
"255","cglvcy",2
"256","ch",3
"257","cha",11
"258","chan",5
"259","char",5
"260","chas",1
"261","che",1
"262","chis",3
"263","cho",3
"264","cht",11
"265","ci",2
"266","cie",4
"267","cien",4
"268","cil",2
"269","cip",14
"270","cis",4
"271","cise",3
"272","cit",5
"273","citi",5
"274","cl",2
"275","cla",3
"276","clar",2
"277","cle",14
"278","clea",1
"279","cles",13
"280","co",46
"281","coin",3
"282","col",3
"283","coll",3
"284","com",11
"285","con",35
"286","conc",4
"287","cong",14
"288","cons",13
"289","consi",4
"290","const",16
"291","cont",4
"292","conven",24
"293","cop",1
"294","cor",4
"295","cordin",2
"296","cou",10
"297","coun",2
"298","cour",2
"299","cr",9
"300","cri",3
"301","crit",3
"302","cta",6
"303","cte",1
