"","n4","Freq"
"1","ab",29
"2","abl",12
"3","abli",5
"4","abo",5
"5","abs",1
"6","ac",2
"7","acc",7
"8","ace",9
"9","ach",2
"10","aci",3
"11","aco",1
"12","acri",1
"13","act",6
"14","acte",1
"15","acti",7
"16","ad",17
"17","ade",6
"18","ader",1
"19","adm",6
"20","ado",1
"21","af",10
"22","afe",2
"23","ag",14
"24","aga",5
"25","age",5
"26","agre",3
"27","ah",2
"28","ai",6
"29","aid",4
"30","ail",4
"31","aim",1
"32","ain",4
"33","aine",3
"34","aini",1
"35","ains",5
"36","ainst",4
"37","aint",7
"38","aj",3
"39","ajo",2
"40","ak",11
"41","ake",5
"42","al",5
"43","ala",5
"44","alar",5
"45","alb",1
"46","ald",4
"47","ale",1
"48","alf",1
"49","ali",5
"50","alin",1
"51","alit",1
"52","all",8
"53","alle",1
"54","alo",3
"55","alon",3
"56","als",5
"57","alt",5
"58","alu",2
"59","am",21
"60","ama",2
"61","ame",6
"62","ament",1
"63","amer",7
"64","ami",2
"65","amo",8
"66","amon",5
"67","amp",2
"68","ampl",2
"69","an",1
"70","ana",6
"71","anc",6
"72","ance",11
"73","anci",3
"74","and",51
"75","ande",7
"76","andi",6
"77","ane",6
"78","ang",7
"79","ange",1
"80","ani",10
"81","ann",2
"82","ano",6
"83","anot",1
"84","ans",2
"85","ant",8
"86","anta",3
"87","anti",7
"88","anu",2
"89","ap",6
"90","ape",1
"91","app",3
"92","apre",1
"93","ara",2
"94","arac",1
"95","aract",1
"96","arc",1
"97","ard",4
"98","are",26
"99","area",2
"100","arei",2
"101","aren",3
"102","aret",5
"103","arg",10
"104","ari",4
"105","arie",3
"106","arl",3
"107","arm",5
"108","aro",1
"109","arr",3
"110","ars",4
"111","art",1
"112","arti",6
"113","arto",2
"114","ary",2
"115","as",15
"116","asa",2
"117","asb",3
"118","asbe",3
"119","ase",5
"120","asi",6
"121","asing",1
"122","asit",2
"123","asl",3
"124","aso",6
"125","ass",6
"126","asse",4
"127","assi",4
"128","ast",22
"129","asth",16
"130","asu",1
"131","asur",1
"132","asw",5
"133","at",2
"134","ata",5
"135","atan",1
"136","atb",2
"137","ate",5
"138","ated",8
"139","ater",5
"140","ath",1
"141","ati",14
"142","atin",3
"143","ation",17
"144","ationa",2
"145","atis",2
"146","atit",8
"147","atitu",2
"148","ato",6
"149","ator",1
"150","ats",2
"151","atso",1
"152","att",11
"153","atte",2
"154","atth",21
"155","atu",5
"156","au",1
"157","aus",6
"158","ause",6
"159","aut",2
"160","auth",2
"161","av",6
"162","ave",2
"163","aven",2
"164","aves",4
"165","avi",2
"166","avo",5
"167","aw",1
"168","axqwtm",1
"169","ayb",11
"170","aye",2
"171","ays",1
"172","b",3
"173","ba",2
"174","babl",1
"175","bar",1
"176","bbosvb",1
"177","be",14
"178","bea",6
"179","bear",1
"180","bec",9
"181","becom",2
"182","bed",5
"183","bede",1
"184","bee",7
"185","bef",7
"186","bei",4
"187","bein",4
"188","bel",5
"189","bele",2
"190","bem",5
"191","bema",2
"192","ben",7
"193","bene",6
"194","ber",3
"195","bera",1
"196","bere",7
"197","bero",2
"198","bers",3
"199","bert",10
"200","bes",7
"201","besa",2
"202","beso",1
"203","bet",13
"204","beun",1
"205","bey",1
"206","bi",2
"207","bil",2
"208","bj",12
"209","bjecti",3
"210","bl",3
"211","ble",21
"212","blec",1
"213","blet",5
"214","blo",2
"215","bm",1
"216","bmgjbr",3
"217","bo",8
"218","bod",1
"219","bor",7
"220","bot",1
"221","both",1
"222","br",7
"223","bra",3
"224","brac",1
"225","bran",1
"226","brea",1
"227","bri",3
"228","brit",1
"229","bse",5
"230","bso",1
"231","bsol",1
"232","bst",1
"233","bt",2
"234","bu",10
"235","bul",2
"236","but",8
"237","buti",3
"238","bv",2
"239","bvi",1
"240","by",29
"241","bya",2
"242","byo",1
"243","byt",13
"244","byth",13
"245","c",1
"246","ca",12
"247","cac",2
"248","cal",6
"249","can",12
"250","canc",3
"251","cand",3
"252","candi",1
"253","cang",1
"254","cann",6
"255","car",1
"256","casi",2
"257","cat",3
"258","cau",7
"259","caut",1
"260","cc",2
"261","cca",2
"262","ccas",2
"263","cce",1
"264","ccess",1
"265","cco",7
"266","ccu",1
"267","ccur",1
"268","ce",1
"269","cea",7
"270","ceand",5
"271","cebe",1
"272","ced",2
"273","cede",1
"274","cee",2
"275","cef",4
"276","cei",6
"277","cele",1
"278","cent",4
"279","ceo",10
"280","cer",2
"281","cern",1
"282","cert",2
"283","ces",2
"284","cess",4
"285","cessa",2
"286","cessi",2
"287","cet",7
"288","cg",2
"289","cgo",2
"290","ch",2
"291","cha",13
"292","chan",2
"293","char",4
"294","che",1
"295","chi",1
"296","chis",3
"297","cho",5
"298","cht",13
"299","ci",5
"300","cie",4
"301","cien",2
"302","cil",4
"303","cio",1
"304","cip",5
"305","cir",1
"306","circ",1
"307","cis",4
"308","cise",2
"309","cit",11
"310","citi",10
"311","cla",2
"312","clu",1
"313","co",35
"314","col",1
"315","coll",1
"316","com",13
"317","con",29
"318","conc",2
"319","cong",1
"320","cons",10
"321","consi",4
"322","const",4
"323","cont",13
"324","conven",2
"325","cor",2
"326","cordin",1
"327","cou",14
"328","coun",8
"329","cour",3
"330","cover",4
"331","cr",4
"332","cra",8
"333","crati",1
"334","cre",2
"335","cta",4
"336","cte",1
"337","cted",5
"338","cter",1
"339","cti",7
"340","ctic",5
"341","ctive",1
"342","cto",7
"343","ctor",2
"344","cts",13
"345","ctu",4
"346","cu",2
"347","cul",2
"348","cum",1
"349","cur",3
"350","cure",2
"351","curi",1
"352","cus",1
"353","cut",1
"354","cy",11
"355","d",3
"356","da",6
"357","dac",2
"358","dan",7
"359","dange",4
"360","dar",2
"361","das",4
"362","dat",5
"363","db",4
"364","dbe",7
"365","dc",6
"366","dco",6
"367","dd",5
"368","dde",3
"369","ddi",1
"370","dea",6
"371","deb",2
"372","dec",6
"373","deci",3
"374","ded",11
"375","dee",1
"376","def",3
"377","defe",2
"378","deg",5
"379","degre",5
"380","del",6
"381","deli",1
"382","dem",9
"383","demo",8
"384","den",7
"385","dent",2
"386","dep",2
"387","der",3
"388","dera",1
"389","deral",1
"390","dere",1
"391","deri",5
"392","dern",4
"393","dert",2
"394","derthe",2
"395","des",6
"396","desi",1
"397","dest",3
"398","df",17
"399","dfor",7
"400","dfr",4
"401","dg",1
"402","dge",1
"403","dh",6
"404","dha",3
"405","dhe",1
"406","di",6
"407","dia",4
"408","dic",1
"409","did",2
"410","dif",8
"411","din",2
"412","dina",2
"413","ding",2
"414","dint",3
"415","dir",1
"416","dire",1
"417","dis",27
"418","disco",4
"419","dist",14
"420","distr",4
"421","dit",4
"422","diti",2
"423","div",1
"424","dl",1
"425","dm",4
"426","dmi",6
