"","n4","Freq"
"1","a",3
"2","ab",9
"3","abl",5
"4","abli",1
"5","abs",1
"6","abu",1
"7","ac",6
"8","acc",4
"9","ace",6
"10","ach",5
"11","acha",3
"12","achm",2
"13","aci",3
"14","aco",2
"15","act",6
"16","acti",3
"17","ad",5
"18","adbe",8
"19","ade",2
"20","adm",3
"21","af",3
"22","affi",1
"23","aft",1
"24","ag",15
"25","aga",7
"26","age",4
"27","agis",6
"28","agre",3
"29","ai",3
"30","aid",1
"31","ail",3
"32","ain",4
"33","aine",7
"34","aini",1
"35","ains",7
"36","ainst",7
"37","aint",1
"38","ak",3
"39","ake",2
"40","al",12
"41","ala",8
"42","alan",2
"43","alar",2
"44","alb",3
"45","ale",1
"46","alf",1
"47","ali",5
"48","alin",2
"49","alit",1
"50","all",15
"51","alle",3
"52","alo",3
"53","alon",1
"54","als",4
"55","alt",4
"56","am",11
"57","amb",2
"58","ame",1
"59","ament",1
"60","amer",1
"61","ami",3
"62","amo",7
"63","amon",3
"64","amp",3
"65","ampl",3
"66","an",5
"67","ana",3
"68","anc",7
"69","ance",16
"70","and",43
"71","ande",7
"72","andi",4
"73","ane",6
"74","ang",4
"75","ani",6
"76","ann",2
"77","ano",5
"78","anot",2
"79","ans",4
"80","ant",1
"81","anta",1
"82","ante",2
"83","anti",2
"84","ap",11
"85","apa",4
"86","ape",1
"87","app",1
"88","apre",2
"89","arc",5
"90","ard",2
"91","are",17
"92","area",1
"93","arei",1
"94","aren",1
"95","ares",1
"96","aret",2
"97","arg",1
"98","ari",3
"99","arie",5
"100","arm",2
"101","aro",1
"102","arr",5
"103","ars",6
"104","art",3
"105","arti",8
"106","artic",1
"107","arto",5
"108","ary",2
"109","as",6
"110","asa",3
"111","asb",3
"112","asbe",3
"113","ase",3
"114","asi",10
"115","asing",2
"116","asl",1
"117","aso",6
"118","ass",13
"119","assa",2
"120","asse",7
"121","assi",5
"122","assu",4
"123","ast",14
"124","astate",1
"125","asth",11
"126","asu",6
"127","asur",3
"128","asw",2
"129","aswe",1
"130","at",5
"131","ata",5
"132","atan",1
"133","ate",1
"134","ated",12
"135","aten",1
"136","ater",5
"137","ath",3
"138","atho",1
"139","ati",7
"140","atin",3
"141","ation",10
"142","ationa",2
"143","atis",2
"144","atit",2
"145","ato",5
"146","aton",1
"147","ator",2
"148","ats",1
"149","atso",1
"150","att",7
"151","atte",2
"152","atth",20
"153","atu",14
"154","au",5
"155","aus",4
"156","ause",2
"157","aut",11
"158","auth",11
"159","av",3
"160","aven",3
"161","aver",1
"162","aves",5
"163","avi",2
"164","avo",3
"165","aw",1
"166","awo",2
"167","ax",1
"168","axi",1
"169","axqwtm",1
"170","ayb",4
"171","aye",2
"172","b",1
"173","ba",3
"174","babl",1
"175","bar",2
"176","bbosvb",1
"177","be",6
"178","bea",6
"179","beas",3
"180","bec",4
"181","becom",1
"182","bed",5
"183","bede",1
"184","bee",14
"185","bef",4
"186","bei",12
"187","bein",9
"188","bel",5
"189","bele",2
"190","bem",6
"191","bema",4
"192","ben",2
"193","bene",1
"194","bera",1
"195","bero",1
"196","bers",6
"197","bert",2
"198","bes",8
"199","beso",3
"200","bet",6
"201","bey",1
"202","bi",5
"203","bil",2
"204","bill",1
"205","bit",3
"206","biti",2
"207","bj",5
"208","bjecti",1
"209","bl",5
"210","ble",11
"211","blec",1
"212","blet",1
"213","bli",1
"214","bmgjbr",4
"215","bo",14
"216","bod",5
"217","bor",1
"218","bot",4
"219","both",4
"220","bou",4
"221","br",6
"222","bra",3
"223","bran",3
"224","brea",1
"225","bro",2
"226","bsc",1
"227","bse",1
"228","bso",1
"229","bsol",1
"230","bt",2
"231","bta",1
"232","bu",8
"233","but",8
"234","buti",2
"235","bv",1
"236","bvi",1
"237","by",34
"238","bya",8
"239","byan",3
"240","byo",2
"241","byt",15
"242","byth",14
"243","c",1
"244","ca",6
"245","cac",2
"246","cal",5
"247","can",3
"248","canc",1
"249","cann",1
"250","cap",2
"251","capa",2
"252","car",2
"253","cas",5
"254","case",5
"255","casi",2
"256","cat",1
"257","cau",3
"258","caut",2
"259","cca",2
"260","ccas",2
"261","cce",2
"262","ccess",2
"263","cco",3
"264","ce",1
"265","cea",8
"266","ceand",3
"267","cebe",1
"268","ced",6
"269","cee",3
"270","cef",2
"271","cei",8
"272","cent",2
"273","ceo",6
"274","cep",3
"275","cert",2
"276","ces",2
"277","cess",12
"278","cessa",9
"279","cessi",2
"280","cet",5
"281","cg",1
"282","cglvcy",1
"283","cgo",1
"284","ch",3
"285","cha",7
"286","chan",1
"287","chas",2
"288","che",6
"289","chec",1
"290","ches",3
"291","chi",7
"292","chis",4
"293","chm",2
"294","cho",5
"295","chose",1
"296","cht",7
"297","cia",12
"298","cie",1
"299","cien",2
"300","cil",6
"301","cip",3
"302","cir",2
"303","circ",2
"304","cis",10
"305","cise",9
"306","cit",2
"307","citi",1
"308","cl",2
"309","cla",4
"310","clar",2
"311","clas",1
"312","cle",2
"313","cles",2
"314","clu",3
"315","co",20
"316","col",2
"317","coll",2
"318","com",8
"319","con",37
"320","conc",5
"321","cong",3
"322","cons",18
"323","consi",2
"324","const",39
"325","cont",9
"326","conven",2
"327","cor",3
"328","cordin",2
"329","cou",6
"330","coun",4
"331","cour",1
"332","cr",7
"333","cra",1
"334","cre",3
"335","cret",1
"336","cri",1
"337","crit",1
"338","cro",4
"339","cte",1
"340","cted",5
"341","cti",2
"342","ctic",2
"343","ctit",1
"344","ctive",4
"345","cto",3
"346","ctor",1
"347","cts",10
"348","ctthe",1
"349","ctto",2
"350","ctu",4
"351","cum",2
"352","cur",3
"353","curi",3
"354","cut",20
"355","cuti",20
"356","cy",13
"357","d",1
"358","da",1
"359","dac",1
"360","dame",1
"361","dan",5
"362","dange",3
"363","dar",4
"364","das",3
"365","dat",2
"366","db",13
"367","dbe",9
"368","dc",9
"369","dco",8
"370","dd",6
"371","dde",3
"372","ddi",1
"373","de",1
"374","dea",1
"375","dec",5
"376","deci",1
"377","ded",12
"378","def",4
"379","defe",3
"380","defi",1
"381","deg",1
"382","degre",1
"383","del",3
"384","deleg",2
"385","deli",1
"386","dem",1
"387","demo",1
"388","den",10
"389","dent",4
"390","dep",25
"391","depar",20
"392","depart",20
"393","depe",5
"394","dequa",2
"395","der",1
"396","deral",7
"397","dere",2
"398","deri",2
"399","dert",4
"400","derthe",3
"401","des",8
"402","desi",1
"403","dest",1
"404","det",3
"405","df",10
"406","dfor",4
"407","dfr",3
"408","dg",4
"409","dge",2
"410","dh",12
"411","dha",11
"412","di",2
"413","dia",4
"414","dic",1
"415","dici",12
"416","dif",2
"417","din",3
"418","dina",6
"419","ding",2
"420","dint",9
"421","dir",6
"422","dire",6
"423","dis",8
"424","dist",2
"425","dit",8
"426","diti",2
"427","div",1
"428","divi",1
"429","dj",7
"430","dl",2
"431","dle",1
"432","dm",2
"433","dmi",4
"434","dmin",3
"435","dn",5
"436","dno",5
"437","dnot",5
"438","do",5
"439","doe",1
"440","dof",2
"441","dom",1
"442","don",12
"443","dono",1
"444","dothe",1
"445","dou",2
"446","dp",3
"447","dr",11
"448","dra",4
"449","dre",6
"450","dress",2
"451","ds",12
"452","dsa",2
"453","dse",2
"454","dsi",1
"455","dsta",4
"456","dstate",4
"457","dt",48
"458","dth",35
"459","dtha",4
"460","dthe",27
"461","dther",3
"462","dto",12
"463","duc",5
"464","dul",2
"465","dur",2
"466","dut",2
"467","dv",5
"468","dva",2
"469","dver",1
"470","dvi",2
"471","dw",17
"472","dwi",7
"473","dwith",5
"474","dy",5
"475","ea",2
"476","eac",7
"477","each",6
"478","ead",2
"479","eade",1
"480","eal",8
"481","eall",1
"482","ealo",3
