"","n4","Freq"
"1","a",2
"2","ab",10
"3","abl",7
"4","abs",1
"5","abu",1
"6","ac",1
"7","ace",3
"8","ach",6
"9","achm",1
"10","aci",4
"11","aco",5
"12","act",5
"13","acte",1
"14","acti",3
"15","ad",11
"16","ade",3
"17","ader",1
"18","adm",8
"19","af",11
"20","afe",3
"21","affi",1
"22","ag",10
"23","aga",6
"24","age",2
"25","agis",2
"26","ai",4
"27","aid",1
"28","ail",2
"29","aim",1
"30","ain",2
"31","ains",6
"32","ainst",5
"33","aint",2
"34","aj",3
"35","ajo",2
"36","ak",8
"37","ake",4
"38","al",8
"39","ala",9
"40","alan",3
"41","alar",1
"42","ald",2
"43","ale",4
"44","alf",4
"45","ali",4
"46","alin",2
"47","alit",1
"48","all",10
"49","alle",2
"50","alo",2
"51","alon",1
"52","als",6
"53","alt",1
"54","alu",1
"55","am",14
"56","ama",4
"57","amb",1
"58","ame",3
"59","amer",3
"60","ami",3
"61","amo",1
"62","an",2
"63","ana",4
"64","anc",4
"65","ance",11
"66","and",27
"67","ande",1
"68","andi",7
"69","ane",2
"70","ang",2
"71","ani",7
"72","ann",2
"73","ano",3
"74","ans",5
"75","ant",6
"76","anta",5
"77","anti",3
"78","anu",1
"79","ap",6
"80","ape",1
"81","app",3
"82","ar",1
"83","ara",2
"84","arc",1
"85","ard",5
"86","are",8
"87","ares",1
"88","arg",6
"89","ari",4
"90","arie",2
"91","arl",1
"92","arm",4
"93","arn",1
"94","aro",2
"95","arr",1
"96","ars",5
"97","arti",7
"98","arto",1
"99","ary",7
"100","as",5
"101","asb",1
"102","asbe",1
"103","asi",6
"104","asit",1
"105","aso",3
"106","ass",1
"107","assi",3
"108","ast",8
"109","astate",1
"110","asth",2
"111","asu",2
"112","asur",2
"113","asw",1
"114","at",5
"115","ata",6
"116","atan",2
"117","atb",1
"118","ate",3
"119","ated",2
"120","ater",3
"121","ati",4
"122","atin",4
"123","ation",14
"124","ationa",1
"125","atis",1
"126","atit",3
"127","atitu",1
"128","ato",3
"129","aton",1
"130","ator",1
"131","att",14
"132","atte",9
"133","atth",6
"134","atu",10
"135","au",7
"136","aus",6
"137","ause",5
"138","aut",9
"139","auth",9
"140","av",4
"141","ave",2
"142","aven",1
"143","aver",1
"144","avi",1
"145","avo",2
"146","aw",2
"147","awo",2
"148","axqwtm",2
"149","ayb",3
"150","aye",2
"151","ays",3
"152","b",2
"153","ba",3
"154","babl",1
"155","bar",1
"156","bbosvb",4
"157","be",7
"158","bea",5
"159","beas",2
"160","bec",6
"161","becom",1
"162","bed",7
"163","bede",2
"164","bee",4
"165","bef",3
"166","bei",4
"167","bein",3
"168","bel",4
"169","bele",1
"170","bem",3
"171","bema",3
"172","ben",4
"173","bene",3
"174","bera",1
"175","bers",2
"176","bert",1
"177","bes",3
"178","besa",2
"179","bet",5
