"","n4","Freq"
"1","a",5
"2","ab",12
"3","abl",11
"4","ac",3
"5","acc",5
"6","ace",5
"7","ach",2
"8","aci",4
"9","aco",7
"10","act",3
"11","acte",1
"12","acti",3
"13","ad",9
"14","ade",3
"15","ader",1
"16","adm",4
"17","ado",2
"18","af",12
"19","afe",3
"20","affi",1
"21","aft",1
"22","ag",23
"23","aga",4
"24","age",13
"25","agre",1
"26","agu",2
"27","ai",2
"28","aid",1
"29","ail",2
"30","aim",3
"31","ain",4
"32","aine",2
"33","ains",3
"34","ainst",3
"35","aint",5
"36","aj",1
"37","ak",6
"38","ake",2
"39","al",7
"40","ala",4
"41","ald",2
"42","ale",5
"43","alf",1
"44","ali",8
"45","alin",3
"46","alit",2
"47","all",8
"48","alle",2
"49","alo",2
"50","als",6
"51","alt",3
"52","am",19
"53","amb",3
"54","ame",3
"55","ami",2
"56","amo",8
"57","amon",4
"58","amp",2
"59","ampl",1
"60","an",6
"61","ana",7
"62","anc",7
"63","ance",9
"64","and",30
"65","ande",3
"66","andi",9
"67","ane",2
"68","ang",2
"69","ani",4
"70","ann",2
"71","ano",6
"72","anot",2
"73","ans",7
"74","ant",6
"75","anta",2
"76","ante",3
"77","anti",2
"78","anu",1
"79","ap",6
"80","apa",2
"81","ape",1
"82","app",2
"83","ar",1
"84","ara",5
"85","arac",1
"86","arc",6
"87","ard",2
"88","are",15
"89","aren",4
"90","ares",3
"91","aret",3
"92","ari",4
"93","arie",2
"94","arl",2
"95","arm",1
"96","arn",2
"97","aro",3
"98","arr",1
"99","ars",9
"100","art",8
"101","arti",5
"102","artic",1
"103","arto",4
"104","ary",7
"105","as",7
"106","asa",6
"107","asb",6
"108","asbe",6
"109","ase",2
"110","asi",1
"111","asit",1
"112","asl",3
"113","aso",6
"114","ass",4
"115","assa",3
"116","asse",1
"117","assi",3
"118","assu",1
"119","ast",14
"120","astate",1
"121","asth",9
"122","asu",4
"123","asur",1
"124","asw",5
"125","aswe",5
"126","at",3
"127","ata",5
"128","atb",1
"129","ate",6
"130","ated",9
"131","aten",3
"132","ater",2
"133","ath",11
"134","athe",5
"135","ati",7
"136","atin",2
"137","ation",10
"138","atit",1
"139","ato",3
"140","aton",1
"141","ats",2
"142","att",5
"143","atth",8
"144","atu",5
"145","au",2
"146","aus",4
"147","ause",3
"148","aut",1
"149","auth",1
"150","av",10
"151","ave",3
"152","aver",2
"153","aves",3
"154","avi",1
"155","avo",4
"156","aw",4
"157","ax",4
"158","axe",1
"159","axi",2
"160","ay",4
"161","ays",3
"162","b",2
"163","ba",3
"164","be",3
"165","bea",4
"166","bear",1
"167","bec",3
"168","becom",3
"169","bed",3
"170","bee",10
"171","bef",3
"172","bei",1
"173","bein",1
"174","bel",1
"175","bem",1
"176","bema",1
"177","ben",2
"178","bene",2
"179","bere",1
"180","bers",1
"181","bet",9
"182","bey",1
"183","bi",7
"184","bin",1
"185","bit",4
"186","biti",3
"187","bj",5
"188","bl",2
"189","ble",11
"190","blet",3
"191","bli",1
"192","blo",2
"193","bm",1
"194","bmgjbr",4
"195","bo",9
"196","bor",5
"197","bot",1
"198","both",1
"199","bou",2
"200","br",5
"201","bra",2
"202","bran",2
"203","bri",2
"204","brit",2
"205","bro",1
"206","bse",1
"207","bt",3
"208","bu",3
"209","but",3
"210","by",13
"211","bya",2
"212","byt",4
"213","byth",4
"214","c",2
"215","ca",13
"216","cac",1
"217","cal",2
"218","can",2
"219","cand",1
"220","car",8
"221","cas",1
"222","case",1
"223","casi",3
"224","cat",2
"225","cau",3
"226","cca",3
"227","ccas",3
"228","cce",1
"229","cco",4
"230","ccu",1
"231","cea",4
"232","ceand",3
"233","cebe",2
"234","cee",2
"235","cei",6
"236","cent",1
"237","ceo",6
"238","cern",1
"239","cess",2
"240","cessa",1
"241","cessi",1
"242","cet",7
"243","cha",5
"244","chan",1
"245","char",2
"246","chas",1
"247","che",3
"248","ches",1
"249","chi",2
"250","cho",6
"251","cht",4
"252","ci",1
"253","cia",8
"254","cien",1
"255","cip",3
"256","cis",2
"257","cise",1
"258","cit",1
"259","cl",2
"260","cla",4
"261","clar",1
"262","cle",1
"263","co",23
"264","col",2
"265","coll",1
"266","com",14
"267","con",26
"268","conc",3
"269","cong",1
"270","cons",8
"271","consi",5
"272","const",3
"273","cont",13
"274","cor",7
"275","cordin",1
"276","cou",7
"277","coun",4
"278","cour",2
"279","cr",6
"280","cre",2
"281","cret",1
"282","cri",1
"283","cro",3
"284","cta",3
"285","cte",1
"286","cted",4
"287","cti",3
"288","ctic",2
"289","ctive",1
"290","cto",4
"291","ctor",1
"292","cts",1
"293","ctto",3
"294","ctu",3
"295","cu",2
"296","cul",2
"297","cur",1
"298","cure",1
"299","cus",2
"300","cut",1
"301","cuti",1
"302","cy",12
"303","d",3
"304","da",4
"305","dan",3
"306","dar",2
"307","das",2
"308","dat",3
"309","db",1
"310","dbe",2
"311","dc",10
"312","dco",4
"313","dd",5
"314","dde",3
"315","ddi",2
"316","dea",4
"317","deb",2
"318","dec",4
"319","deci",2
"320","ded",7
"321","def",1
"322","defe",1
"323","del",1
"324","den",9
"325","dent",3
"326","dep",1
"327","depe",1
"328","deral",1
"329","dert",2
"330","derthe",2
"331","des",9
"332","desi",4
"333","dest",2
"334","det",2
"335","df",9
"336","dfor",3
"337","dfr",3
"338","dg",2
"339","dge",1
"340","dh",7
"341","dha",4
"342","dhe",1
"343","dho",2
"344","di",5
"345","dia",5
"346","dic",2
"347","did",1
"348","dif",4
"349","din",2
"350","dina",1
"351","ding",5
"352","dint",8
"353","dir",2
"354","dire",2
"355","dis",14
"356","disco",2
"357","dist",2
"358","dit",3
"359","div",2
"360","divi",2
"361","dl",4
"362","dle",2
"363","dm",1
"364","dmi",4
"365","dmin",3
"366","dn",4
"367","dne",1
"368","dno",1
"369","dnot",1
"370","do",8
"371","doc",1
"372","dof",5
"373","dom",8
"374","don",2
"375","dop",1
"376","dou",2
"377","dp",8
"378","dr",7
"379","dra",2
"380","dre",4
"381","ds",8
"382","dse",2
"383","dst",1
"384","dsta",2
"385","dstate",2
"386","dt",33
"387","dth",20
"388","dtha",2
"389","dthe",17
"390","dto",9
"391","dtof",1
"392","dual",2
"393","duc",6
"394","dv",6
