"","n4","Freq"
"1","*",1
"2","**",11
"3","**b",1
"4","**i",4
"5","**the",3
"6","**the*",1
"7","*a",6
"8","*a*",46
"9","*ab",6
"10","*ac",2
"11","*ad",8
"12","*ag",7
"13","*age",2
"14","*al",17
"15","*all",13
"16","*all*",10
"17","*am",6
"18","*ame",2
"19","*an",24
"20","*an*",12
"21","*an*o",1
"22","*and",50
"23","*and*",34
"24","*ann",1
"25","*ap",3
"26","*app",3
"27","*ar",7
"28","*are",18
"29","*as",16
"30","*as*",12
"31","*ass",3
"32","*at",14
"33","*at*",13
"34","*atte",1
"35","*au",7
"36","*aut",6
"37","*aw",1
"38","*b",15
"39","*be",9
"40","*be*",19
"41","*been*",7
"42","*bi",1
"43","*bl",2
"44","*ble",1
"45","*bo",3
"46","*c",56
"47","*ca",17
"48","*can*",11
"49","*ce",3
"50","*cer",2
"51","*ch",6
"52","*ci",6
"53","*cl",1
"54","*cla",1
"55","*co",45
"56","*con",21
"57","*cons",8
"58","*cor",1
"59","*d",41
"60","*da",2
"61","*de",18
"62","*den",1
"63","*des",6
"64","*di",21
"65","*do",9
"66","*du",1
"67","*e",25
"68","*ea",3
"69","*eac",2
"70","*ef",1
"71","*ei",2
"72","*em",1
"73","*en",11
"74","*enc",1
"75","*ent",2
"76","*enti",1
"77","*equ",1
"78","*er",1
"79","*es",2
"80","*ess",1
"81","*esse",1
"82","*est",1
"83","*ever",4
"84","*evi",4
"85","*ex",14
"86","*ext",4
"87","*ey",1
"88","*f",44
"89","*fa",6
"90","*fe",6
"91","*fi",6
"92","*fin",1
"93","*for",21
"94","*fore",5
"95","*fr",19
"96","*ful",2
"97","*g",16
"98","*ge",6
"99","*gen",6
"100","*gi",2
"101","*go",15
"102","*gre",1
"103","*h",39
"104","*ha",20
"105","*har",1
"106","*have*",18
"107","*he",4
"108","*hi",1
"109","*his*",1
"110","*ho",3
"111","*i",53
"112","*ide",3
"113","*if",5
"114","*ill",1
"115","*im",16
"116","*in",48
"117","*in*",32
"118","*inc",3
"119","*ind",11
"120","*inst",4
"121","*int",9
"122","*inte",5
"123","*ir",2
"124","*is",31
"125","*is*",28
"126","*it",22
"127","*it*",19
"128","*j",5
"129","*je",1
"130","*jo",1
"131","*k",5
"132","*l",24
"133","*la",6
"134","*lan",3
"135","*lar",1
"136","*le",7
"137","*leg",1
"138","*les",2
"139","*li",2
"140","*lit",1
"141","*lo",6
"142","*m",43
"143","*ma",5
"144","*me",11
"145","*men",5
"146","*mer",3
"147","*meri",1
"148","*mi",11
"149","*min",3
"150","*mo",8
"151","*mon",3
"152","*mu",9
"153","*n",24
"154","*na",16
"155","*nat",13
"156","*ne",11
"157","*no",24
"158","*not",12
"159","*not*",9
"160","*o",8
"161","*ob",11
"162","*of",94
"163","*of*",22
"164","*of*a",14
"165","*ol",2
"166","*on",13
"167","*on*",7
"168","*on*o",1
"169","*on*t",5
"170","*on*th",4
"171","*op",6
"172","*or",17
"173","*or*",11
"174","*ot",6
"175","*oth",6
"176","*ou",22
"177","*ough",3
"178","*our",18
"179","*over",1
"180","*ow",3
"181","*owe",1
"182","*p",66
"183","*pa",15
"184","*par",10
"185","*part",10
"186","*pe",11
"187","*pea",3
"188","*pec",1
"189","*per",7
"190","*peri",2
"191","*pl",8
"192","*pla",6
"193","*ple",1
"194","*po",20
"195","*point",3
"196","*pos",3
"197","*pre",12
"198","*pres",6
"199","*pri",12
"200","*pu",7
"201","*qu",3
"202","*r",49
"203","*ra",4
"204","*re",26
"205","*rea",4
"206","*rec",2
"207","*red",1
"208","*reme",1
"209","*ren",1
"210","*res",15
"211","*rest",1
"212","*ri",2
"213","*ru",2
"214","*s",19
"215","*sa",7
"216","*sc",5
"217","*se",5
"218","*sen",5
"219","*sh",6
"220","*si",3
"221","*sing",1
"222","*sit",3
"223","*so",6
"224","*spec",3
"225","*st",22
"226","*sta",14
"227","*stan",2
"228","*sti",7
"229","*str",2
"230","*su",12
"231","*t",26
"232","*te",2
"233","*ten",1
"234","*ter",1
"235","*th",83
"236","*that*",24
"237","*the",83
"238","*the*",12
"239","*the*p",20
"240","*the*s",11
"241","*ther",12
"242","*thi",17
"243","*this*",9
"244","*tho",9
"245","*thou",2
"246","*ti",6
"247","*to",75
"248","*to*",25
"249","*tra",1
"250","*tre",5
"251","*tri",1
"252","*tru",2
"253","*u",37
"254","*un",4
"255","*und",3
"256","*unde",3
"257","*up",4
"258","*us",17
"259","*us*",14
"260","*v",11
"261","*va",2
"262","*ve",1
"263","*ver",1
"264","*vi",8
"265","*w",69
