"","n4","Freq"
"1","*",5
"2","**",9
"3","**a",1
"4","**b",1
"5","**i",3
"6","*a",10
"7","*a*",40
"8","*ab",9
"9","*ac",5
"10","*act",2
"11","*ad",9
"12","*ag",11
"13","*age",3
"14","*al",11
"15","*all",7
"16","*all*",6
"17","*am",4
"18","*an",21
"19","*an*",10
"20","*an*o",1
"21","*and",43
"22","*and*",28
"23","*ann",4
"24","*ans",2
"25","*ap",6
"26","*app",5
"27","*ar",12
"28","*are",19
"29","*ari",3
"30","*art",1
"31","*arti",1
"32","*artic",1
"33","*as",24
"34","*as*",20
"35","*ass",3
"36","*at",9
"37","*at*",5
"38","*atte",2
"39","*au",5
"40","*aut",5
"41","*b",15
"42","*be",18
"43","*be*",35
"44","*been*",7
"45","*bo",5
"46","*c",58
"47","*ca",23
"48","*cal",6
"49","*can*",7
"50","*ce",3
"51","*cer",1
"52","*ch",3
"53","*ci",4
"54","*cl",2
"55","*cla",1
"56","*co",46
"57","*con",20
"58","*cons",6
"59","*d",28
"60","*da",3
"61","*de",10
"62","*des",5
"63","*di",15
"64","*do",4
"65","*du",3
"66","*e",29
"67","*ea",4
"68","*eac",3
"69","*eas",1
"70","*ec",1
"71","*ef",1
"72","*ei",2
"73","*el",1
"74","*em",1
"75","*en",10
"76","*enc",2
"77","*ent",3
"78","*enti",2
"79","*es",3
"80","*est",3
"81","*ever",2
"82","*evi",1
"83","*ex",26
"84","*ext",9
"85","*f",50
"86","*fa",5
"87","*fe",2
"88","*fi",5
"89","*fin",1
"90","*for",23
"91","*fore",1
"92","*fr",17
"93","*ful",1
"94","*g",11
"95","*ge",1
"96","*gen",1
"97","*gi",1
"98","*go",12
"99","*gre",5
"100","*gu",2
"101","*h",39
"102","*ha",20
"103","*han",6
"104","*have*",11
"105","*he",1
"106","*hi",1
"107","*ho",6
"108","*hou",1
"109","*i",35
"110","*if",11
"111","*ill",2
"112","*im",6
"113","*in",47
"114","*in*",33
"115","*inc",7
"116","*ind",3
"117","*inst",3
"118","*int",10
"119","*inte",7
"120","*is",15
"121","*is*",14
"122","*it",30
"123","*it*",19
"124","*j",7
"125","*k",4
"126","*l",22
"127","*la",2
"128","*lan",1
"129","*lar",1
"130","*lat",3
"131","*le",8
"132","*leg",5
"133","*li",7
"134","*lit",3
"135","*lo",7
"136","*m",35
"137","*ma",6
"138","*me",9
"139","*men",1
"140","*mer",4
"141","*meri",1
"142","*mi",6
"143","*min",1
"144","*mo",14
"145","*mon",2
"146","*mu",5
"147","*n",19
"148","*na",13
"149","*nat",10
"150","*ne",5
"151","*no",25
"152","*not",15
"153","*not*",7
"154","*nu",1
"155","*o",9
"156","*ob",7
"157","*oc",2
"158","*of",94
"159","*of*",13
"160","*of*a",10
"161","*on",12
"162","*on*",10
"163","*on*t",6
"164","*on*th",5
"165","*one",8
"166","*op",4
"167","*or",9
"168","*or*",4
"169","*ot",12
"170","*oth",12
"171","*ou",21
"172","*ough",10
"173","*our",9
"174","*over",1
"175","*ow",1
"176","*p",56
"177","*pa",13
"178","*par",9
"179","*part",9
"180","*pe",9
"181","*pea",5
"182","*per",6
"183","*peri",1
"184","*pl",3
"185","*pla",1
"186","*ple",2
"187","*po",22
"188","*point",2
"189","*pos",4
"190","*pre",6
"191","*pres",2
"192","*pri",3
"193","*pu",7
"194","*qu",3
"195","*que",1
"196","*r",49
"197","*ra",2
"198","*rat",2
"199","*rati",1
"200","*re",27
"201","*rea",7
"202","*rec",1
"203","*red",1
"204","*res",10
"205","*ro",4
"206","*rom",3
"207","*s",23
"208","*sa",1
"209","*se",10
"210","*sen",1
"211","*sh",15
"212","*si",3
"213","*side",2
"214","*sing",1
"215","*so",10
"216","*spec",1
"217","*st",25
"218","*sta",19
"219","*stan",1
"220","*sti",2
"221","*su",21
"222","*t",23
"223","*ta",3
"224","*te",5
"225","*ten",3
"226","*ter",1
"227","*th",79
"228","*that*",37
"229","*the",80
"230","*the*",12
"231","*the*p",22
"232","*the*s",9
"233","*ther",9
"234","*thi",15
"235","*this*",10
"236","*tho",15
"237","*thou",5
"238","*ti",4
"239","*to",103
"240","*to*",30
"241","*tra",2
"242","*tri",2
"243","*tru",3
"244","*ty",1
"245","*u",34
"246","*un",3
"247","*und",3
"248","*unde",2
"249","*up",11
"250","*us",8
"251","*us*",6
"252","*v",7
"253","*va",2
"254","*ve",2
"255","*ver",2
"256","*vi",2
"257","*vo",1
"258","*w",86
"259","*war",10
"260","*we",26
"261","*wer",1
"262","*wh",36
"263","*who",4
"264","*wi",26
"265","*with*",8
"266","*wo",19
"267","*y",3
"268","*ye",3
"269","a*",3
"270","a*ma",1
"271","a*n",1
"272","a*s",7
"273","a*si",1
"274","a*t",5
