"","n4","Freq"
"1","a",1
"2","ab",36
"3","abl",12
"4","abli",9
"5","abo",2
"6","abs",2
"7","ac",3
"8","acc",3
"9","ace",6
"10","ach",4
"11","achm",1
"12","aci",8
"13","aco",7
"14","act",2
"15","acte",2
"16","acti",5
"17","ad",10
"18","adbe",4
"19","ade",2
"20","ader",1
"21","adm",2
"22","af",10
"23","afe",4
"24","aft",2
"25","ag",18
"26","aga",8
"27","age",4
"28","agis",1
"29","agre",3
"30","agu",2
"31","ah",1
"32","ai",11
"33","aid",3
"34","ail",2
"35","ain",3
"36","aine",4
"37","ains",11
"38","ainst",8
"39","aint",1
"40","aj",1
"41","ak",11
"42","ake",5
"43","al",10
"44","ala",7
"45","alan",3
"46","alar",2
"47","ald",2
"48","ale",3
"49","alf",2
"50","ali",7
"51","alin",1
"52","alit",3
"53","all",10
"54","alle",2
"55","alo",5
"56","alon",1
"57","als",6
"58","alt",3
"59","am",14
"60","ama",1
"61","amb",1
"62","ame",5
"63","ament",3
"64","amer",2
"65","ami",2
"66","amo",3
"67","amp",1
"68","an",4
"69","ana",4
"70","anc",9
"71","ance",16
"72","anci",2
"73","and",47
"74","ande",7
"75","andi",10
"76","ane",7
"77","ang",7
"78","ani",8
"79","ann",2
"80","ano",6
"81","anot",3
"82","ans",7
"83","ant",4
"84","anta",5
"85","anti",2
"86","anu",1
"87","ap",10
"88","ape",3
"89","apower",2
"90","app",2
"91","apre",2
"92","ar",1
"93","ara",5
"94","arac",1
"95","aract",1
"96","arc",5
"97","ard",4
"98","are",22
"99","area",1
"100","arei",2
"101","aren",4
"102","ares",3
"103","aret",1
"104","arg",3
"105","ari",4
"106","arie",1
"107","arm",18
"108","arn",2
"109","aro",1
"110","arr",3
"111","ars",4
"112","art",6
"113","arti",2
"114","arto",7
"115","ary",2
"116","as",11
"117","asa",3
"118","asb",3
"119","asbe",3
"120","ase",3
"121","asi",12
"122","asing",2
"123","asit",1
"124","asl",1
"125","aso",2
"126","ass",5
"127","assi",2
"128","assu",1
"129","ast",16
"130","astate",3
"131","asth",6
"132","asu",4
"133","asur",1
"134","at",6
"135","ata",7
"136","atb",2
"137","ate",3
"138","ated",13
"139","aten",1
"140","ater",3
"141","ath",2
"142","atho",1
"143","ati",15
"144","atin",1
"145","ation",22
"146","ationa",3
"147","atis",2
"148","ative",1
"149","ato",3
"150","ator",1
"151","ats",3
"152","att",11
"153","atte",2
"154","atth",12
"155","atu",9
"156","au",3
"157","aus",5
"158","ause",4
"159","aut",2
"160","auth",2
"161","av",5
"162","ave",2
"163","aven",1
"164","aver",2
"165","aves",2
"166","avi",3
"167","avo",4
"168","aw",3
"169","ax",1
"170","axqwtm",1
"171","ay",3
"172","ayb",5
"173","aye",2
"174","ays",4
"175","b",6
"176","ba",5
"177","babl",2
"178","bar",1
"179","be",8
"180","bea",9
"181","bear",1
"182","beas",2
"183","bec",3
"184","becom",3
"185","bed",6
"186","bede",2
"187","bee",10
"188","bef",3
"189","bei",5
"190","bein",4
"191","bel",2
"192","bem",3
"193","bema",2
"194","ben",4
"195","bene",3
"196","ber",3
"197","bera",1
"198","bere",4
"199","bero",1
"200","bert",9
"201","bes",1
"202","bet",9
"203","beun",1
"204","bi",12
"205","bil",4
