"","n4","Freq"
"1","a",3
"2","ab",34
"3","abl",21
"4","abli",2
"5","abo",2
"6","abs",1
"7","abu",1
"8","acc",3
"9","ace",9
"10","aci",6
"11","aco",3
"12","acri",1
"13","act",2
"14","acti",8
"15","ad",21
"16","ade",15
"17","ader",1
"18","adm",5
"19","ado",1
"20","af",15
"21","afe",3
"22","affi",3
"23","aft",2
"24","ag",16
"25","aga",3
"26","age",5
"27","agre",5
"28","ah",1
"29","ai",9
"30","aid",3
"31","ail",4
"32","aim",1
"33","ain",7
"34","aine",4
"35","ains",3
"36","ainst",3
"37","aint",3
"38","ais",1
"39","ak",4
"40","ake",1
"41","al",7
"42","ala",9
"43","alan",2
"44","alar",3
"45","alb",1
"46","ald",1
"47","ale",5
"48","alf",1
"49","ali",6
"50","alin",3
"51","alit",1
"52","all",11
"53","alle",3
"54","alo",6
"55","alon",4
"56","als",11
"57","alt",5
"58","alu",9
"59","am",21
"60","ama",2
"61","ame",9
"62","ament",1
"63","amer",11
"64","ami",1
"65","amo",2
"66","amon",1
"67","amp",1
"68","ampl",1
"69","an",8
"70","ana",13
"71","anc",4
"72","ance",15
"73","and",57
"74","ande",5
"75","andi",8
"76","ane",2
"77","ang",4
"78","ani",10
"79","ann",3
"80","ano",7
"81","anot",3
"82","ans",10
"83","ant",13
"84","anta",5
"85","anti",7
"86","anu",3
"87","ap",11
"88","apa",3
"89","ape",4
"90","apower",1
"91","app",2
"92","appo",1
"93","ar",2
"94","ara",2
"95","arc",5
"96","ard",5
"97","are",20
"98","area",2
"99","arei",2
"100","aren",2
"101","ares",2
"102","aret",1
"103","arg",5
"104","ari",6
"105","arie",2
"106","arl",3
"107","arm",6
"108","arr",6
"109","ars",1
"110","art",3
"111","arti",11
"112","artic",4
"113","arto",3
"114","ary",3
"115","as",18
"116","asa",4
"117","asb",5
"118","asbe",4
"119","ase",3
"120","asi",12
"121","asing",4
"122","asit",3
"123","asl",1
"124","aso",2
"125","ass",8
"126","assa",1
"127","asse",2
"128","assi",4
"129","assu",1
"130","ast",17
"131","astate",1
"132","asth",5
"133","asu",3
"134","asur",3
"135","asw",6
"136","aswe",5
"137","at",13
"138","ata",10
"139","atan",1
"140","ate",6
"141","ated",11
"142","ater",9
"143","ath",4
"144","athe",1
"145","atho",1
"146","ati",23
"147","atin",4
"148","ation",36
"149","ationa",5
"150","atis",1
"151","atit",1
"152","ato",10
"153","aton",3
"154","ator",1
"155","ats",5
"156","atso",2
"157","att",7
"158","atte",4
"159","atth",8
"160","atu",7
"161","au",6
"162","aus",2
"163","ause",1
"164","av",4
"165","ave",2
"166","aven",1
"167","aver",1
"168","aves",1
"169","avi",9
"170","avo",2
"171","aw",2
"172","ax",7
"173","axe",5
"174","axqwtm",2
"175","ay",3
"176","ayb",1
"177","ays",3
"178","b",6
"179","ba",9
"180","bar",2
"181","be",9
"182","bea",4
"183","beas",1
"184","bec",9
"185","becom",5
"186","bed",4
"187","bee",6
"188","bef",3
"189","bei",4
"190","bein",3
"191","bel",3
"192","bele",1
"193","bem",3
"194","bema",1
"195","ben",3
"196","bene",3
"197","ber",3
"198","bere",4
"199","bero",4
"200","bes",6
"201","bet",13
"202","beun",1
"203","bi",8
"204","bil",1
"205","bin",1
"206","bit",5
"207","bj",9
"208","bl",2
"209","ble",27
