"","n4","Freq"
"1","a",5
"2","ab",17
"3","abl",11
"4","abli",1
"5","abo",1
"6","abu",1
"7","ac",5
"8","acc",5
"9","ace",7
"10","ach",2
"11","aci",4
"12","aco",6
"13","act",6
"14","acte",2
"15","acti",6
"16","ad",16
"17","ade",3
"18","ader",1
"19","adm",4
"20","ado",3
"21","af",15
"22","afe",2
"23","affi",2
"24","aft",1
"25","ag",29
"26","aga",3
"27","age",13
"28","agre",5
"29","agu",2
"30","ah",1
"31","ai",5
"32","aid",4
"33","ail",1
"34","aim",6
"35","ain",4
"36","aine",4
"37","aini",3
"38","ains",2
"39","ainst",2
"40","aint",5
"41","aj",2
"42","ak",7
"43","ake",3
"44","al",7
"45","ala",6
"46","alan",1
"47","alar",2
"48","ald",6
"49","ale",4
"50","alf",1
"51","ali",8
"52","alin",3
"53","alit",3
"54","all",14
"55","alle",2
"56","alo",2
"57","alon",1
"58","als",4
"59","alt",2
"60","am",20
"61","amb",2
"62","ame",2
"63","amer",1
"64","ami",2
"65","amo",9
"66","amon",4
"67","amp",4
"68","ampl",2
"69","an",7
"70","ana",8
"71","anc",6
"72","ance",16
"73","and",34
"74","ande",4
"75","andi",6
"76","ane",7
"77","ang",2
"78","ani",8
"79","ann",1
"80","ano",6
"81","anot",1
"82","ans",4
"83","ant",9
"84","anta",7
"85","ante",3
"86","anti",3
"87","anu",3
"88","ap",11
"89","apa",2
"90","ape",1
"91","app",5
"92","appo",4
"93","apre",1
"94","ar",1
"95","ara",4
"96","arac",2
"97","aract",1
"98","arc",4
"99","ard",2
"100","are",14
"101","arei",1
"102","aren",1
"103","ares",3
"104","arg",3
"105","ari",4
"106","arie",1
"107","arl",1
"108","arm",3
"109","arn",2
"110","aro",3
"111","arr",2
"112","ars",8
"113","art",5
"114","arti",11
"115","artic",1
"116","arto",9
"117","ary",3
"118","as",8
"119","asa",3
"120","asb",5
"121","asbe",5
"122","ase",3
"123","asi",4
"124","asit",1
"125","asl",4
"126","aso",3
"127","ass",4
"128","assa",3
"129","asse",1
"130","assu",1
"131","ast",17
"132","astate",1
"133","asth",8
"134","asu",3
"135","asur",1
"136","asw",2
"137","aswe",2
"138","at",3
"139","ata",7
"140","atan",2
"141","atb",1
"142","ate",2
"143","ated",6
"144","aten",2
"145","ater",2
"146","ath",6
"147","athe",2
"148","ati",15
"149","atin",3
"150","ation",22
"151","ationa",3
"152","atis",3
"153","atit",1
"154","ative",1
"155","ato",1
"156","ats",3
"157","att",6
"158","atte",5
"159","atth",11
"160","atu",7
"161","au",3
"162","aus",10
"163","ause",8
"164","av",8
"165","ave",3
"166","aves",4
"167","avi",2
"168","avo",6
"169","aw",5
"170","ax",5
"171","axe",2
"172","axi",2
"173","axqwtm",1
"174","ay",6
"175","ays",3
"176","b",6
